NY,0+65+66+67+68+69+70+72+73+80
NX876516,73
NX876517,73
NX876518,73
NX876519,73
NX877512,0+73
NX877513,73
NX877514,73
NX877515,73
NX877516,73
NX877517,73
NX877518,73
NX877519,73
NX878512,0+73
NX878513,73
NX878514,73
NX878515,73
NX878516,73
NX878517,73
NX878518,73
NX878519,73
NX879512,0+73
NX879513,0+73
NX879514,73
NX879515,73
NX879516,73
NX879517,73
NX879518,73
NX879519,73
NX85R,0+73
NX8652,0+73
NX860521,0+73
NX860522,0+73
NX860523,73
NX860524,73
NX860525,73
NX860526,73
NX860527,73
NX860528,73
NX860529,73
NX861522,0+73
NX861523,0+73
NX861524,0+73
NX861525,73
NX861526,73
NX861527,73
NX861528,73
NX861529,73
NX862524,0+73
NX862525,0+73
NX862526,73
NX862527,73
NX862528,73
NX862529,73
NX863525,0+73
NX863526,73
NX863527,73
NX863528,73
NX863529,73
NX864525,0+73
NX864526,73
NX864527,73
NX864528,73
NX864529,73
NX865525,0+73
NX865526,73
NX865527,73
NX865528,73
NX865529,73
NX866525,0+73
NX866526,0+73
NX866527,73
NX866528,73
NX866529,73
NX867526,0+73
NX867527,0+73
NX867528,73
NX867529,73
NX868526,0+73
NX868527,0+73
NX868528,73
NX868529,73
NX869526,0+73
NX869527,0+73
NX869528,73
NX869529,73
NX8653,73
NX8752,0+73
NX870527,0+73
NX870528,73
NX870529,73
NX871527,0+73
NX871528,0+73
NX871529,73
NX872528,0+73
NX872529,0+73
NX873528,0+73
NX873529,0+73
NX874520,0+73
NX874528,0+73
NX874529,73
NX875520,0+73
NX875521,0+73
NX875528,0+73
NX875529,73
NX876520,73
NX876521,0+73
NX876522,0+73
NX876528,0+73
NX876529,73
NX877520,73
NX877521,73
NX877522,0+73
NX877523,0+73
NX877528,0+73
NX877529,73
NX878520,73
NX878521,73
NX878522,73
NX878523,0+73
NX878528,0+73
NX878529,0+73
NX879520,73
NX879521,73
NX879522,73
NX879523,0+73
NX879524,0+73
NX879528,0+73
NX879529,0+73
NX8753,73
NX85S,73
NX85T,73
NX85U,73
NX85V,0+73
NX8851,0+73
NX880513,0+73
NX880514,73
NX880515,73
NX880516,73
NX880517,73
NX880518,73
NX880519,73
NX881513,0+73
NX881514,0+73
NX881515,73
NX881516,73
NX881517,73
NX881518,73
NX881519,73
NX882514,0+73
NX882515,0+73
NX882516,73
NX882517,73
NX882518,73
NX882519,73
NX883515,0+73
NX883516,73
NX883517,73
NX883518,73
NX883519,73
NX884515,0+73
NX884516,0+73
NX884517,73
NX884518,73
NX884519,73
NX885516,0+73
NX885517,73
NX885518,73
NX885519,73
NX886516,0+73
NX886517,0+73
NX886518,73
NX886519,73
NX887517,0+73
NX887518,73
NX887519,73
NX888517,0+73
NX888518,73
NX888519,73
NX889517,0+73
NX889518,0+73
NX889519,73
NX8951,0+73
NX890518,0+73
NX890519,73
NX891518,0+73
NX891519,73
NX892518,0+73
NX892519,0+73
NX893519,0+73
NX894519,0+73
NX85W,0+73
NX8852,0+73
NX880520,73
NX880521,73
NX880522,73
NX880523,73
NX880524,0+73
NX880525,0+73
NX880529,0+73
NX881520,73
NX881521,73
NX881522,73
NX881523,73
NX881524,73
NX881525,0+73
NX881526,0+73
NX881529,0+73
NX882520,73
NX882521,73
NX882522,73
NX882523,73
NX882524,73
NX882525,73
NX882526,0+73
NX882529,0+73
NX883520,73
NX883521,73
NX883522,73
NX883523,73
NX883524,73
NX883525,73
NX883526,0+73
NX883529,0+73
NX884520,73
NX884521,73
NX884522,73
NX884523,73
NX884524,73
NX884525,73
NX884526,73
NX884527,0+73
NX884529,0+73
NX885520,73
NX885521,73
NX885522,73
NX885523,73
NX885524,73
NX885525,73
NX885526,73
NX885527,0+73
NX885528,0+73
NX885529,0+73
NX886520,73
NX886521,73
NX886522,73
NX886523,73
NX886524,73
NX886525,73
NX886526,73
NX886527,73
NX886528,73
NX886529,73
NX887520,73
NX887521,73
NX887522,73
NX887523,73
NX887524,73
NX887525,73
NX887526,73
NX887527,73
NX887528,73
NX887529,73
NX888520,73
NX888521,73
NX888522,73
NX888523,73
NX888524,73
NX888525,73
NX888526,73
NX888527,73
NX888528,73
NX888529,73
NX889520,73
NX889521,73
NX889522,73
NX889523,73
NX889524,73
NX889525,73
NX889526,73
NX889527,73
NX889528,73
NX889529,73
NX8853,0+73
NX880530,73
NX880531,73
NX880532,73
NX880533,73
NX880534,73
NX880535,73
NX880536,73
NX880537,73
NX880538,73
NX880539,73
NX881530,73
NX881531,73
NX881532,73
NX881533,73
NX881534,73
NX881535,73
NX881536,73
NX881537,73
NX881538,73
NX881539,73
NX882530,0+73
NX882531,73
NX882532,73
NX882533,73
NX882534,73
NX882535,73
NX882536,73
NX882537,73
NX882538,73
NX882539,73
NX883530,0+73
NX883531,73
NX883532,73
NX883533,73
NX883534,73
NX883535,73
NX883536,73
NX883537,73
NX883538,73
NX883539,73
NX884530,0+73
NX884531,73
NX884532,73
NX884533,73
NX884534,73
NX884535,73
NX884536,73
NX884537,73
NX884538,73
NX884539,73
NX885530,73
NX885531,73
NX885532,73
NX885533,73
NX885534,73
NX885535,73
NX885536,73
NX885537,73
NX885538,73
NX885539,73
NX886530,73
NX886531,73
NX886532,73
NX886533,73
NX886534,73
NX886535,73
NX886536,73
NX886537,73
NX886538,73
NX886539,73
NX887530,73
NX887531,73
NX887532,73
NX887533,73
NX887534,73
NX887535,73
NX887536,73
NX887537,73
NX887538,73
NX887539,73
NX888530,73
NX888531,73
NX888532,73
NX888533,73
NX888534,73
NX888535,73
NX888536,73
NX888537,73
NX888538,73
NX888539,73
NX889530,73
NX889531,73
NX889532,73
NX889533,73
NX889534,73
NX889535,73
NX889536,73
NX889537,73
NX889538,73
NX889539,73
NX8952,0+73
NX890520,73
NX890521,73
NX890522,73
NX890523,73
NX890524,73
NX890525,73
NX890526,73
NX890527,73
NX890528,73
NX890529,73
NX891520,73
NX891521,73
NX891522,73
NX891523,73
NX891524,73
NX891525,73
NX891526,73
NX891527,73
NX891528,73
NX891529,73
NX892520,73
NX892521,73
NX892522,73
NX892523,73
NX892524,73
NX892525,73
NX892526,73
NX892527,73
NX892528,73
NX892529,73
NX893520,73
NX893521,73
NX893522,73
NX893523,73
NX893524,73
NX893525,73
NX893526,73
NX893527,73
NX893528,73
NX893529,73
NX894520,0+73
NX894521,73
NX894522,73
NX894523,73
NX894524,73
NX894525,73
NX894526,73
NX894527,73
NX894528,73
NX894529,73
NX895520,0+73
NX895521,73
NX895522,73
NX895523,73
NX895524,73
NX895525,73
NX895526,73
NX895527,73
NX895528,73
NX895529,73
NX896520,0+73
NX896521,73
NX896522,73
NX896523,73
NX896524,73
NX896525,73
NX896526,73
NX896527,73
NX896528,73
NX896529,73
NX897520,0+73
NX897521,73
NX897522,73
NX897523,73
NX897524,73
NX897525,73
NX897526,73
NX897527,73
NX897528,73
NX897529,73
NX898520,0+73
NX898521,0+73
NX898522,73
NX898523,73
NX898524,73
NX898525,73
NX898526,73
NX898527,73
NX898528,73
NX898529,73
NX899521,0+73
NX899522,73
NX899523,73
NX899524,73
NX899525,73
NX899526,73
NX899527,73
NX899528,73
NX899529,73
NX8953,73
NX85X,73
NX85Y,73
NX85Z,73
NX86,73
NX87,72+73
NX87SW,73
NX87NW,73
NX87SE,73
NX87NE,72+73
NX87A,73
NX87B,73
NX87C,73
NX87D,73
NX87E,73
NX87F,73
NX87G,73
NX87H,73
NX87I,73
NX87J,73
NX87K,73
NX87L,73
NX87M,73
NX87N,73
NX87P,73
NX87Q,73
NX87R,73
NX87S,73
NX87T,73
NX87U,72+73
NX8678,73
NX8679,73
NX8778,73
NX8779,72+73
NX870790,73
NX870791,73
NX870792,73
NX870793,73
NX870794,73
NX870795,73
NX870796,73
NX870797,73
NX870798,73
NX870799,73
NX871790,73
NX871791,73
NX871792,73
NX871793,73
NX871794,73
NX871795,73
NX871796,73
NX871797,73
NX871798,73
NX871799,73
NX872790,73
NX872791,73
NX872792,73
NX872793,73
NX872794,73
NX872795,73
NX872796,73
NX872797,73
NX872798,73
NX872799,73
NX873790,73
NX873791,73
NX873792,73
NX873793,73
NX873794,73
NX873795,73
NX873796,73
NX873797,73
NX873798,73
NX873799,73
NX874790,73
NX874791,73
NX874792,73
NX874793,73
NX874794,73
NX874795,73
NX874796,73
NX874797,73
NX874798,73
NX874799,73
NX875790,73
NX875791,73
NX875792,73
NX875793,73
NX875794,73
NX875795,73
NX875796,73
NX875797,73
NX875798,73
NX875799,73
NX876790,73
NX876791,73
NX876792,73
NX876793,73
NX876794,73
NX876795,73
NX876796,73
NX876797,73
NX876798,73
NX876799,73
NX877790,73
NX877791,73
NX877792,73
NX877793,73
NX877794,73
NX877795,73
NX877796,73
NX877797,73
NX877798,73
NX877799,73
NX878790,73
NX878791,73
NX878792,73
NX878793,73
NX878794,73
NX878795,73
NX878796,73
NX878797,73
NX878798,73
NX878799,72+73
NX879790,73
NX879791,73
NX879792,73
NX879793,73
NX879794,73
NX879795,73
NX879796,73
NX879797,73
NX879798,73
NX879799,72+73
NX87V,73
NX87W,73
NX87X,73
NX87Y,73
NX87Z,72+73
NX8878,73
NX8879,72+73
NX880790,73
NX880791,73
NX880792,73
NX880793,73
NX880794,73
NX880795,73
NX880796,73
NX880797,73
NX880798,73
NX880799,72+73
NX881790,73
NX881791,73
NX881792,73
NX881793,73
NX881794,73
NX881795,73
NX881796,73
NX881797,73
NX881798,73
NX881799,72+73
NX882790,73
NX882791,73
NX882792,73
NX882793,73
NX882794,73
NX882795,73
NX882796,73
NX882797,73
NX882798,73
NX882799,73
NX883790,73
NX883791,73
NX883792,73
NX883793,73
NX883794,73
NX883795,73
NX883796,73
NX883797,73
NX883798,73
NX883799,73
NX884790,73
NX884791,73
NX884792,73
NX884793,73
NX884794,73
NX884795,73
NX884796,73
NX884797,73
NX884798,73
NX884799,73
NX885790,73
NX885791,73
NX885792,73
NX885793,73
NX885794,73
NX885795,73
NX885796,73
NX885797,73
NX885798,73
NX885799,73
NX886790,73
NX886791,73
NX886792,73
NX886793,73
NX886794,73
NX886795,73
NX886796,73
NX886797,73
NX886798,73
NX886799,72+73
NX887790,73
NX887791,73
NX887792,73
NX887793,73
NX887794,73
NX887795,73
NX887796,73
NX887797,73
NX887798,73
NX887799,72+73
NX888790,73
NX888791,73
NX888792,73
NX888793,73
NX888794,73
NX888795,73
NX888796,73
NX888797,73
NX888798,73
NX888799,72+73
NX889790,73
NX889791,73
NX889792,73
NX889793,73
NX889794,73
NX889795,73
NX889796,73
NX889797,73
NX889798,73
NX889799,72+73
NX8978,73
NX8979,73
NX88,72+73
NX88SW,72+73
NX88SE,72+73
NX88A,72+73
NX8080,73
NX8081,72+73
NX800810,73
NX800811,73
NX800812,73
NX800813,73
NX800814,73
NX800815,73
NX800816,73
NX800817,73
NX800818,73
NX800819,73
NX801810,73
NX801811,73
NX801812,73
NX801813,73
NX801814,73
NX801815,73
NX801816,73
NX801817,73
NX801818,73
NX801819,73
NX802810,73
NX802811,73
NX802812,73
NX802813,73
NX802814,73
NX802815,73
NX802816,73
NX802817,73
NX802818,73
NX802819,73
NX803810,73
NX803811,73
NX803812,73
NX803813,73
NX803814,73
NX803815,73
NX803816,73
NX803817,73
NX803818,73
NX803819,73
NX804810,73
NX804811,73
NX804812,73
NX804813,73
NX804814,73
NX804815,73
NX804816,73
NX804817,73
NX804818,73
NX804819,73
NX805810,73
NX805811,73
NX805812,73
NX805813,73
NX805814,73
NX805815,73
NX805816,73
NX805817,73
NX805818,73
NX805819,73
NX806810,73
NX806811,73
NX806812,73
NX806813,73
NX806814,73
NX806815,73
NX806816,73
NX806817,73
NX806818,73
NX806819,72+73
NX807810,73
NX807811,73
NX807812,73
NX807813,73
NX807814,73
NX807815,73
NX807816,73
NX807817,73
NX807818,72+73
NX807819,72+73
NX808810,73
NX808811,73
NX808812,73
NX808813,73
NX808814,73
NX808815,73
NX808816,73
NX808817,73
NX808818,72+73
NX809810,73
NX809811,73
NX809812,73
NX809813,73
NX809814,73
NX809815,73
NX809816,73
NX809817,72+73
NX809818,72+73
NX8180,73
NX8181,72+73
NX810810,73
NX810811,73
NX810812,73
NX810813,73
NX810814,73
NX810815,73
NX810816,73
NX810817,72+73
NX811810,73
NX811811,73
NX811812,73
NX811813,73
NX811814,73
NX811815,73
NX811816,73
NX811817,72+73
NX812810,73
NX812811,73
NX812812,73
NX812813,73
NX812814,73
NX812815,73
NX812816,73
NX812817,72+73
NX813810,73
NX813811,73
NX813812,73
NX813813,73
NX813814,73
NX813815,73
NX813816,73
NX813817,72+73
NX814810,73
NX814811,73
NX814812,73
NX814813,73
NX814814,73
NX814815,73
NX814816,73
NX814817,72+73
NX815810,73
NX815811,73
NX815812,73
NX815813,73
NX815814,72+73
NX815815,72+73
NX815816,72+73
NX815817,72+73
NX816810,73
NX816811,73
NX816812,73
NX816813,73
NX816814,72+73
NX817810,73
NX817811,73
NX817812,73
NX817813,72+73
NX817814,72+73
NX818810,73
NX818811,73
NX818812,73
NX818813,72+73
NX819810,73
NX819811,73
NX819812,72+73
NX819813,72+73
NX88B,72+73
NX8082,72+73
NX800820,73
NX800821,72+73
NX801820,72+73
NX801821,72+73
NX802820,72+73
NX803820,72+73
NX804820,72+73
NX805820,72+73
NX806820,72+73
NX88F,72+73
NX8280,72+73
NX820800,73
NX820801,73
NX820802,73
NX820803,73
NX820804,73
NX820805,73
NX820806,73
NX820807,73
NX820808,73
NX820809,73
NX821800,73
NX821801,73
NX821802,73
NX821803,73
NX821804,73
NX821805,73
NX821806,73
NX821807,73
NX821808,73
NX821809,73
NX822800,73
NX822801,73
NX822802,73
NX822803,73
NX822804,73
NX822805,73
NX822806,73
NX822807,73
NX822808,73
NX822809,73
NX823800,73
NX823801,73
NX823802,73
NX823803,73
NX823804,73
NX823805,73
NX823806,73
NX823807,73
NX823808,73
NX823809,73
NX824800,73
NX824801,73
NX824802,73
NX824803,73
NX824804,73
NX824805,73
NX824806,73
NX824807,73
NX824808,73
NX824809,73
NX825800,73
NX825801,73
NX825802,73
NX825803,73
NX825804,73
NX825805,73
NX825806,73
NX825807,73
NX825808,73
NX825809,73
NX826800,73
NX826801,73
NX826802,73
NX826803,73
NX826804,73
NX826805,73
NX826806,73
NX826807,73
NX826808,73
NX826809,72+73
NX827800,73
NX827801,73
NX827802,73
NX827803,73
NX827804,73
NX827805,73
NX827806,73
NX827807,73
NX827808,72+73
NX827809,72+73
NX828800,73
NX828801,73
NX828802,73
NX828803,73
NX828804,73
NX828805,73
NX828806,73
NX828807,72+73
NX828808,72+73
NX829800,73
NX829801,73
NX829802,73
NX829803,73
NX829804,73
NX829805,73
NX829806,73
NX829807,72+73
NX8281,72+73
NX820810,73
NX820811,73
NX820812,72+73
NX820813,72+73
NX821810,73
NX821811,73
NX821812,73
NX821813,72+73
NX822810,73
NX822811,73
NX822812,73
NX822813,72+73
NX823810,73
NX823811,73
NX823812,72+73
NX823813,72+73
NX824810,73
NX824811,72+73
NX824812,72+73
NX825810,72+73
NX825811,72+73
NX826810,72+73
NX8380,72+73
NX830800,73
NX830801,73
NX830802,73
NX830803,73
NX830804,73
NX830805,73
NX830806,72+73
NX830807,72+73
NX831800,73
NX831801,73
NX831802,73
NX831803,73
NX831804,73
NX831805,73
NX831806,72+73
NX832800,73
NX832801,73
NX832802,73
NX832803,73
NX832804,73
NX832805,72+73
NX832806,72+73
NX833800,73
NX833801,73
NX833802,73
NX833803,73
NX833804,73
NX833805,72+73
NX834800,73
NX834801,73
NX834802,73
NX834803,73
NX834804,73
NX834805,72+73
NX835800,73
NX835801,73
NX835802,73
NX835803,73
NX835804,72+73
NX835805,72+73
NX836800,73
NX836801,73
NX836802,73
NX836803,72+73
NX836804,72+73
NX837800,73
NX837801,72+73
NX837802,72+73
NX837803,72+73
NX838800,72+73
NX838801,72+73
NX839800,72+73
NX839801,72+73
NX88K,72+73
NX8480,72+73
NX840800,73
NX840801,72+73
NX840802,72+73
NX841800,73
NX841801,73
NX841802,72+73
NX841803,72+73
NX842800,73
NX842801,73
NX842802,73
NX842803,72+73
NX842804,72+73
NX843800,73
NX843801,73
NX843802,73
NX843803,73
NX843804,72+73
NX843805,72+73
NX844800,73
NX844801,73
NX844802,73
NX844803,73
NX844804,73
NX844805,72+73
NX844806,72+73
NX845800,73
NX845801,73
NX845802,73
NX845803,73
NX845804,73
NX845805,73
NX845806,72+73
NX846800,73
NX846801,73
NX846802,73
NX846803,73
NX846804,73
NX846805,73
NX846806,72+73
NX846807,72+73
NX847800,73
NX847801,73
NX847802,73
NX847803,73
NX847804,73
NX847805,73
NX847806,73
NX847807,72+73
NX847808,72+73
NX848800,73
NX848801,73
NX848802,73
NX848803,73
NX848804,73
NX848805,73
NX848806,73
NX848807,73
NX848808,72+73
NX849800,73
NX849801,73
NX849802,73
NX849803,73
NX849804,73
NX849805,73
NX849806,73
NX849807,73
NX849808,72+73
NX849809,72+73
NX8580,72+73
NX850800,73
NX850801,73
NX850802,73
NX850803,73
NX850804,73
NX850805,73
NX850806,73
NX850807,73
NX850808,73
NX850809,72+73
NX851800,73
NX851801,73
NX851802,73
NX851803,73
NX851804,73
NX851805,73
NX851806,73
NX851807,73
NX851808,73
NX851809,73
NX852800,73
NX852801,73
NX852802,73
NX852803,73
NX852804,73
NX852805,73
NX852806,73
NX852807,73
NX852808,73
NX852809,73
NX853800,73
NX853801,73
NX853802,73
NX853803,73
NX853804,73
NX853805,73
NX853806,73
NX853807,73
NX853808,73
NX853809,73
NX854800,73
NX854801,73
NX854802,73
NX854803,73
NX854804,73
NX854805,73
NX854806,73
NX854807,73
NX854808,73
NX854809,73
NX855800,73
NX855801,73
NX855802,73
NX855803,73
NX855804,73
NX855805,73
NX855806,73
NX855807,73
NX855808,73
NX855809,73
NX856800,73
NX856801,73
NX856802,73
NX856803,73
NX856804,73
NX856805,73
NX856806,73
NX856807,73
NX856808,73
NX856809,73
NX857800,73
NX857801,73
NX857802,73
NX857803,73
NX857804,73
NX857805,73
NX857806,73
NX857807,73
NX857808,73
NX857809,73
NX858800,73
NX858801,73
NX858802,73
NX858803,73
NX858804,73
NX858805,73
NX858806,73
NX858807,73
NX858808,73
NX858809,73
NX859800,73
NX859801,73
NX859802,73
NX859803,73
NX859804,73
NX859805,73
NX859806,73
NX859807,73
NX859808,73
NX859809,73
NX8581,72+73
NX850810,72+73
NX851810,72+73
NX852810,72+73
NX853810,72+73
NX853811,72+73
NX854810,73
NX854811,72+73
NX855810,73
NX855811,72+73
NX856810,73
NX856811,72+73
NX856812,72+73
NX857810,73
NX857811,73
NX857812,72+73
NX858810,73
NX858811,73
NX858812,72+73
NX858813,72+73
NX859810,73
NX859811,73
NX859812,73
NX859813,72+73
NX88Q,72+73
NX8680,72+73
NX860800,73
NX860801,73
NX860802,73
NX860803,73
NX860804,73
NX860805,73
NX860806,73
NX860807,73
NX860808,73
NX860809,73
NX861800,73
NX861801,73
NX861802,73
NX861803,73
NX861804,73
NX861805,73
NX861806,73
NX861807,73
NX861808,73
NX861809,73
NX862800,73
NX862801,73
NX862802,73
NX862803,73
NX862804,73
NX862805,73
NX862806,73
NX862807,73
NX862808,73
NX862809,73
NX863800,73
NX863801,73
NX863802,73
NX863803,73
NX863804,73
NX863805,73
NX863806,73
NX863807,73
NX863808,73
NX863809,73
NX864800,73
NX864801,73
NX864802,73
NX864803,73
NX864804,73
NX864805,73
NX864806,73
NX864807,73
NX864808,73
NX864809,73
NX865800,73
NX865801,73
NX865802,73
NX865803,73
NX865804,73
NX865805,73
NX865806,73
NX865807,73
NX865808,73
NX865809,73
NX866800,73
NX866801,73
NX866802,73
NX866803,73
NX866804,73
NX866805,73
NX866806,73
NX866807,73
NX866808,73
NX866809,73
NX867800,73
NX867801,73
NX867802,73
NX867803,73
NX867804,73
NX867805,73
NX867806,73
NX867807,73
NX867808,73
NX867809,72+73
NX868800,73
NX868801,73
NX868802,73
NX868803,73
NX868804,73
NX868805,73
NX868806,73
NX868807,73
NX868808,73
NX868809,72+73
NX869800,73
NX869801,73
NX869802,73
NX869803,73
NX869804,73
NX869805,73
NX869806,73
NX869807,73
NX869808,72+73
NX869809,72+73
NX8681,72+73
NX860810,73
NX860811,73
NX860812,73
NX860813,72+73
NX860814,72+73
NX861810,73
NX861811,73
NX861812,73
NX861813,73
NX861814,72+73
NX862810,73
NX862811,73
NX862812,73
NX862813,73
NX862814,72+73
NX862815,72+73
NX863810,73
NX863811,73
NX863812,73
NX863813,73
NX863814,72+73
NX863815,72+73
NX864810,73
NX864811,73
NX864812,73
NX864813,72+73
NX864814,72+73
NX865810,73
NX865811,72+73
NX865812,72+73
NX865813,72+73
NX866810,72+73
NX866811,72+73
NX867810,72+73
NX8780,72+73
NX870800,73
NX870801,73
NX870802,73
NX870803,73
NX870804,73
NX870805,73
NX870806,72+73
NX870807,72+73
NX870808,72+73
NX871800,73
NX871801,73
NX871802,73
NX871803,73
NX871804,73
NX871805,72+73
NX871806,72+73
NX872800,73
NX872801,73
NX872802,73
NX872803,73
NX872804,72+73
NX872805,72+73
NX873800,73
NX873801,73
NX873802,72+73
NX873803,72+73
NX873804,72+73
NX874800,73
NX874801,72+73
NX874802,72+73
NX875800,73
NX875801,72+73
NX876800,73
NX876801,72+73
NX877800,72+73
NX877801,72+73
NX878800,72+73
NX88V,72+73
NX8880,72+73
NX881800,72+73
NX882800,72+73
NX883800,72+73
NX884800,72+73
NX885800,72+73
NX885801,72+73
NX886800,72+73
NX886801,72+73
NX889800,72+73
NX8980,72+73
NX890800,72+73
NX891800,72+73
NX891801,72+73
NX892800,73
NX892801,72+73
NX893800,72+73
NX893801,72+73
NX894800,72+73
NX895800,72+73
NX896800,72+73
NX896801,72+73
NX897800,73
NX897801,72+73
NX898800,73
NX898801,72+73
NX898802,72+73
NX899800,73
NX899801,73
NX899802,72+73
NX899803,72+73
NX95,0+73
NX95SW,0+73
