NC,0+105+106+107+108+109
NC375659,108
NC376650,108
NC376651,108
NC376652,108
NC376653,108
NC376654,0+108
NC376655,0+108
NC376657,0+108
NC376658,0+108
NC376659,108
NC377650,0+108
NC377651,0+108
NC377652,108
NC377653,0+108
NC377654,0+108
NC377658,0+108
NC377659,0+108
NC378651,0+108
NC378652,0+108
NC378653,0+108
NC378658,0+108
NC378659,0+108
NC379651,0+108
NC379652,0+108
NC379658,0+108
NC379659,0+108
NC36T,0+108
NC3666,0+108
NC360660,108
NC360661,108
NC360662,108
NC360663,108
NC360664,108
NC360665,108
NC360666,108
NC360667,108
NC360668,108
NC360669,108
NC361660,108
NC361661,108
NC361662,108
NC361663,108
NC361664,108
NC361665,108
NC361666,108
NC361667,108
NC361668,108
NC361669,108
NC362660,108
NC362661,108
NC362662,108
NC362663,108
NC362664,108
NC362665,108
NC362666,108
NC362667,108
NC362668,108
NC362669,0+108
NC363660,108
NC363661,108
NC363662,108
NC363663,108
NC363664,108
NC363665,108
NC363666,108
NC363667,0+108
NC363668,0+108
NC363669,0+108
NC364660,108
NC364661,108
NC364662,108
NC364663,108
NC364664,0+108
NC364665,0+108
NC364666,0+108
NC364667,0+108
NC364668,0+108
NC364669,0+108
NC365660,108
NC365661,108
NC365662,108
NC365663,0+108
NC365664,0+108
NC365665,0+108
NC365666,0+108
NC365667,108
NC365668,0+108
NC365669,0+108
NC366660,108
NC366661,108
NC366662,108
NC366663,0+108
NC366664,0+108
NC366665,108
NC366666,108
NC366667,108
NC366668,108
NC366669,0+108
NC367660,108
NC367661,108
NC367662,0+108
NC367663,0+108
NC367664,108
NC367665,108
NC367666,108
NC367667,108
NC367668,108
NC367669,0+108
NC368660,108
NC368661,108
NC368662,0+108
NC368663,0+108
NC368664,108
NC368665,108
NC368666,108
NC368667,108
NC368668,108
NC368669,0+108
NC369660,108
NC369661,0+108
NC369662,0+108
NC369663,108
NC369664,108
NC369665,108
NC369666,108
NC369667,108
NC369668,0+108
NC369669,0+108
NC3667,0+108
NC360670,108
NC360671,108
NC360672,108
NC360673,108
NC360674,108
NC360675,108
NC360676,108
NC360677,108
NC360678,108
NC360679,108
NC361670,108
NC361671,0+108
NC361672,0+108
NC361673,0+108
NC361674,0+108
NC361675,0+108
NC361676,0+108
NC361677,0+108
NC361678,0+108
NC361679,0+108
NC362670,0+108
NC362671,0+108
NC362672,0+108
NC362673,0+108
NC362674,0+108
NC362675,0+108
NC362676,0+108
NC362678,0+108
NC362679,0+108
NC363671,0+108
NC363672,0+108
NC363673,0+108
NC363674,0+108
NC363675,0+108
NC363676,0+108
NC363677,0+108
NC364671,0+108
NC364672,0+108
NC364673,0+108
NC364675,0+108
NC364676,0+108
NC364677,0+108
NC364678,0+108
NC365671,0+108
NC365672,108
NC365673,0+108
NC365674,0+108
NC365675,0+108
NC365676,0+108
NC365677,0+108
NC365678,0+108
NC366671,0+108
NC366672,108
NC366673,108
NC366674,108
NC366675,0+108
NC366677,0+108
NC366678,0+108
NC367670,0+108
NC367671,0+108
NC367672,108
NC367673,108
NC367674,108
NC367675,0+108
NC367676,0+108
NC368670,0+108
NC368671,108
NC368672,108
NC368673,0+108
NC368674,0+108
NC368675,0+108
NC368676,0+108
NC369670,0+108
NC369671,108
NC369672,108
NC369673,108
NC369674,0+108
NC369675,0+108
NC369676,0+108
NC3766,0+108
NC370660,0+108
NC370661,0+108
NC370662,0+108
NC370663,108
NC370664,108
NC370665,108
NC370666,108
NC370667,0+108
NC370668,0+108
NC370669,0+108
NC371660,0+108
NC371661,0+108
NC371662,108
NC371663,0+108
NC371664,0+108
NC371665,0+108
NC371666,0+108
NC371667,0+108
NC371668,0+108
NC371669,0+108
NC372660,0+108
NC372661,0+108
NC372662,0+108
NC372663,0+108
NC372664,0+108
NC372665,0+108
NC372666,0+108
NC372667,0+108
NC372668,0+108
NC372669,108
NC373660,0+108
NC373661,0+108
NC373662,0+108
NC373663,0+108
NC373664,0+108
NC373665,0+108
NC373666,0+108
NC373667,108
NC373668,108
NC373669,108
NC374660,0+108
NC374661,0+108
NC374662,108
NC374663,0+108
NC374664,0+108
NC374665,108
NC374666,108
NC374667,108
NC374668,108
NC374669,108
NC375660,108
NC375661,108
NC375662,108
NC375663,108
NC375664,108
NC375665,108
NC375666,108
NC375667,108
NC375668,108
NC375669,108
NC376660,108
NC376661,108
NC376662,108
NC376663,108
NC376664,108
NC376665,108
NC376666,108
NC376667,108
NC376668,108
NC376669,108
NC377660,108
NC377661,108
NC377662,108
NC377663,108
NC377664,108
NC377665,108
NC377666,108
NC377667,108
NC377668,108
NC377669,108
NC378660,108
NC378661,108
NC378662,108
NC378663,108
NC378664,108
NC378665,108
NC378666,108
NC378667,108
NC378668,108
NC378669,108
NC379660,108
NC379661,108
NC379662,108
NC379663,108
NC379664,108
NC379665,108
NC379666,108
NC379667,108
NC379668,108
NC379669,108
NC3767,0+108
NC370670,108
NC370671,108
NC370672,108
NC370673,108
NC370674,108
NC370675,108
NC370676,108
NC370677,0+108
NC370678,0+108
NC371670,108
NC371671,108
NC371672,108
NC371673,108
NC371674,108
NC371675,108
NC371676,108
NC371677,108
NC371678,0+108
NC371679,0+108
NC372670,108
NC372671,108
NC372672,108
NC372673,108
NC372674,108
NC372675,108
NC372676,108
NC372677,108
NC372678,108
NC372679,108
NC373670,108
NC373671,108
NC373672,108
NC373673,108
NC373674,108
NC373675,108
NC373676,108
NC373677,108
NC373678,108
NC373679,108
NC374670,108
NC374671,108
NC374672,108
NC374673,108
NC374674,108
NC374675,108
NC374676,108
NC374677,108
NC374678,108
NC374679,108
NC375670,108
NC375671,108
NC375672,108
NC375673,108
NC375674,108
NC375675,108
NC375676,108
NC375677,108
NC375678,108
NC375679,108
NC376670,108
NC376671,108
NC376672,108
NC376673,108
NC376674,108
NC376675,108
NC376676,108
NC376677,108
NC376678,108
NC376679,108
NC377670,108
NC377671,108
NC377672,108
NC377673,108
NC377674,108
NC377675,108
NC377676,108
NC377677,108
NC377678,108
NC377679,108
NC378670,108
NC378671,108
NC378672,108
NC378673,108
NC378674,108
NC378675,108
NC378676,108
NC378677,108
NC378678,108
NC378679,108
NC379670,108
NC379671,108
NC379672,108
NC379673,108
NC379674,108
NC379675,108
NC379676,108
NC379677,108
NC379678,108
NC379679,108
NC36U,0+108
NC3668,0+108
NC360680,108
NC360681,108
NC360682,108
NC360683,108
NC360684,108
NC360685,108
NC360686,108
NC360687,108
NC360688,108
NC360689,108
NC361680,108
NC361681,108
NC361682,108
NC361683,108
NC361684,108
NC361685,108
NC361686,0+108
NC361687,0+108
NC361688,0+108
NC361689,0+108
NC362680,0+108
NC362681,0+108
NC362682,108
NC362683,108
NC362684,108
NC362685,0+108
NC362686,0+108
NC362689,0+108
NC363680,0+108
NC363681,0+108
NC363682,108
NC363683,0+108
NC363684,0+108
NC363685,0+108
NC364681,0+108
NC364682,0+108
NC364683,0+108
NC364684,0+108
NC365682,0+108
NC365683,0+108
NC365684,0+108
NC366683,0+108
NC366684,0+108
NC3669,0+108
NC360690,108
NC360691,0+108
NC360692,0+108
NC360693,0+108
NC360694,108
NC360695,108
NC360696,108
NC360697,108
NC360698,108
NC360699,108
NC361690,108
NC361691,0+108
NC361693,0+108
NC361694,0+108
NC361695,108
NC361696,0+108
NC361697,108
NC361698,108
NC361699,108
NC362690,0+108
NC362691,0+108
NC362694,0+108
NC362695,0+108
NC362696,0+108
NC362697,0+108
NC362698,0+108
NC362699,108
NC363697,0+108
NC363698,0+108
NC363699,0+108
NC3768,0+108
NC371680,0+108
NC372680,0+108
NC372681,0+108
NC372682,0+108
NC373680,108
NC373681,108
NC373682,0+108
NC373683,0+108
NC373684,0+108
NC373685,0+108
NC373686,0+108
NC373688,0+108
NC373689,0+108
NC374680,108
NC374681,108
NC374682,108
NC374683,108
NC374684,108
NC374685,108
NC374686,0+108
NC374687,0+108
NC374688,0+108
NC374689,0+108
NC375680,108
NC375681,108
NC375682,108
NC375683,108
NC375684,108
NC375685,108
NC375686,108
NC375687,0+108
NC375688,0+108
NC375689,0+108
NC376680,108
NC376681,108
NC376682,108
NC376683,108
NC376684,108
NC376685,108
NC376686,108
NC376687,108
NC376688,0+108
NC377680,108
NC377681,108
NC377682,108
NC377683,108
NC377684,108
NC377685,108
NC377686,108
NC377687,108
NC377688,0+108
NC378680,108
NC378681,108
NC378682,108
NC378683,108
NC378684,108
NC378685,108
NC378686,108
NC378687,108
NC378688,0+108
NC378689,0+108
NC379680,108
NC379681,108
NC379682,108
NC379683,108
NC379684,108
NC379685,108
NC379686,108
NC379687,108
NC379688,0+108
NC3769,0+108
NC373690,0+108
NC373691,0+108
NC374690,0+108
NC374691,0+108
NC375690,0+108
NC36V,108
NC36W,108
NC36X,0+108
NC3864,0+108
NC380640,108
NC380641,108
NC380642,108
NC380643,108
NC380644,108
NC380645,0+108
NC380646,0+108
NC380647,0+108
NC381640,108
NC381641,108
NC381642,108
NC381643,108
NC381644,108
NC381645,108
NC381646,108
NC381647,0+108
NC381648,0+108
NC381649,0+108
NC382640,108
NC382641,108
NC382642,108
NC382643,108
NC382644,108
NC382645,108
NC382646,108
NC382647,108
NC382648,108
NC382649,108
NC383640,108
NC383641,108
NC383642,108
NC383643,108
NC383644,108
NC383645,108
NC383646,108
NC383647,108
NC383648,108
NC383649,108
NC384640,108
NC384641,108
NC384642,108
NC384643,108
NC384644,108
NC384645,108
NC384646,108
NC384647,108
NC384648,108
NC384649,108
NC385640,108
NC385641,108
NC385642,108
NC385643,108
NC385644,108
NC385645,108
NC385646,108
NC385647,108
NC385648,108
NC385649,108
NC386640,108
NC386641,108
NC386642,108
NC386643,108
NC386644,108
NC386645,108
NC386646,108
NC386647,108
NC386648,108
NC386649,108
NC387640,108
NC387641,108
NC387642,108
NC387643,108
NC387644,108
NC387645,108
NC387646,108
NC387647,108
NC387648,108
NC387649,108
NC388640,108
NC388641,108
NC388642,108
NC388643,108
NC388644,108
NC388645,108
NC388646,108
NC388647,108
NC388648,108
NC388649,108
NC389640,108
NC389641,108
NC389642,108
NC389643,108
NC389644,108
NC389645,108
NC389646,108
NC389647,108
NC389648,108
NC389649,108
NC3865,0+108
NC380658,0+108
NC380659,0+108
NC381650,0+108
NC381651,0+108
NC381657,0+108
NC381658,0+108
NC381659,108
NC382650,108
NC382651,0+108
NC382652,0+108
NC382656,0+108
NC382657,0+108
NC382658,108
NC382659,108
NC383650,108
NC383651,108
NC383652,0+108
NC383653,0+108
NC383654,0+108
NC383655,0+108
NC383656,0+108
NC383657,108
NC383658,108
NC383659,108
NC384650,108
NC384651,108
NC384652,108
NC384653,108
NC384654,108
NC384655,108
NC384656,108
NC384657,108
NC384658,108
NC384659,108
NC385650,108
NC385651,108
NC385652,108
NC385653,108
NC385654,108
NC385655,108
NC385656,108
NC385657,108
NC385658,108
NC385659,108
NC386650,108
NC386651,108
NC386652,108
NC386653,108
NC386654,108
NC386655,108
NC386656,108
NC386657,108
NC386658,108
NC386659,108
NC387650,108
NC387651,108
NC387652,108
NC387653,108
NC387654,108
NC387655,108
NC387656,108
NC387657,108
NC387658,108
NC387659,108
NC388650,108
NC388651,108
NC388652,108
NC388653,108
NC388654,108
NC388655,108
NC388656,108
NC388657,108
NC388658,108
NC388659,108
NC389650,108
NC389651,108
NC389652,108
NC389653,108
NC389654,108
NC389655,108
NC389656,108
NC389657,108
NC389658,108
NC389659,108
NC3964,108
NC3965,108
NC36Y,108
NC36Z,0+108
NC3868,0+108
NC380680,108
NC380681,108
NC380682,108
NC380683,108
NC380684,108
NC380685,108
NC380686,108
NC380687,0+108
NC380688,0+108
NC381680,108
NC381681,108
NC381682,108
NC381683,108
NC381684,108
NC381685,108
NC381686,108
NC381687,108
NC381688,0+108
NC382680,108
NC382681,108
NC382682,108
NC382683,108
NC382684,108
NC382685,108
NC382686,108
NC382687,108
NC382688,0+108
NC383680,108
NC383681,108
NC383682,108
NC383683,108
NC383684,108
NC383685,108
NC383686,108
NC383687,108
NC383688,0+108
NC384680,108
NC384681,108
NC384682,108
NC384683,108
NC384684,108
NC384685,108
NC384686,108
NC384687,108
NC384688,0+108
NC384689,0+108
NC385680,108
NC385681,108
NC385682,108
NC385683,108
NC385684,108
NC385685,108
NC385686,108
NC385687,108
NC385688,108
NC385689,0+108
NC386680,108
NC386681,108
NC386682,108
NC386683,108
NC386684,108
NC386685,108
NC386686,108
NC386687,108
NC386688,0+108
NC386689,0+108
NC387680,108
NC387681,108
NC387682,108
NC387683,108
NC387684,108
NC387685,108
NC387686,108
NC387687,108
NC387688,0+108
NC388680,108
NC388681,108
NC388682,108
NC388683,108
NC388684,108
NC388685,108
NC388686,108
NC388687,108
NC388688,0+108
NC389680,108
NC389681,108
NC389682,108
NC389683,108
NC389684,108
NC389685,108
NC389686,108
NC389687,108
NC389688,0+108
NC389689,0+108
NC3869,0+108
NC387699,0+108
NC388698,0+108
NC388699,0+108
NC389690,0+108
NC389697,0+108
NC389698,0+108
NC389699,108
NC3968,108
NC3969,0+108
NC390690,0+108
NC390691,0+108
NC390692,0+108
NC390693,0+108
NC390694,0+108
NC390695,0+108
NC390696,0+108
NC390697,0+108
NC390698,108
NC390699,108
NC391690,108
NC391691,108
NC391692,108
NC391693,108
NC391694,108
NC391695,108
NC391696,108
NC391697,108
NC391698,108
NC391699,108
NC392690,108
NC392691,108
NC392692,108
NC392693,108
NC392694,108
NC392695,108
NC392696,108
NC392697,108
NC392698,108
NC392699,108
NC393690,108
NC393691,108
NC393692,108
NC393693,108
NC393694,108
NC393695,108
NC393696,108
NC393697,108
NC393698,108
NC393699,108
NC394690,108
NC394691,108
NC394692,108
NC394693,108
NC394694,108
NC394695,108
NC394696,108
NC394697,108
NC394698,108
NC394699,108
NC395690,108
NC395691,108
NC395692,108
NC395693,108
NC395694,108
NC395695,108
NC395696,108
NC395697,108
NC395698,108
NC395699,108
NC396690,108
NC396691,108
NC396692,108
NC396693,108
NC396694,108
NC396695,108
NC396696,108
NC396697,108
NC396698,108
NC396699,108
NC397690,108
NC397691,108
NC397692,108
NC397693,108
NC397694,108
NC397695,108
NC397696,108
NC397697,108
NC397698,108
NC397699,108
NC398690,108
NC398691,108
NC398692,108
NC398693,108
NC398694,108
NC398695,108
NC398696,108
NC398697,108
NC398698,108
NC398699,0+108
NC399690,108
NC399691,108
NC399692,108
NC399693,108
NC399694,108
NC399695,0+108
NC399696,0+108
NC399697,0+108
NC399698,0+108
NC399699,0+108
NC37,0+108
NC37SW,0+108
NC37SE,0+108
NC37A,108
NC37B,0+108
NC3072,108
NC3073,0+108
NC300730,108
NC300731,108
NC300732,108
NC300733,108
NC300734,108
NC300735,0+108
NC301730,108
NC301731,108
NC301732,108
NC301733,108
NC301734,0+108
NC301735,0+108
NC302730,108
NC302731,108
NC302732,108
NC302733,108
NC302734,0+108
NC303730,108
NC303731,108
NC303732,108
NC303733,108
NC303734,0+108
NC304730,108
NC304731,108
NC304732,108
NC304733,0+108
NC304734,0+108
NC305730,108
NC305731,108
NC305732,108
NC305733,0+108
NC306730,108
NC306731,108
NC306732,108
NC306733,0+108
NC307730,108
NC307731,108
NC307732,0+108
NC307733,0+108
NC308730,108
NC308731,108
NC308732,0+108
NC309730,108
NC309731,108
NC309732,0+108
NC3172,108
NC3173,0+108
NC310730,108
NC310731,108
NC310732,0+108
NC311730,108
NC311731,108
NC311732,0+108
NC312730,108
NC312731,108
NC312732,0+108
NC313730,108
NC313731,108
NC313732,0+108
NC314730,108
NC314731,0+108
NC314732,0+108
NC315730,108
NC315731,0+108
NC316730,108
NC316731,0+108
NC317730,0+108
NC317731,0+108
NC318730,0+108
NC319730,0+108
NC37F,108
NC37G,0+108
NC3272,108
NC3273,0+108
NC320730,0+108
NC321730,0+108
NC322730,0+108
NC323730,0+108
NC324730,0+108
NC324731,0+108
NC325730,108
NC325731,0+108
NC325732,0+108
NC326730,108
NC326731,108
NC326732,0+108
NC327730,108
NC327731,108
NC327732,0+108
NC328730,108
NC328731,108
NC328732,0+108
NC329730,108
NC329731,108
NC329732,0+108
NC3372,0+108
NC330720,108
NC330721,108
NC330722,108
NC330723,108
NC330724,108
NC330725,108
NC330726,108
NC330727,108
NC330728,108
NC330729,108
NC331720,108
NC331721,108
NC331722,108
NC331723,108
NC331724,108
NC331725,108
NC331726,108
NC331727,108
NC331728,108
NC331729,0+108
NC332720,108
NC332721,108
NC332722,108
NC332723,108
NC332724,108
NC332725,108
NC332726,0+108
NC332727,0+108
NC332728,0+108
NC332729,0+108
NC333720,108
NC333721,108
NC333722,108
NC333723,108
NC333724,108
NC333725,108
NC333726,0+108
NC334720,108
NC334721,108
NC334722,108
NC334723,108
NC334724,108
NC334725,0+108
NC334726,0+108
NC335720,108
NC335721,108
NC335722,108
NC335723,0+108
NC335724,0+108
NC335725,0+108
NC336720,108
NC336721,108
NC336722,108
NC336723,0+108
NC336724,0+108
NC337720,108
NC337721,108
NC337722,108
NC337723,0+108
NC338720,108
NC338721,108
NC338722,0+108
NC338723,0+108
NC338724,0+108
NC339720,108
NC339721,0+108
NC339722,0+108
NC339723,0+108
NC3373,0+108
NC330730,108
NC330731,0+108
NC330732,0+108
NC330733,0+108
NC331730,0+108
NC331731,0+108
NC331734,0+108
NC331735,0+108
NC332734,0+108
NC332735,0+108
NC332736,0+108
NC333734,0+108
NC333735,0+108
NC333736,0+108
NC37K,0+108
NC3470,108
NC3471,0+108
NC340710,108
NC340711,108
NC340712,108
NC340713,108
NC340714,108
NC340715,108
NC340716,108
NC340717,108
NC340718,108
NC340719,108
NC341710,108
NC341711,108
NC341712,108
NC341713,108
NC341714,108
NC341715,108
NC341716,108
NC341717,108
NC341718,108
NC341719,0+108
NC342710,108
NC342711,108
NC342712,108
NC342713,108
NC342714,108
NC342715,108
NC342716,108
NC342717,108
NC342718,0+108
NC342719,0+108
NC343710,108
NC343711,108
NC343712,108
NC343713,108
NC343714,108
NC343715,108
NC343716,108
NC343717,0+108
NC343718,0+108
NC344710,108
NC344711,108
NC344712,108
NC344713,108
NC344714,108
NC344715,108
NC344716,0+108
NC344717,0+108
NC345710,108
NC345711,108
NC345712,108
NC345713,108
NC345714,0+108
NC345715,0+108
NC345716,0+108
NC345719,0+108
NC346710,108
NC346711,108
NC346712,108
NC346713,108
NC346714,0+108
NC346718,0+108
NC346719,0+108
NC347710,108
NC347711,108
NC347712,108
NC347713,108
NC347714,0+108
NC347718,0+108
NC347719,0+108
NC348710,108
NC348711,108
NC348712,108
NC348713,108
NC348714,0+108
NC348716,0+108
NC349710,108
NC349711,108
NC349712,108
NC349713,108
NC349714,108
NC349715,0+108
NC349716,0+108
NC349717,0+108
NC3570,0+108
NC350700,108
NC350701,108
NC350702,108
NC350703,108
NC350704,108
NC350705,108
NC350706,108
NC350707,108
NC350708,108
NC350709,108
NC351700,108
NC351701,108
NC351702,108
NC351703,108
NC351704,108
NC351705,108
NC351706,108
NC351707,108
NC351708,108
NC351709,108
NC352700,108
NC352701,108
NC352702,108
NC352703,108
NC352704,108
NC352705,108
NC352706,108
NC352707,108
NC352708,108
NC352709,108
NC353700,108
NC353701,108
NC353702,108
NC353703,108
NC353704,108
NC353705,108
NC353706,108
NC353707,108
NC353708,108
NC353709,108
NC354700,108
NC354701,108
NC354702,108
NC354703,108
NC354704,108
NC354705,108
NC354706,108
NC354707,108
NC354708,108
NC354709,108
NC355700,108
NC355701,108
NC355702,108
NC355703,108
NC355704,108
NC355705,108
NC355706,108
NC355707,108
NC355708,108
NC355709,108
NC356700,108
NC356701,108
NC356702,108
NC356703,108
NC356704,108
NC356705,108
NC356706,108
NC356707,108
NC356708,108
NC356709,108
NC357700,108
NC357701,108
NC357702,108
NC357703,108
NC357704,108
NC357705,108
NC357706,108
NC357707,108
NC357708,0+108
NC357709,0+108
NC358700,108
NC358701,108
NC358702,108
NC358703,108
NC358704,108
NC358705,108
NC358706,108
NC358707,0+108
NC358708,0+108
NC359700,108
NC359701,108
NC359702,108
NC359703,108
NC359704,108
NC359705,108
NC359706,0+108
NC359707,0+108
NC359709,0+108
NC3571,0+108
NC350710,108
NC350711,108
NC350712,108
NC350713,108
NC350714,108
NC350715,108
NC350716,0+108
NC350717,0+108
NC351710,108
NC351711,108
NC351712,108
NC351713,108
NC351714,108
NC351715,108
NC351716,0+108
NC352710,108
NC352711,108
NC352712,108
NC352713,108
NC352714,0+108
NC352715,0+108
NC352716,0+108
NC353710,108
NC353711,108
NC353712,108
NC353713,108
NC353714,0+108
NC353715,0+108
NC353716,0+108
NC354710,108
NC354711,108
NC354712,108
NC354713,0+108
NC354714,0+108
NC355710,108
NC355711,108
NC355712,108
NC355713,0+108
NC356710,108
NC356711,108
NC356712,0+108
NC356713,0+108
NC357710,0+108
NC357711,108
NC357712,0+108
NC358710,0+108
NC358711,0+108
NC358712,0+108
NC359710,0+108
NC359711,0+108
NC37L,0+108
NC3472,0+108
NC340720,108
NC340721,0+108
NC341720,0+108
NC341721,0+108
NC345720,0+108
NC345721,0+108
NC346720,0+108
NC346721,0+108
NC347720,0+108
NC37Q,0+108
NC3670,0+108
NC360700,108
NC360701,108
NC360702,108
NC360703,0+108
NC360704,0+108
NC360705,0+108
NC360706,0+108
NC360709,0+108
NC361700,108
NC361701,108
NC361702,0+108
NC361703,0+108
NC362700,108
NC362701,108
NC362702,0+108
NC362703,0+108
NC363700,0+108
NC363701,0+108
NC363702,0+108
NC363703,0+108
NC364700,0+108
NC364701,0+108
NC364702,0+108
NC364703,0+108
NC3671,0+108
NC360710,0+108
NC3771,0+108
NC377713,0+108
NC377714,0+108
NC378712,0+108
NC378713,0+108
NC378714,0+108
NC379711,0+108
NC379712,0+108
NC379713,108
NC379714,0+108
NC379715,0+108
NC37V,0+108
NC3870,0+108
NC380708,0+108
NC380709,0+108
NC381706,0+108
NC381707,0+108
NC381708,0+108
NC381709,0+108
NC382705,0+108
NC382706,0+108
NC382707,0+108
NC382708,108
NC382709,108
NC383706,0+108
NC383707,0+108
NC383708,108
NC383709,108
NC384701,0+108
NC384702,0+108
NC384706,0+108
NC384707,0+108
NC384708,108
NC384709,108
NC385700,0+108
NC385701,0+108
NC385702,0+108
NC385703,0+108
NC385704,0+108
NC385705,0+108
NC385706,0+108
NC385707,108
NC385708,108
NC385709,108
NC386700,0+108
NC386701,108
NC386702,108
NC386703,108
NC386704,108
NC386705,108
NC386706,108
NC386707,108
NC386708,108
NC386709,108
NC387700,0+108
NC387701,108
NC387702,108
NC387703,108
NC387704,108
NC387705,108
NC387706,108
NC387707,108
NC387708,108
NC387709,108
NC388700,108
NC388701,108
NC388702,108
NC388703,108
NC388704,108
NC388705,108
NC388706,108
NC388707,108
NC388708,108
NC388709,108
NC389700,108
NC389701,108
NC389702,108
NC389703,108
NC389704,108
NC389705,108
NC389706,108
NC389707,108
NC389708,108
NC389709,108
NC3871,0+108
NC380710,0+108
NC380711,0+108
NC380712,108
NC380713,108
NC380714,0+108
NC380715,0+108
NC381710,0+108
NC381711,108
NC381712,108
NC381713,0+108
NC381714,0+108
NC382710,108
NC382711,108
NC382712,108
NC382713,108
NC382714,0+108
NC383710,108
NC383711,108
NC383712,108
NC383713,108
NC383714,0+108
NC383715,0+108
NC384710,108
NC384711,108
NC384712,108
NC384713,108
NC384714,0+108
NC385710,108
NC385711,108
NC385712,108
NC385713,108
NC385714,0+108
NC386710,108
NC386711,108
NC386712,108
NC386713,108
NC386714,0+108
NC386715,0+108
NC386716,0+108
NC387710,108
NC387711,108
NC387712,108
NC387713,108
NC387714,108
NC387715,108
NC387716,0+108
NC387717,0+108
NC388710,108
NC388711,108
NC388712,108
NC388713,108
NC388714,108
NC388715,108
NC388716,108
NC388717,0+108
NC388718,0+108
NC389710,108
NC389711,108
NC389712,108
NC389713,108
NC389714,108
NC389715,108
NC389716,108
NC389717,108
NC389718,0+108
NC3970,0+108
NC390700,108
NC390701,108
NC390702,108
NC390703,108
NC390704,108
NC390705,108
NC390706,108
NC390707,108
NC390708,108
NC390709,108
NC391700,108
NC391701,108
NC391702,108
NC391703,108
NC391704,108
NC391705,108
NC391706,108
NC391707,108
NC391708,108
NC391709,108
NC392700,108
NC392701,108
NC392702,108
NC392703,108
NC392704,108
NC392705,108
NC392706,108
NC392707,108
NC392708,108
NC392709,108
NC393700,108
NC393701,108
NC393702,108
NC393703,0+108
NC393704,108
NC393705,0+108
NC393706,0+108
NC393707,0+108
NC393708,108
NC393709,108
NC394700,0+108
NC394701,0+108
NC394702,0+108
NC394703,0+108
NC394704,0+108
NC394705,0+108
NC394707,0+108
NC394708,0+108
NC394709,0+108
NC395700,0+108
NC395709,0+108
NC396700,0+108
NC397700,0+108
NC397701,0+108
NC398700,0+108
NC398701,0+108
NC399700,0+108
NC3971,0+108
NC390710,108
NC390711,108
NC390712,108
NC390713,108
NC390714,108
NC390715,108
NC390716,108
NC390717,108
NC390718,0+108
NC391710,108
NC391711,108
NC391712,108
NC391713,0+108
NC391714,0+108
NC391715,0+108
NC391716,0+108
NC391717,0+108
NC391718,0+108
NC391719,0+108
NC392710,108
NC392711,108
NC392712,0+108
NC392713,0+108
NC392716,0+108
NC392717,0+108
NC392718,0+108
NC392719,0+108
NC393710,108
NC393711,108
NC393712,0+108
NC393718,0+108
NC393719,0+108
NC394710,0+108
NC394711,0+108
NC395710,0+108
NC395711,0+108
NC396710,0+108
NC396711,0+108
NC396712,0+108
NC397710,0+108
NC397711,0+108
NC397712,0+108
NC42,107+108
NC42NE,107+108
NC42T,107+108
NC4627,107+108
NC467279,107+108
NC468275,107+108
NC468276,107+108
NC468277,107+108
NC468278,107+108
NC468279,107+108
NC469273,107+108
NC469274,107+108
NC469275,107+108
NC469276,108
NC469277,108
NC469278,108
NC469279,108
NC4727,107+108
NC470272,107+108
NC470273,107+108
NC470274,108
NC470275,108
NC470276,108
NC470277,108
NC470278,108
NC470279,108
NC471272,107+108
NC471273,108
NC471274,108
NC471275,108
NC471276,108
NC471277,108
NC471278,108
NC471279,108
NC472272,107+108
NC472273,107+108
NC472274,108
NC472275,108
NC472276,108
NC472277,108
NC472278,108
NC472279,108
NC473273,107+108
NC473274,108
NC473275,108
NC473276,108
NC473277,108
NC473278,108
NC473279,108
NC474272,107+108
NC474273,107+108
NC474274,108
NC474275,108
NC474276,108
NC474277,108
NC474278,108
NC474279,108
NC475272,107+108
NC475273,108
NC475274,108
NC475275,108
NC475276,108
NC475277,108
NC475278,108
NC475279,108
NC476271,107+108
NC476272,107+108
NC476273,108
NC476274,108
NC476275,108
NC476276,108
NC476277,108
NC476278,108
NC476279,108
NC477271,107+108
NC477272,108
NC477273,108
NC477274,108
NC477275,108
NC477276,108
NC477277,108
NC477278,108
NC477279,108
NC478271,107+108
NC478272,108
NC478273,108
NC478274,108
NC478275,108
NC478276,108
NC478277,108
NC478278,108
NC478279,108
NC479270,107+108
NC479271,107+108
NC479272,108
NC479273,108
NC479274,108
NC479275,108
NC479276,108
NC479277,108
NC479278,108
NC479279,108
NC42U,107+108
NC4628,107+108
NC465288,107+108
NC465289,107+108
NC466284,107+108
NC466285,107+108
NC466286,107+108
NC466287,107+108
NC466288,107+108
NC466289,108
NC467280,107+108
NC467281,107+108
NC467282,107+108
NC467283,107+108
NC467284,107+108
NC467285,108
NC467286,108
NC467287,108
NC467288,108
NC467289,108
NC468280,108
NC468281,108
NC468282,108
NC468283,108
NC468284,108
NC468285,108
NC468286,108
NC468287,108
NC468288,108
NC468289,108
NC469280,108
NC469281,108
NC469282,108
NC469283,108
NC469284,108
NC469285,108
NC469286,108
NC469287,108
NC469288,108
NC469289,108
NC4629,107+108
NC462295,107+108
NC462296,107+108
NC462297,107+108
NC463293,107+108
NC463294,107+108
NC463295,107+108
NC463296,108
NC463297,107+108
NC463298,107+108
NC463299,107+108
