TA,0+54+61+62
TA423020,54
TA423021,54
TA423022,54
TA423023,0+54
TA423024,0+54
TA424020,54
TA424021,54
TA424022,0+54
TA424023,0+54
TA424024,0+54
TA425020,54
TA425021,54
TA425022,54
TA425023,0+54
TA425024,0+54
TA426020,54
TA426021,54
TA426022,0+54
TA426023,0+54
TA427020,54
TA427021,0+54
TA427022,0+54
TA428020,0+54
TA428021,0+54
TA429020,0+54
TA40K,0+54
TA4400,0+54
TA440000,54
TA440001,54
TA440002,54
TA440003,54
TA440004,0+54
TA440005,0+54
TA440006,0+54
TA441000,54
TA441001,54
TA441002,0+54
TA441003,0+54
TA441004,0+54
TA442000,54
TA442001,0+54
TA442002,0+54
TA443000,0+54
TA443001,0+54
TF,0+28+29+32+53+54+55
TF07,53+54
TF07SW,53+54
TF07NW,54
TF07SE,53+54
TF07NE,54
TF07A,53+54
TF0070,53+54
TF000709,53+54
TF001708,53+54
TF001709,53+54
TF002708,53+54
TF002709,54
TF003708,53+54
TF003709,54
TF004708,53+54
TF004709,54
TF005708,53+54
TF005709,54
TF006708,53+54
TF006709,54
TF007708,53+54
TF007709,54
TF008708,53+54
TF008709,54
TF009708,53+54
TF009709,54
TF0071,54
TF0170,53+54
TF010708,53+54
TF010709,54
TF011708,53+54
TF011709,53+54
TF012709,53+54
TF013709,53+54
TF014709,53+54
TF015709,53+54
TF0171,53+54
TF010710,54
TF010711,54
TF010712,54
TF010713,54
TF010714,54
TF010715,54
TF010716,54
TF010717,54
TF010718,54
TF010719,54
TF011710,54
TF011711,54
TF011712,54
TF011713,54
TF011714,54
TF011715,54
TF011716,54
TF011717,54
TF011718,54
TF011719,54
TF012710,54
TF012711,54
TF012712,54
TF012713,54
TF012714,54
TF012715,54
TF012716,54
TF012717,54
TF012718,54
TF012719,54
TF013710,54
TF013711,54
TF013712,54
TF013713,54
TF013714,54
TF013715,54
TF013716,54
TF013717,54
TF013718,54
TF013719,54
TF014710,54
TF014711,54
TF014712,54
TF014713,54
TF014714,54
TF014715,54
TF014716,54
TF014717,54
TF014718,54
TF014719,54
TF015710,53+54
TF015711,54
TF015712,54
TF015713,54
TF015714,54
TF015715,54
TF015716,54
TF015717,54
TF015718,54
TF015719,54
TF016710,53+54
TF016711,54
TF016712,54
TF016713,54
TF016714,54
TF016715,54
TF016716,54
TF016717,54
TF016718,54
TF016719,54
TF017710,53+54
TF017711,54
TF017712,54
TF017713,54
TF017714,54
TF017715,54
TF017716,54
TF017717,54
TF017718,54
TF017719,54
TF018710,53+54
TF018711,53+54
TF018712,54
TF018713,54
TF018714,54
TF018715,54
TF018716,54
TF018717,54
TF018718,54
TF018719,54
TF019711,53+54
TF019712,54
TF019713,54
TF019714,54
TF019715,54
TF019716,54
TF019717,54
TF019718,54
TF019719,54
TF07B,54
TF07C,54
TF07D,54
TF07E,54
TF07F,53+54
TF0271,53+54
TF020711,53+54
TF020712,54
TF020713,54
TF020714,54
TF020715,54
TF020716,54
TF020717,54
TF020718,54
TF020719,54
TF021711,53+54
TF021712,54
TF021713,54
TF021714,54
TF021715,54
TF021716,54
TF021717,54
TF021718,54
TF021719,54
TF022711,53+54
TF022712,54
TF022713,54
TF022714,54
TF022715,54
TF022716,54
TF022717,54
TF022718,54
TF022719,54
TF023711,53+54
TF023712,54
TF023713,54
TF023714,54
TF023715,54
TF023716,54
TF023717,54
TF023718,54
TF023719,54
TF024711,53+54
TF024712,54
TF024713,54
TF024714,54
TF024715,54
TF024716,54
TF024717,54
TF024718,54
TF024719,54
TF025711,53+54
TF025712,54
TF025713,54
TF025714,54
TF025715,54
TF025716,54
TF025717,54
TF025718,54
TF025719,54
TF026711,53+54
TF026712,54
TF026713,54
TF026714,54
TF026715,54
TF026716,54
TF026717,54
TF026718,54
TF026719,54
TF027711,53+54
TF027712,54
TF027713,54
TF027714,54
TF027715,54
TF027716,54
TF027717,54
TF027718,54
TF027719,54
TF028711,53+54
TF028712,54
TF028713,54
TF028714,54
TF028715,54
TF028716,54
TF028717,54
TF028718,54
TF028719,54
TF029711,53+54
TF029712,54
TF029713,54
TF029714,54
TF029715,54
TF029716,54
TF029717,54
TF029718,54
TF029719,54
TF0371,53+54
TF030711,53+54
TF030712,53+54
TF030713,54
TF030714,54
TF030715,54
TF030716,54
TF030717,54
TF030718,54
TF030719,54
TF031712,53+54
TF031713,54
TF031714,54
TF031715,54
TF031716,54
TF031717,54
TF031718,54
TF031719,54
TF032712,53+54
TF032713,54
TF032714,54
TF032715,54
TF032716,54
TF032717,54
TF032718,54
TF032719,54
TF033712,53+54
TF033713,54
TF033714,54
TF033715,54
TF033716,54
TF033717,54
TF033718,54
TF033719,54
TF034712,53+54
TF034713,54
TF034714,54
TF034715,54
TF034716,54
TF034717,54
TF034718,54
TF034719,54
TF035712,53+54
TF035713,53+54
TF035714,54
TF035715,54
TF035716,54
TF035717,54
TF035718,54
TF035719,54
TF036713,53+54
TF036714,54
TF036715,54
TF036716,54
TF036717,54
TF036718,54
TF036719,54
TF037713,53+54
TF037714,54
TF037715,54
TF037716,54
TF037717,54
TF037718,54
TF037719,54
TF038713,53+54
TF038714,53+54
TF038715,54
TF038716,54
TF038717,54
TF038718,54
TF038719,54
TF039714,53+54
TF039715,54
TF039716,54
TF039717,54
TF039718,54
TF039719,54
TF07G,54
TF07H,54
TF07I,54
TF07J,54
TF07K,53+54
TF0471,53+54
TF040714,53+54
TF040715,54
TF040716,54
TF040717,54
TF040718,54
TF040719,54
TF041714,53+54
TF041715,54
TF041716,54
TF041717,54
TF041718,54
TF041719,54
TF042714,53+54
TF042715,54
TF042716,54
TF042717,54
TF042718,54
TF042719,54
TF043714,53+54
TF043715,54
TF043716,54
TF043717,54
TF043718,54
TF043719,54
TF044714,53+54
TF044715,54
TF044716,54
TF044717,54
TF044718,54
TF044719,54
TF045714,53+54
TF045715,53+54
TF045716,54
TF045717,54
TF045718,54
TF045719,54
TF046715,53+54
TF046716,54
TF046717,54
TF046718,54
TF046719,54
TF047715,53+54
TF047716,54
TF047717,54
TF047718,54
TF047719,54
TF048715,53+54
TF048716,54
TF048717,54
TF048718,54
TF048719,54
TF049715,53+54
TF049716,54
TF049717,54
TF049718,54
TF049719,54
TF0571,53+54
TF050715,53+54
TF050716,54
TF050717,54
TF050718,54
TF050719,54
TF051715,53+54
TF051716,54
TF051717,54
TF051718,54
TF051719,54
TF052715,53+54
TF052716,54
TF052717,54
TF052718,54
TF052719,54
TF053715,53+54
TF053716,54
TF053717,54
TF053718,54
TF053719,54
TF054715,53+54
TF054716,54
TF054717,54
TF054718,54
TF054719,54
TF055715,53+54
TF055716,54
TF055717,54
TF055718,54
TF055719,54
TF056715,53+54
TF056716,54
TF056717,54
TF056718,54
TF056719,54
TF057715,53+54
TF057716,54
TF057717,54
TF057718,54
TF057719,54
TF058715,53+54
TF058716,54
TF058717,54
TF058718,54
TF058719,54
TF059715,53+54
TF059716,54
TF059717,54
TF059718,54
TF059719,54
TF07L,54
TF07M,54
TF07N,54
TF07P,54
TF07Q,53+54
TF0671,53+54
TF060715,53+54
TF060716,54
TF060717,54
TF060718,54
TF060719,54
TF061715,53+54
TF061716,54
TF061717,54
TF061718,54
TF061719,54
TF062715,53+54
TF062716,54
TF062717,54
TF062718,54
TF062719,54
TF063715,53+54
TF063716,54
TF063717,54
TF063718,54
TF063719,54
TF064715,53+54
TF064716,54
TF064717,54
TF064718,54
TF064719,54
TF065715,53+54
TF065716,54
TF065717,54
TF065718,54
TF065719,54
TF066715,53+54
TF066716,54
TF066717,54
TF066718,54
TF066719,54
TF067715,53+54
TF067716,54
TF067717,54
TF067718,54
TF067719,54
TF068715,53+54
TF068716,54
TF068717,54
TF068718,54
TF068719,54
TF069715,53+54
TF069716,54
TF069717,54
TF069718,54
TF069719,54
TF0771,53+54
TF070715,53+54
TF070716,53+54
TF070717,54
TF070718,54
TF070719,54
TF071716,53+54
TF071717,54
TF071718,54
TF071719,54
TF072716,53+54
TF072717,54
TF072718,54
TF072719,54
TF073716,53+54
TF073717,54
TF073718,54
TF073719,54
TF074716,53+54
TF074717,54
TF074718,54
TF074719,54
TF075716,53+54
TF075717,54
TF075718,54
TF075719,54
TF076716,53+54
TF076717,53+54
TF076718,54
TF076719,54
TF077717,53+54
TF077718,54
TF077719,54
TF078717,53+54
TF078718,54
TF078719,54
TF079717,53+54
TF079718,54
TF079719,54
TF07R,54
TF07S,54
TF07T,54
TF07U,54
TF07V,53+54
TF0871,53+54
TF080717,53+54
TF080718,54
TF080719,54
TF081717,53+54
TF081718,54
TF081719,54
TF082716,53+54
TF082717,53+54
TF082718,54
TF082719,54
TF083715,53+54
TF083716,53+54
TF083717,54
TF083718,54
TF083719,54
TF084714,53+54
TF084715,53+54
TF084716,54
TF084717,54
TF084718,54
TF084719,54
TF085713,53+54
TF085714,53+54
TF085715,54
TF085716,54
TF085717,54
TF085718,54
TF085719,54
TF086712,53+54
TF086713,53+54
TF086714,54
TF086715,54
TF086716,54
TF086717,54
TF086718,54
TF086719,54
TF087711,53+54
TF087712,53+54
TF087713,54
TF087714,54
TF087715,54
TF087716,54
TF087717,54
TF087718,54
TF087719,54
TF088711,53+54
TF088712,54
TF088713,54
TF088714,54
TF088715,54
TF088716,54
TF088717,54
TF088718,54
TF088719,54
TF089711,53+54
TF089712,54
TF089713,54
TF089714,54
TF089715,54
TF089716,54
TF089717,54
TF089718,54
TF089719,54
TF0971,53+54
TF090710,53+54
TF090711,53+54
TF090712,54
TF090713,54
TF090714,54
TF090715,54
TF090716,54
TF090717,54
TF090718,54
TF090719,54
TF091710,53+54
TF091711,54
TF091712,54
TF091713,54
TF091714,54
TF091715,54
TF091716,54
TF091717,54
TF091718,54
TF091719,54
TF092710,53+54
TF092711,53+54
TF092712,54
TF092713,54
TF092714,54
TF092715,54
TF092716,54
TF092717,54
TF092718,54
TF092719,54
TF093711,53+54
TF093712,54
TF093713,54
TF093714,54
TF093715,54
TF093716,54
TF093717,54
TF093718,54
TF093719,54
TF094711,53+54
TF094712,53+54
TF094713,54
TF094714,54
TF094715,54
TF094716,54
TF094717,54
TF094718,54
TF094719,54
TF095712,53+54
TF095713,54
TF095714,54
TF095715,54
TF095716,54
TF095717,54
TF095718,54
TF095719,54
TF096712,53+54
TF096713,54
TF096714,54
TF096715,54
TF096716,54
TF096717,54
TF096718,54
TF096719,54
TF097712,53+54
TF097713,53+54
TF097714,54
TF097715,54
TF097716,54
TF097717,54
TF097718,54
TF097719,54
TF098713,53+54
TF098714,54
TF098715,54
TF098716,54
TF098717,54
TF098718,54
TF098719,54
TF099713,53+54
TF099714,54
TF099715,54
TF099716,54
TF099717,54
TF099718,54
TF099719,54
TF07W,54
TF07X,54
TF07Y,54
TF07Z,54
TF08,54
TF09,54
TF15,53+54
TF15NE,53+54
TF15X,53+54
TF1955,53+54
TF199559,53+54
TF15Y,53+54
TF1956,53+54
TF193568,53+54
TF193569,53+54
TF194566,53+54
TF194567,53+54
TF194568,53+54
TF194569,54
TF195563,53+54
TF195564,53+54
TF195565,53+54
TF195566,53+54
TF195567,54
TF195568,54
TF195569,54
TF196561,53+54
TF196562,53+54
TF196563,53+54
TF196564,54
TF196565,54
TF196566,54
TF196567,54
TF196568,54
TF196569,54
TF197561,53+54
TF197562,54
TF197563,54
TF197564,54
TF197565,54
TF197566,54
TF197567,54
TF197568,54
TF197569,54
TF198560,53+54
TF198561,53+54
TF198562,54
TF198563,54
TF198564,54
TF198565,54
TF198566,54
TF198567,54
TF198568,54
TF198569,54
TF199560,53+54
TF199561,54
TF199562,54
TF199563,54
TF199564,54
TF199565,54
TF199566,54
TF199567,54
TF199568,54
TF199569,54
TF1957,53+54
TF192572,53+54
TF192573,53+54
TF192574,53+54
TF192575,53+54
TF192576,53+54
TF192577,53+54
TF192578,53+54
TF192579,53+54
TF193570,53+54
TF193571,53+54
TF193572,53+54
TF193573,54
TF193574,54
TF193575,54
TF193576,54
TF193577,54
TF193578,53+54
TF193579,53+54
TF194570,54
TF194571,54
TF194572,54
TF194573,54
TF194574,54
TF194575,54
TF194576,54
TF194577,54
TF194578,54
TF194579,54
TF195570,54
TF195571,54
TF195572,54
TF195573,54
TF195574,54
TF195575,54
TF195576,54
TF195577,54
TF195578,54
TF195579,54
TF196570,54
TF196571,54
TF196572,54
TF196573,54
TF196574,54
TF196575,54
TF196576,54
TF196577,54
TF196578,54
TF196579,54
TF197570,54
TF197571,54
TF197572,54
TF197573,54
TF197574,54
TF197575,54
TF197576,54
TF197577,54
TF197578,54
TF197579,54
TF198570,54
TF198571,54
TF198572,54
TF198573,54
TF198574,54
TF198575,54
TF198576,54
TF198577,54
TF198578,54
TF198579,54
TF199570,54
TF199571,54
TF199572,54
TF199573,54
TF199574,54
TF199575,54
TF199576,54
TF199577,54
TF199578,54
TF199579,54
TF15Z,53+54
TF1858,53+54
TF189582,53+54
TF189583,53+54
TF189584,53+54
TF189585,53+54
TF189586,53+54
TF189587,53+54
TF189589,53+54
TF1859,53+54
TF187592,53+54
TF187593,53+54
TF187594,53+54
TF187595,53+54
TF188590,53+54
TF188591,53+54
TF188592,53+54
TF188593,54
TF188594,54
TF188595,53+54
TF188596,53+54
TF188597,53+54
TF188598,53+54
TF188599,53+54
TF189590,53+54
TF189591,54
TF189592,54
TF189593,54
TF189594,54
TF189595,54
TF189596,54
TF189597,54
TF189598,54
TF189599,54
TF1958,53+54
TF190581,53+54
TF190582,53+54
TF190583,54
TF190584,54
TF190585,54
TF190586,54
TF190587,53+54
TF190588,53+54
TF190589,53+54
TF191580,53+54
TF191581,53+54
TF191582,54
TF191583,54
TF191584,54
TF191585,54
TF191586,54
TF191587,54
TF191588,54
TF191589,54
TF192580,53+54
TF192581,54
TF192582,54
TF192583,54
TF192584,54
TF192585,54
TF192586,54
TF192587,54
TF192588,54
TF192589,54
TF193580,54
TF193581,54
TF193582,54
TF193583,54
TF193584,54
TF193585,54
TF193586,54
TF193587,54
TF193588,54
TF193589,54
TF194580,54
TF194581,54
TF194582,54
TF194583,54
TF194584,54
TF194585,54
TF194586,54
TF194587,54
TF194588,54
TF194589,54
TF195580,54
TF195581,54
TF195582,54
TF195583,54
TF195584,54
TF195585,54
TF195586,54
TF195587,54
TF195588,54
TF195589,54
TF196580,54
TF196581,54
TF196582,54
TF196583,54
TF196584,54
TF196585,54
TF196586,54
TF196587,54
TF196588,54
TF196589,54
TF197580,54
TF197581,54
TF197582,54
TF197583,54
TF197584,54
TF197585,54
TF197586,54
TF197587,54
TF197588,54
TF197589,54
TF198580,54
TF198581,54
TF198582,54
TF198583,54
TF198584,54
TF198585,54
TF198586,54
TF198587,54
TF198588,54
TF198589,54
TF199580,54
TF199581,54
TF199582,54
TF199583,54
TF199584,54
TF199585,54
TF199586,54
TF199587,54
TF199588,54
TF199589,54
TF1959,54
TF16,53+54
TF16NW,53+54
TF16SE,53+54
TF16NE,53+54
TF16D,53+54
TF1167,53+54
TF118679,53+54
TF119672,53+54
TF119673,53+54
TF119674,53+54
TF119675,53+54
TF119676,53+54
TF119677,53+54
TF119678,53+54
TF119679,53+54
TF16E,53+54
TF1069,53+54
TF104698,53+54
TF104699,53+54
TF105698,53+54
TF105699,54
TF106697,53+54
TF106698,53+54
TF106699,54
TF107696,53+54
TF107697,53+54
TF107698,54
TF107699,54
TF108695,53+54
TF108696,53+54
TF108697,54
TF108698,54
TF108699,54
TF109694,53+54
TF109695,53+54
TF109696,54
TF109697,54
TF109698,54
TF109699,54
TF1168,53+54
TF111685,53+54
TF111686,53+54
TF111687,53+54
TF111688,53+54
TF111689,53+54
TF112685,53+54
TF112686,54
TF112687,54
TF112688,54
TF112689,54
TF113685,53+54
TF113686,54
TF113687,54
TF113688,54
TF113689,54
TF114684,53+54
TF114685,53+54
TF114686,54
TF114687,54
TF114688,54
TF114689,54
TF115684,53+54
TF115685,54
TF115686,54
TF115687,54
TF115688,54
TF115689,54
TF116683,53+54
TF116684,53+54
TF116685,54
TF116686,54
TF116687,54
TF116688,54
TF116689,54
TF117681,53+54
TF117682,53+54
TF117683,53+54
TF117684,54
TF117685,54
TF117686,54
TF117687,54
TF117688,54
TF117689,54
TF118680,53+54
TF118681,53+54
TF118682,54
TF118683,54
TF118684,54
TF118685,54
TF118686,54
TF118687,54
TF118688,54
TF118689,54
TF119680,54
TF119681,54
TF119682,54
TF119683,54
TF119684,54
TF119685,54
TF119686,54
TF119687,54
TF119688,54
TF119689,54
TF1169,53+54
TF110693,53+54
TF110694,53+54
TF110695,54
TF110696,54
TF110697,54
TF110698,54
TF110699,54
TF111690,53+54
TF111691,53+54
TF111692,53+54
TF111693,53+54
TF111694,54
TF111695,54
TF111696,54
TF111697,54
TF111698,54
TF111699,54
TF112690,54
TF112691,54
TF112692,54
TF112693,54
TF112694,54
TF112695,54
TF112696,54
TF112697,54
TF112698,54
TF112699,54
TF113690,54
TF113691,54
TF113692,54
TF113693,54
TF113694,54
TF113695,54
TF113696,54
TF113697,54
TF113698,54
TF113699,54
TF114690,54
TF114691,54
TF114692,54
TF114693,54
TF114694,54
TF114695,54
TF114696,54
TF114697,54
TF114698,54
TF114699,54
TF115690,54
TF115691,54
TF115692,54
TF115693,54
TF115694,54
TF115695,54
TF115696,54
TF115697,54
TF115698,54
TF115699,54
TF116690,54
TF116691,54
TF116692,54
TF116693,54
TF116694,54
TF116695,54
TF116696,54
TF116697,54
TF116698,54
TF116699,54
TF117690,54
TF117691,54
TF117692,54
TF117693,54
TF117694,54
TF117695,54
TF117696,54
TF117697,54
TF117698,54
TF117699,54
TF118690,54
TF118691,54
TF118692,54
TF118693,54
TF118694,54
TF118695,54
TF118696,54
TF118697,54
TF118698,54
TF118699,54
TF119690,54
TF119691,54
TF119692,54
TF119693,54
TF119694,54
TF119695,54
TF119696,54
TF119697,54
TF119698,54
TF119699,54
TF16I,53+54
TF1266,53+54
TF121669,53+54
TF122667,53+54
TF122668,53+54
TF122669,53+54
TF123666,53+54
TF123667,53+54
TF123668,54
TF123669,54
TF124665,53+54
TF124666,53+54
TF124667,54
TF124668,54
TF124669,54
TF125665,53+54
TF125666,54
TF125667,54
TF125668,54
TF125669,54
TF126664,53+54
TF126665,53+54
TF126666,54
TF126667,54
TF126668,54
TF126669,54
TF127664,53+54
TF127665,54
TF127666,54
TF127667,54
TF127668,54
TF127669,54
TF128663,53+54
TF128664,53+54
TF128665,54
TF128666,54
TF128667,54
TF128668,54
TF128669,54
TF129663,53+54
TF129664,54
TF129665,54
TF129666,54
TF129667,54
TF129668,54
TF129669,54
TF1267,53+54
TF120670,53+54
TF120671,53+54
TF120672,53+54
TF120673,54
TF120674,54
TF120675,54
TF120676,54
TF120677,54
TF120678,54
TF120679,54
TF121670,53+54
TF121671,54
TF121672,54
TF121673,54
TF121674,54
TF121675,54
TF121676,54
TF121677,54
TF121678,54
TF121679,54
TF122670,54
TF122671,54
TF122672,54
TF122673,54
TF122674,54
TF122675,54
TF122676,54
TF122677,54
TF122678,54
TF122679,54
TF123670,54
TF123671,54
TF123672,54
TF123673,54
TF123674,54
TF123675,54
TF123676,54
TF123677,54
TF123678,54
TF123679,54
TF124670,54
TF124671,54
TF124672,54
TF124673,54
TF124674,54
TF124675,54
TF124676,54
TF124677,54
TF124678,54
TF124679,54
TF125670,54
TF125671,54
TF125672,54
TF125673,54
TF125674,54
TF125675,54
TF125676,54
TF125677,54
TF125678,54
TF125679,54
TF126670,54
TF126671,54
TF126672,54
TF126673,54
TF126674,54
TF126675,54
TF126676,54
TF126677,54
TF126678,54
TF126679,54
TF127670,54
TF127671,54
TF127672,54
TF127673,54
TF127674,54
TF127675,54
TF127676,54
TF127677,54
TF127678,54
TF127679,54
TF128670,54
TF128671,54
TF128672,54
TF128673,54
TF128674,54
TF128675,54
TF128676,54
TF128677,54
TF128678,54
TF128679,54
TF129670,54
TF129671,54
TF129672,54
TF129673,54
TF129674,54
TF129675,54
TF129676,54
TF129677,54
TF129678,54
TF129679,54
TF1366,53+54
TF130663,53+54
TF130664,54
TF130665,54
TF130666,54
TF130667,54
TF130668,54
TF130669,54
TF131663,53+54
TF131664,54
TF131665,54
TF131666,54
TF131667,54
TF131668,54
TF131669,54
TF132663,53+54
TF132664,54
TF132665,54
TF132666,54
TF132667,54
TF132668,54
TF132669,54
TF133663,53+54
TF133664,54
TF133665,54
TF133666,54
TF133667,54
TF133668,54
TF133669,54
TF134663,53+54
TF134664,54
TF134665,54
TF134666,54
TF134667,54
TF134668,54
TF134669,54
TF135663,53+54
TF135664,54
TF135665,54
TF135666,54
TF135667,54
TF135668,54
TF135669,54
TF136663,53+54
TF136664,54
TF136665,54
TF136666,54
TF136667,54
TF136668,54
TF136669,54
TF137663,53+54
TF137664,54
TF137665,54
TF137666,54
TF137667,54
TF137668,54
TF137669,54
TF138662,53+54
TF138663,53+54
TF138664,54
TF138665,54
TF138666,54
TF138667,54
TF138668,54
TF138669,54
TF139662,53+54
TF139663,54
TF139664,54
TF139665,54
TF139666,54
TF139667,54
TF139668,54
TF139669,54
TF1367,54
TF16J,54
TF16M,53+54
TF1465,53+54
TF145659,53+54
TF146659,53+54
TF147658,53+54
TF147659,53+54
TF148657,53+54
TF148658,53+54
TF148659,54
TF149657,53+54
TF149658,54
TF149659,54
TF1564,53+54
TF157649,53+54
TF158646,53+54
TF158647,53+54
TF158648,53+54
TF158649,53+54
TF159645,53+54
TF159646,53+54
TF159647,54
TF159648,54
TF159649,54
TF1565,53+54
TF150656,53+54
TF150657,53+54
TF150658,54
TF150659,54
TF151655,53+54
TF151656,53+54
TF151657,54
TF151658,54
TF151659,54
TF152654,53+54
TF152655,53+54
TF152656,54
TF152657,54
TF152658,54
TF152659,54
TF153653,53+54
TF153654,53+54
TF153655,54
TF153656,54
TF153657,54
TF153658,54
TF153659,54
TF154652,53+54
TF154653,53+54
TF154654,54
TF154655,54
TF154656,54
TF154657,54
TF154658,54
TF154659,54
TF155651,53+54
TF155652,53+54
TF155653,54
TF155654,54
TF155655,54
TF155656,54
TF155657,54
TF155658,54
TF155659,54
TF156650,53+54
TF156651,53+54
TF156652,54
TF156653,54
TF156654,54
TF156655,54
TF156656,54
TF156657,54
TF156658,54
TF156659,54
TF157650,53+54
TF157651,54
TF157652,54
TF157653,54
TF157654,54
TF157655,54
TF157656,54
TF157657,54
TF157658,54
TF157659,54
TF158650,54
TF158651,54
TF158652,54
TF158653,54
TF158654,54
TF158655,54
TF158656,54
TF158657,54
TF158658,54
TF158659,54
TF159650,54
TF159651,54
TF159652,54
TF159653,54
TF159654,54
TF159655,54
TF159656,54
TF159657,54
TF159658,54
TF159659,54
TF16N,53+54
TF1466,53+54
TF140662,53+54
TF140663,54
TF140664,54
TF140665,54
TF140666,54
TF140667,54
TF140668,54
TF140669,54
TF141661,53+54
TF141662,53+54
TF141663,54
TF141664,54
TF141665,54
TF141666,54
TF141667,54
TF141668,54
TF141669,54
TF142661,53+54
TF142662,54
TF142663,54
TF142664,54
TF142665,54
TF142666,54
TF142667,54
TF142668,54
TF142669,54
TF143660,53+54
TF143661,53+54
TF143662,54
TF143663,54
TF143664,54
TF143665,54
TF143666,54
TF143667,54
TF143668,54
TF143669,54
TF144660,53+54
TF144661,54
TF144662,54
TF144663,54
TF144664,54
TF144665,54
TF144666,54
TF144667,54
TF144668,54
TF144669,54
TF145660,53+54
TF145661,54
TF145662,54
TF145663,54
TF145664,54
TF145665,54
TF145666,54
TF145667,54
TF145668,54
TF145669,54
TF146660,54
TF146661,54
TF146662,54
TF146663,54
TF146664,54
TF146665,54
TF146666,54
TF146667,54
TF146668,54
TF146669,54
TF147660,54
TF147661,54
TF147662,54
TF147663,54
TF147664,54
TF147665,54
TF147666,54
TF147667,54
TF147668,54
TF147669,54
TF148660,54
TF148661,54
TF148662,54
TF148663,54
TF148664,54
TF148665,54
TF148666,54
TF148667,54
TF148668,54
TF148669,54
TF149660,54
TF149661,54
TF149662,54
TF149663,54
TF149664,54
TF149665,54
TF149666,54
TF149667,54
TF149668,54
TF149669,54
TF1467,54
TF1566,54
TF1567,54
TF16P,54
TF16Q,53+54
TF1761,53+54
TF176619,53+54
TF177616,53+54
TF177617,53+54
TF177618,53+54
TF177619,53+54
TF178613,53+54
TF178614,53+54
TF178615,53+54
TF178616,53+54
TF178617,54
TF178618,54
TF178619,54
TF179610,53+54
TF179611,53+54
TF179612,53+54
TF179613,53+54
TF179614,54
TF179615,54
TF179616,54
TF179617,54
TF179618,54
TF179619,54
TF16R,53+54
TF1663,53+54
TF162639,53+54
TF163638,53+54
TF163639,53+54
TF164637,53+54
TF164638,53+54
TF164639,54
TF165636,53+54
TF165637,53+54
TF165638,54
TF165639,54
TF166635,53+54
TF166636,53+54
TF166637,54
TF166638,54
TF166639,54
TF167635,53+54
TF167636,54
TF167637,54
TF167638,54
TF167639,54
TF168634,53+54
TF168635,53+54
TF168636,54
TF168637,54
TF168638,54
TF168639,54
TF169630,53+54
TF169631,53+54
TF169632,53+54
TF169633,53+54
TF169634,53+54
TF169635,54
TF169636,54
TF169637,54
TF169638,54
TF169639,54
TF1762,53+54
TF170629,53+54
TF171628,53+54
TF171629,53+54
TF172627,53+54
TF172628,53+54
TF172629,54
TF173625,53+54
TF173626,53+54
TF173627,53+54
TF173628,54
TF173629,54
TF174623,53+54
TF174624,53+54
TF174625,53+54
TF174626,54
TF174627,54
TF174628,54
TF174629,54
TF175621,53+54
TF175622,53+54
TF175623,53+54
TF175624,54
TF175625,54
TF175626,54
TF175627,54
TF175628,54
TF175629,54
TF176620,53+54
TF176621,53+54
TF176622,54
TF176623,54
TF176624,54
TF176625,54
TF176626,54
TF176627,54
TF176628,54
TF176629,54
TF177620,54
TF177621,54
TF177622,54
TF177623,54
TF177624,54
TF177625,54
TF177626,54
TF177627,54
TF177628,54
TF177629,54
TF178620,54
TF178621,54
TF178622,54
TF178623,54
TF178624,54
TF178625,54
TF178626,54
TF178627,54
TF178628,54
TF178629,54
TF179620,54
TF179621,54
TF179622,54
TF179623,54
TF179624,54
TF179625,54
TF179626,54
TF179627,54
TF179628,54
TF179629,54
TF1763,53+54
TF170630,53+54
TF170631,54
TF170632,54
TF170633,54
TF170634,54
TF170635,54
TF170636,54
TF170637,54
TF170638,54
TF170639,54
TF171630,54
TF171631,54
TF171632,54
TF171633,54
TF171634,54
TF171635,54
TF171636,54
TF171637,54
TF171638,54
TF171639,54
TF172630,54
TF172631,54
TF172632,54
TF172633,54
TF172634,54
TF172635,54
TF172636,54
TF172637,54
TF172638,54
TF172639,54
TF173630,54
TF173631,54
TF173632,54
TF173633,54
TF173634,54
TF173635,54
TF173636,54
TF173637,54
TF173638,54
TF173639,54
TF174630,54
TF174631,54
TF174632,54
TF174633,54
TF174634,54
TF174635,54
TF174636,54
TF174637,54
TF174638,54
TF174639,54
TF175630,54
TF175631,54
TF175632,54
TF175633,54
TF175634,54
TF175635,54
TF175636,54
TF175637,54
TF175638,54
TF175639,54
TF176630,54
TF176631,54
TF176632,54
TF176633,54
TF176634,54
TF176635,54
TF176636,54
TF176637,54
TF176638,54
TF176639,54
TF177630,54
TF177631,54
TF177632,54
TF177633,54
TF177634,54
TF177635,54
TF177636,54
TF177637,54
TF177638,54
TF177639,54
TF178630,54
TF178631,54
TF178632,54
TF178633,54
TF178634,54
TF178635,54
TF178636,54
TF178637,54
TF178638,54
TF178639,54
TF179630,54
TF179631,54
TF179632,54
TF179633,54
TF179634,54
TF179635,54
TF179636,54
TF179637,54
TF179638,54
TF179639,54
TF16S,53+54
TF1664,53+54
TF160643,53+54
TF160644,53+54
TF160645,53+54
TF160646,54
TF160647,54
TF160648,54
TF160649,54
TF161641,53+54
TF161642,53+54
TF161643,53+54
TF161644,54
TF161645,54
TF161646,54
TF161647,54
TF161648,54
TF161649,54
TF162640,53+54
