TA,0+54+61+62
TA037817,62
TA037818,62
TA037819,62
TA038814,61+62
TA038815,62
TA038816,62
TA038817,62
TA038818,62
TA038819,62
TA039814,61+62
TA039815,61+62
TA039816,62
TA039817,62
TA039818,62
TA039819,62
TA08G,62
TA08H,62
TA08I,62
TA08J,0+62
TA0288,62
TA0289,62
TA0388,62
TA0389,0+62
TA030890,62
TA030891,62
TA030892,62
TA030893,62
TA030894,62
TA030895,62
TA030896,62
TA030897,62
TA030898,62
TA030899,62
TA031890,62
TA031891,62
TA031892,62
TA031893,62
TA031894,62
TA031895,62
TA031896,62
TA031897,62
TA031898,62
TA031899,62
TA032890,62
TA032891,62
TA032892,62
TA032893,62
TA032894,62
TA032895,62
TA032896,62
TA032897,62
TA032898,62
TA032899,62
TA033890,62
TA033891,62
TA033892,62
TA033893,62
TA033894,62
TA033895,62
TA033896,62
TA033897,62
TA033898,62
TA033899,62
TA034890,62
TA034891,62
TA034892,62
TA034893,62
TA034894,62
TA034895,62
TA034896,62
TA034897,62
TA034898,62
TA034899,62
TA035890,62
TA035891,62
TA035892,62
TA035893,62
TA035894,62
TA035895,62
TA035896,62
TA035897,62
TA035898,62
TA035899,62
TA036890,62
TA036891,62
TA036892,62
TA036893,62
TA036894,62
TA036895,62
TA036896,62
TA036897,62
TA036898,62
TA036899,62
TA037890,62
TA037891,62
TA037892,62
TA037893,62
TA037894,62
TA037895,62
TA037896,62
TA037897,62
TA037898,62
TA037899,62
TA038890,62
TA038891,62
TA038892,62
TA038893,62
TA038894,62
TA038895,62
TA038896,62
TA038897,62
TA038898,0+62
TA038899,0+62
TA039890,62
TA039891,62
TA039892,62
TA039893,62
TA039894,62
TA039895,62
TA039896,0+62
TA039897,0+62
TA039898,0+62
TA039899,0+62
TA08K,61+62
TA0480,61+62
TA047809,61+62
TA048809,61+62
TA049809,61+62
TA0481,61+62
TA040814,61+62
TA040815,62
TA040816,62
TA040817,62
TA040818,62
TA040819,62
TA041814,61+62
TA041815,62
TA041816,62
TA041817,62
TA041818,62
TA041819,62
TA042814,61+62
TA042815,62
TA042816,62
TA042817,62
TA042818,62
TA042819,62
TA043813,61+62
TA043814,61+62
TA043815,62
TA043816,62
TA043817,62
TA043818,62
TA043819,62
TA044813,61+62
TA044814,62
TA044815,62
TA044816,62
TA044817,62
TA044818,62
TA044819,62
TA045812,61+62
TA045813,61+62
TA045814,62
TA045815,62
TA045816,62
TA045817,62
TA045818,62
TA045819,62
TA046811,61+62
TA046812,61+62
TA046813,62
TA046814,62
TA046815,62
TA046816,62
TA046817,62
TA046818,62
TA046819,62
TA047810,61+62
TA047811,61+62
TA047812,62
TA047813,62
TA047814,62
TA047815,62
TA047816,62
TA047817,62
TA047818,62
TA047819,62
TA048810,62
TA048811,62
TA048812,62
TA048813,62
TA048814,62
TA048815,62
TA048816,62
TA048817,62
TA048818,62
TA048819,62
TA049810,62
TA049811,62
TA049812,62
TA049813,62
TA049814,62
TA049815,62
TA049816,62
TA049817,62
TA049818,62
TA049819,62
TA0580,61+62
TA050809,61+62
TA051809,61+62
TA052809,61+62
TA053809,61+62
TA054809,61+62
TA055809,61+62
TA056806,61+62
TA056807,61+62
TA056808,61+62
TA056809,61+62
TA057806,61+62
TA057807,61+62
TA057808,62
TA057809,62
TA058806,61+62
TA058807,61+62
TA058808,62
TA058809,62
TA059806,61+62
TA059807,62
TA059808,62
TA059809,62
TA0581,62
TA08L,62
TA08M,62
TA08N,0+62
TA0486,62
TA0487,0+62
TA040870,62
TA040871,62
TA040872,62
TA040873,62
TA040874,62
TA040875,62
TA040876,62
TA040877,62
TA040878,62
TA040879,62
TA041870,62
TA041871,62
TA041872,62
TA041873,62
TA041874,62
TA041875,62
TA041876,62
TA041877,62
TA041878,62
TA041879,62
TA042870,62
TA042871,62
TA042872,62
TA042873,62
TA042874,62
TA042875,62
TA042876,62
TA042877,62
TA042878,62
TA042879,62
TA043870,62
TA043871,62
TA043872,62
TA043873,62
TA043874,62
TA043875,62
TA043876,62
TA043877,62
TA043878,62
TA043879,62
TA044870,62
TA044871,62
TA044872,62
TA044873,62
TA044874,62
TA044875,62
TA044876,62
TA044877,62
TA044878,62
TA044879,62
TA045870,62
TA045871,62
TA045872,62
TA045873,62
TA045874,62
TA045875,62
TA045876,62
TA045877,62
TA045878,62
TA045879,62
TA046870,62
TA046871,62
TA046872,62
TA046873,62
TA046874,62
TA046875,62
TA046876,0+62
TA046877,0+62
TA046878,0+62
TA046879,0+62
TA047870,62
TA047871,62
TA047872,62
TA047873,62
TA047874,62
TA047875,62
TA047876,0+62
TA047877,0+62
TA047878,0+62
TA048870,62
TA048871,62
TA048872,62
TA048873,62
TA048874,62
TA048875,0+62
TA048876,0+62
TA049870,62
TA049871,62
TA049872,62
TA049873,62
TA049874,0+62
TA049875,0+62
TA0586,0+62
TA050860,62
TA050861,62
TA050862,62
TA050863,62
TA050864,62
TA050865,62
TA050866,62
TA050867,62
TA050868,62
TA050869,62
TA051860,62
TA051861,62
TA051862,62
TA051863,62
TA051864,62
TA051865,62
TA051866,62
TA051867,62
TA051868,62
TA051869,0+62
TA052860,62
TA052861,62
TA052862,62
TA052863,62
TA052864,62
TA052865,62
TA052866,62
TA052867,62
TA052868,0+62
TA052869,0+62
TA053860,62
TA053861,62
TA053862,62
TA053863,62
TA053864,62
TA053865,62
TA053866,62
TA053867,0+62
TA053868,0+62
TA054860,62
TA054861,62
TA054862,62
TA054863,62
TA054864,62
TA054865,62
TA054866,62
TA054867,0+62
TA055860,62
TA055861,62
TA055862,62
TA055863,62
TA055864,62
TA055865,62
TA055866,0+62
TA055867,0+62
TA056860,62
TA056861,62
TA056862,62
TA056863,62
TA056864,0+62
TA056865,0+62
TA056866,62
TA056867,0+62
TA057860,62
TA057861,62
TA057862,62
TA057863,62
TA057864,0+62
TA057865,0+62
TA057866,0+62
TA057867,0+62
TA058860,62
TA058861,62
TA058862,62
TA058863,62
TA058864,62
TA058865,0+62
TA058866,0+62
TA059860,62
TA059861,62
TA059862,62
TA059863,62
TA059864,0+62
TA059865,0+62
TA0587,0+62
TA050870,62
TA050871,0+62
TA050872,0+62
TA050873,0+62
TA050874,0+62
TA051870,0+62
TA051871,0+62
TA08P,0+62
TA0488,0+62
TA040880,62
TA040881,62
TA040882,62
TA040883,62
TA040884,62
TA040885,62
TA040886,62
TA040887,62
TA040888,62
TA040889,62
TA041880,62
TA041881,62
TA041882,62
TA041883,62
TA041884,62
TA041885,62
TA041886,62
TA041887,62
TA041888,62
TA041889,62
TA042880,62
TA042881,62
TA042882,62
TA042883,62
TA042884,62
TA042885,62
TA042886,62
TA042887,62
TA042888,62
TA042889,62
TA043880,62
TA043881,62
TA043882,62
TA043883,62
TA043884,62
TA043885,62
TA043886,62
TA043887,62
TA043888,62
TA043889,62
TA044880,62
TA044881,62
TA044882,62
TA044883,62
TA044884,62
TA044885,62
TA044886,62
TA044887,62
TA044888,62
TA044889,62
TA045880,62
TA045881,62
TA045882,62
TA045883,62
TA045884,62
TA045885,62
TA045886,62
TA045887,62
TA045888,62
TA045889,62
TA046880,0+62
TA046881,0+62
TA046882,0+62
TA046883,0+62
TA046884,0+62
TA046885,62
TA046886,62
TA046887,62
TA046888,62
TA046889,62
TA047884,0+62
TA047885,0+62
TA047886,62
TA047887,0+62
TA047888,62
TA047889,62
TA048885,0+62
TA048886,0+62
TA048887,0+62
TA048888,62
TA048889,62
TA049884,0+62
TA049885,0+62
TA049886,0+62
TA049887,0+62
TA049888,62
TA049889,62
TA0489,0+62
TA040890,62
TA040891,62
TA040892,62
TA040893,62
TA040894,62
TA040895,62
TA040896,0+62
TA041890,62
TA041891,62
TA041892,62
TA041893,62
TA041894,62
TA041895,0+62
TA042890,62
TA042891,62
TA042892,62
TA042893,62
TA042894,0+62
TA042895,0+62
TA043890,62
TA043891,62
TA043892,62
TA043893,62
TA043894,0+62
TA044890,62
TA044891,62
TA044892,62
TA044893,0+62
TA044894,0+62
TA045890,62
TA045891,62
TA045892,62
TA045893,0+62
TA046890,62
TA046891,62
TA046892,62
TA046893,0+62
TA046894,0+62
TA047890,62
TA047891,62
TA047892,62
TA047893,62
TA047894,0+62
TA048890,62
TA048891,62
TA048892,62
TA048893,62
TA048894,0+62
TA048895,0+62
TA049890,62
TA049891,62
TA049892,62
TA049893,62
TA049894,62
TA049895,0+62
TA0588,0+62
TA050885,0+62
TA050886,0+62
TA050887,0+62
TA050888,62
TA050889,62
TA051885,0+62
TA051886,0+62
TA051887,0+62
TA051888,0+62
TA051889,62
TA052888,0+62
TA052889,0+62
TA0589,0+62
TA050890,62
TA050891,62
TA050892,62
TA050893,62
TA050894,62
TA050895,0+62
TA051890,62
TA051891,62
TA051892,62
TA051893,0+62
TA051894,0+62
TA051895,0+62
TA052890,0+62
TA052891,0+62
TA052892,0+62
TA052893,0+62
TA053890,0+62
TA053891,0+62
TA08Q,61+62
TA0680,61+62
TA060806,61+62
TA060807,62
TA060808,62
TA060809,62
TA061806,61+62
TA061807,62
TA061808,62
TA061809,62
TA062806,61+62
TA062807,61+62
TA062808,62
TA062809,62
TA063806,61+62
TA063807,61+62
TA063808,62
TA063809,62
TA064806,61+62
TA064807,61+62
TA064808,62
TA064809,62
TA065807,61+62
TA065808,62
TA065809,62
TA066806,61+62
TA066807,61+62
TA066808,62
TA066809,62
TA067806,61+62
TA067807,62
TA067808,62
TA067809,62
TA068806,61+62
TA068807,62
TA068808,62
TA068809,62
TA069805,61+62
TA069806,61+62
TA069807,62
TA069808,62
TA069809,62
TA0681,62
TA0780,61+62
TA070805,61+62
TA070806,62
TA070807,62
TA070808,62
TA070809,62
TA071805,61+62
TA071806,62
TA071807,62
TA071808,62
TA071809,62
TA072804,61+62
TA072805,61+62
TA072806,62
TA072807,62
TA072808,62
TA072809,62
TA073805,61+62
TA073806,62
TA073807,62
TA073808,62
TA073809,62
TA074805,61+62
TA074806,62
TA074807,62
TA074808,62
TA074809,62
TA075805,61+62
TA075806,62
TA075807,62
TA075808,62
TA075809,62
TA076805,61+62
TA076806,62
TA076807,62
TA076808,62
TA076809,62
TA077805,61+62
TA077806,61+62
TA077807,62
TA077808,62
TA077809,62
TA078806,61+62
TA078807,62
TA078808,62
TA078809,62
TA079806,61+62
TA079807,62
TA079808,62
TA079809,62
TA0781,62
TA08R,62
TA08S,0+62
TA0684,0+62
TA060840,62
TA060841,62
TA060842,62
TA060843,62
TA060844,62
TA060845,62
TA060846,62
TA060847,62
TA060848,62
TA060849,62
TA061840,62
TA061841,62
TA061842,62
TA061843,62
TA061844,62
TA061845,62
TA061846,62
TA061847,62
TA061848,62
TA061849,62
TA062840,62
TA062841,62
TA062842,62
TA062843,62
TA062844,62
TA062845,62
TA062846,62
TA062847,62
TA062848,62
TA062849,62
TA063840,62
TA063841,62
TA063842,62
TA063843,62
TA063844,62
TA063845,62
TA063846,62
TA063847,62
TA063848,62
TA063849,62
TA064840,62
TA064841,62
TA064842,62
TA064843,62
TA064844,62
TA064845,62
TA064846,62
TA064847,62
TA064848,62
TA064849,0+62
TA065840,62
TA065841,62
TA065842,62
TA065843,62
TA065844,62
TA065845,62
TA065846,62
TA065847,0+62
TA065848,0+62
TA065849,0+62
TA066840,62
TA066841,62
TA066842,62
TA066843,62
TA066844,62
TA066845,62
TA066846,62
TA066847,0+62
TA067840,62
TA067841,62
TA067842,62
TA067843,62
TA067844,62
TA067845,62
TA067846,0+62
TA067847,0+62
TA068840,62
TA068841,62
TA068842,62
TA068843,62
TA068844,62
TA068845,0+62
TA068846,0+62
TA069840,62
TA069841,62
TA069842,62
TA069843,62
TA069844,62
TA069845,0+62
TA0685,0+62
TA060850,62
TA060851,62
TA060852,62
TA060853,62
TA060854,62
TA060855,62
TA060856,62
TA060857,62
TA060858,62
TA060859,62
TA061850,62
TA061851,62
TA061852,62
TA061853,62
TA061854,62
TA061855,62
TA061856,62
TA061857,62
TA061858,62
TA061859,62
TA062850,62
TA062851,62
TA062852,62
TA062853,62
TA062854,62
TA062855,62
TA062856,62
TA062857,0+62
TA062858,62
TA062859,0+62
TA063850,62
TA063851,62
TA063852,62
TA063853,62
TA063854,62
TA063855,0+62
TA063856,0+62
TA063857,0+62
TA063858,0+62
TA063859,0+62
TA064850,0+62
TA064851,0+62
TA064852,62
TA064853,62
TA064854,0+62
TA064855,0+62
TA064856,0+62
TA064857,0+62
TA064858,0+62
TA064859,0+62
TA065851,0+62
TA065852,62
TA065853,62
TA065854,0+62
TA065855,0+62
TA065856,0+62
TA065857,0+62
TA065858,0+62
TA066851,0+62
TA066852,0+62
TA066853,0+62
TA066854,0+62
TA0784,0+62
TA070840,62
TA070841,62
TA070842,62
TA070843,62
TA070844,62
TA070845,0+62
TA071840,62
TA071841,62
TA071842,62
TA071843,62
TA071844,62
TA071845,0+62
TA072840,62
TA072841,62
TA072842,62
TA072843,62
TA072844,0+62
TA072845,0+62
TA073840,62
TA073841,62
TA073842,62
TA073843,0+62
TA073844,0+62
TA074840,62
TA074841,62
TA074842,0+62
TA074843,0+62
TA075840,62
TA075841,0+62
TA075842,0+62
TA076840,62
TA076841,0+62
TA077840,62
TA077841,0+62
TA078840,62
TA078841,0+62
TA078842,0+62
TA079840,62
TA079841,62
TA079842,0+62
TA079843,0+62
TA079844,0+62
TA08T,0+62
TA0686,0+62
TA060860,62
TA060861,62
TA060862,62
TA060863,0+62
TA060864,0+62
TA061860,62
TA061861,0+62
TA061862,0+62
TA061863,0+62
TA062860,0+62
TA062861,0+62
TA08V,61+62
TA0880,61+62
TA080806,61+62
TA080807,62
TA080808,62
TA080809,62
TA081806,61+62
TA081807,62
TA081808,62
TA081809,62
TA082806,61+62
TA082807,61+62
TA082808,62
TA082809,62
TA083807,61+62
TA083808,61+62
TA083809,62
TA084808,61+62
TA084809,61+62
TA0881,61+62
TA080810,62
TA080811,62
TA080812,62
TA080813,62
TA080814,62
TA080815,62
TA080816,62
TA080817,62
TA080818,62
TA080819,62
TA081810,62
TA081811,62
TA081812,62
TA081813,62
TA081814,62
TA081815,62
TA081816,62
TA081817,62
TA081818,62
TA081819,62
TA082810,62
TA082811,62
TA082812,62
TA082813,62
TA082814,62
TA082815,62
TA082816,62
TA082817,62
TA082818,62
TA082819,62
TA083810,62
TA083811,62
TA083812,62
TA083813,62
TA083814,62
TA083815,62
TA083816,62
TA083817,62
TA083818,62
TA083819,62
TA084810,61+62
TA084811,62
TA084812,62
TA084813,62
TA084814,62
TA084815,62
TA084816,62
TA084817,62
TA084818,62
TA084819,62
TA085810,61+62
TA085811,62
TA085812,62
TA085813,62
TA085814,62
TA085815,62
TA085816,62
TA085817,62
TA085818,62
TA085819,62
TA086810,61+62
TA086811,61+62
TA086812,62
TA086813,62
TA086814,62
TA086815,62
TA086816,62
TA086817,62
TA086818,62
TA086819,62
TA087811,61+62
TA087812,61+62
TA087813,62
TA087814,62
TA087815,62
TA087816,62
TA087817,62
TA087818,62
TA087819,62
TA088812,61+62
TA088813,62
TA088814,62
TA088815,62
TA088816,62
TA088817,62
TA088818,62
TA088819,62
TA089812,61+62
TA089813,61+62
TA089814,62
TA089815,62
TA089816,62
TA089817,62
TA089818,62
TA089819,62
TA0981,61+62
TA090813,61+62
TA090814,61+62
TA090815,62
TA090816,62
TA090817,62
TA090818,62
TA090819,62
TA091814,61+62
TA091815,62
TA091816,62
TA091817,62
TA091818,62
TA091819,62
TA092814,61+62
TA092815,61+62
TA092816,62
TA092817,62
TA092818,62
TA092819,62
TA093815,61+62
TA093816,62
TA093817,62
TA093818,62
TA093819,62
TA094815,61+62
TA094816,62
TA094817,62
TA094818,62
TA094819,62
TA095815,61+62
TA095816,62
TA095817,62
TA095818,62
TA095819,62
TA096814,61+62
TA096815,61+62
TA096816,62
TA096817,62
TA096818,62
TA096819,62
TA097814,61+62
TA097815,62
TA097816,62
TA097817,62
TA097818,62
TA097819,62
TA098814,61+62
TA098815,61+62
TA098816,62
TA098817,62
TA098818,62
TA098819,62
TA099815,61+62
TA099816,62
TA099817,62
TA099818,62
TA099819,62
TA08W,0+62
TA0882,62
TA0883,0+62
TA080830,62
TA080831,62
TA080832,62
TA080833,62
TA080834,62
TA080835,62
TA080836,62
TA080837,62
TA080838,62
TA080839,62
TA081830,62
TA081831,62
TA081832,62
TA081833,62
TA081834,62
TA081835,62
TA081836,62
TA081837,62
TA081838,62
TA081839,62
TA082830,62
TA082831,62
TA082832,62
TA082833,62
TA082834,62
TA082835,62
TA082836,62
TA082837,62
TA082838,62
TA082839,62
TA083830,62
TA083831,62
TA083832,62
TA083833,62
TA083834,62
TA083835,62
TA083836,62
TA083837,62
TA083838,62
TA083839,62
TA084830,62
TA084831,62
TA084832,62
TA084833,62
TA084834,62
TA084835,62
TA084836,62
TA084837,62
TA084838,62
TA084839,62
TA085830,62
TA085831,62
TA085832,62
TA085833,62
TA085834,62
TA085835,62
TA085836,62
TA085837,62
TA085838,62
TA085839,62
TA086830,62
TA086831,62
TA086832,62
TA086833,62
TA086834,62
TA086835,62
TA086836,62
TA086837,62
TA086838,62
TA086839,0+62
TA087830,62
TA087831,62
TA087832,62
TA087833,62
TA087834,62
TA087835,62
TA087836,62
TA087837,62
TA087838,62
TA087839,0+62
TA088830,62
TA088831,62
TA088832,62
TA088833,62
TA088834,62
TA088835,62
TA088836,62
TA088837,62
TA088838,0+62
TA088839,0+62
TA089830,62
TA089831,62
TA089832,62
TA089833,62
TA089834,62
TA089835,62
TA089836,62
TA089837,62
TA089838,0+62
TA089839,0+62
TA0982,62
TA0983,0+62
TA090830,62
TA090831,62
TA090832,62
TA090833,62
TA090834,62
TA090835,62
TA090836,62
TA090837,62
TA090838,0+62
TA091830,62
TA091831,62
TA091832,62
TA091833,62
TA091834,62
TA091835,62
TA091836,62
TA091837,0+62
TA091838,0+62
TA092830,62
TA092831,62
TA092832,62
TA092833,62
TA092834,62
TA092835,62
TA092836,62
TA092837,0+62
TA093830,62
TA093831,62
TA093832,62
TA093833,62
TA093834,62
TA093835,62
TA093836,62
TA093837,0+62
TA093838,0+62
TA094830,62
TA094831,62
TA094832,62
TA094833,62
TA094834,62
TA094835,62
TA094836,62
TA094837,62
TA094838,0+62
TA095830,62
TA095831,62
TA095832,62
TA095833,62
TA095834,0+62
TA095835,62
TA095836,62
TA095837,62
TA095838,0+62
TA096830,62
TA096831,62
TA096832,62
TA096833,0+62
TA096834,0+62
TA096835,0+62
TA096836,62
TA096837,0+62
TA096838,0+62
TA097830,62
TA097831,62
TA097832,0+62
TA097833,0+62
TA097834,0+62
TA097835,0+62
TA097836,0+62
TA097837,0+62
TA098830,62
TA098831,62
TA098832,0+62
TA098833,0+62
TA098834,0+62
TA098835,0+62
TA099830,62
TA099831,62
TA099832,0+62
TA08X,0+62
TA0884,0+62
TA080840,62
TA080841,62
TA080842,62
TA080843,62
TA080844,0+62
TA081840,62
TA081841,62
TA081842,62
TA081843,0+62
TA081844,0+62
TA082840,62
TA082841,62
TA082842,62
TA082843,0+62
TA082844,0+62
TA083840,62
TA083841,62
TA083842,62
TA083843,0+62
TA083844,0+62
TA084840,62
TA084841,62
TA084842,62
TA084843,0+62
TA085840,0+62
TA085841,62
TA085842,0+62
TA085843,0+62
TA086840,0+62
TA086841,0+62
TA086842,0+62
TA087840,0+62
TA087841,0+62
TA087842,0+62
TA088840,0+62
TA088841,0+62
TA089840,0+62
TA089841,0+62
TA09,0+62
TA09SW,0+62
TA09NW,0+62
TA09A,62
TA09B,62
TA09C,62
TA09D,0+62
TA0096,62
TA0097,62
TA0196,0+62
TA010960,62
TA010961,62
TA010962,62
TA010963,62
TA010964,62
TA010965,62
TA010966,62
TA010967,62
TA010968,62
TA010969,62
TA011960,62
TA011961,62
TA011962,62
TA011963,62
TA011964,62
TA011965,62
TA011966,62
TA011967,62
TA011968,62
TA011969,0+62
TA012960,62
TA012961,62
TA012962,62
TA012963,62
TA012964,62
TA012965,62
TA012966,62
TA012967,62
TA012968,62
TA012969,0+62
TA013960,62
TA013961,62
TA013962,62
TA013963,62
TA013964,62
TA013965,62
TA013966,62
TA013967,62
TA013968,62
TA013969,0+62
TA014960,62
TA014961,62
TA014962,62
TA014963,62
TA014964,62
TA014965,62
TA014966,62
TA014967,62
TA014968,0+62
TA014969,0+62
TA015960,62
TA015961,62
TA015962,62
TA015963,62
TA015964,62
TA015965,62
TA015966,62
TA015967,62
TA015968,0+62
TA016960,62
TA016961,62
TA016962,62
TA016963,62
TA016964,62
TA016965,0+62
TA016966,0+62
TA016967,0+62
TA016968,0+62
TA017960,62
TA017961,62
TA017962,62
TA017963,0+62
TA017964,0+62
TA017965,0+62
TA017966,0+62
TA018960,62
TA018961,62
TA018962,0+62
TA018963,0+62
TA019960,0+62
TA019961,0+62
TA019962,0+62
TA0197,0+62
TA010970,62
TA010971,62
TA010972,62
TA010973,62
TA010974,62
TA010975,62
TA010976,62
TA010977,0+62
TA010978,0+62
TA010979,0+62
TA011970,0+62
TA011971,0+62
TA011972,0+62
TA011973,0+62
TA011974,0+62
TA011975,0+62
TA011976,0+62
TA011977,0+62
TA09E,0+62
TA0098,0+62
TA000980,62
TA000981,62
TA000982,62
TA000983,62
TA000984,62
TA000985,62
TA000986,62
TA000987,62
TA000988,62
TA000989,62
TA001980,62
TA001981,62
TA001982,62
TA001983,62
TA001984,62
TA001985,62
TA001986,62
TA001987,62
TA001988,62
TA001989,62
TA002980,62
TA002981,62
TA002982,62
TA002983,62
TA002984,62
TA002985,62
TA002986,62
TA002987,62
TA002988,62
TA002989,62
TA003980,62
TA003981,62
TA003982,62
TA003983,62
TA003984,62
TA003985,62
TA003986,62
TA003987,62
TA003988,62
TA003989,62
TA004980,62
TA004981,62
TA004982,62
TA004983,62
TA004984,62
TA004985,62
TA004986,62
TA004987,62
TA004988,62
TA004989,62
TA005980,62
TA005981,62
TA005982,62
TA005983,62
TA005984,62
TA005985,62
TA005986,62
TA005987,62
TA005988,0+62
TA005989,0+62
TA006980,62
TA006981,62
TA006982,62
TA006983,62
TA006984,62
TA006985,62
TA006986,62
TA006987,0+62
TA006988,0+62
TA007980,62
TA007981,62
TA007982,62
TA007983,62
TA007984,62
TA007985,62
TA007986,0+62
TA007987,0+62
TA008980,62
TA008981,62
TA008982,62
TA008983,62
TA008984,0+62
TA008985,0+62
TA008986,0+62
TA009980,62
TA009981,0+62
TA009982,0+62
TA009983,0+62
TA009984,0+62
TA0099,0+62
TA000990,62
TA000991,62
TA000992,62
TA000993,62
TA000994,62
TA000995,62
TA000996,62
TA000997,62
TA000998,62
TA000999,0+62
TA001990,62
TA001991,62
TA001992,62
TA001993,62
TA001994,62
TA001995,62
TA001996,62
TA001997,0+62
TA001998,0+62
TA002990,62
