NU,0+67+68
NZ146998,68
NZ146999,68
NZ147990,68
NZ147991,68
NZ147992,68
NZ147993,68
NZ147994,68
NZ147995,68
NZ147996,68
NZ147997,68
NZ147998,68
NZ147999,68
NZ148990,67+68
NZ148991,67+68
NZ148992,67+68
NZ148993,67+68
NZ148994,68
NZ148995,67+68
NZ148996,67+68
NZ148997,67+68
NZ148998,68
NZ148999,68
NZ149993,67+68
NZ149994,67+68
NZ149995,67+68
NZ149997,67+68
NZ149998,68
NZ149999,68
NZ1599,67+68
NZ150996,67+68
NZ150997,67+68
NZ150998,68
NZ150999,68
NZ151995,67+68
NZ151996,67+68
NZ151997,68
NZ151998,68
NZ151999,68
NZ152995,67+68
NZ152996,68
NZ152997,68
NZ152998,68
NZ152999,68
NZ153994,67+68
NZ153995,67+68
NZ153996,68
NZ153997,68
NZ153998,68
NZ153999,68
NZ154994,67+68
NZ154995,68
NZ154996,68
NZ154997,68
NZ154998,68
NZ154999,68
NZ155993,67+68
NZ155994,67+68
NZ155995,68
NZ155996,68
NZ155997,68
NZ155998,68
NZ155999,68
NZ156993,67+68
NZ156994,68
NZ156995,68
NZ156996,68
NZ156997,68
NZ156998,68
NZ156999,68
NZ157992,67+68
NZ157993,67+68
NZ157994,68
NZ157995,68
NZ157996,68
NZ157997,68
NZ157998,68
NZ157999,68
NZ158992,67+68
NZ158993,68
NZ158994,68
NZ158995,68
NZ158996,67+68
NZ158997,68
NZ158998,68
NZ158999,68
NZ159992,67+68
NZ159993,67+68
NZ159994,67+68
NZ159995,67+68
NZ159996,67+68
NZ159997,67+68
NZ159998,67+68
NZ159999,68
NZ19U,67+68
NZ1699,67+68
NZ160998,67+68
NZ160999,67+68
NZ161999,67+68
NZ165999,67+68
NZ166998,67+68
NZ166999,67+68
NZ167997,67+68
NZ167998,67+68
NZ167999,68
NZ168997,67+68
NZ168998,67+68
NZ168999,68
NZ169998,67+68
NZ169999,68
NZ1799,67+68
NZ170998,67+68
NZ170999,68
NZ171997,67+68
NZ171998,67+68
NZ171999,68
NZ172997,67+68
NZ172998,68
NZ172999,68
NZ173997,67+68
NZ173998,68
NZ173999,68
NZ174997,67+68
NZ174998,67+68
NZ174999,68
NZ175998,67+68
NZ175999,68
NZ176998,67+68
NZ176999,68
NZ177998,67+68
NZ177999,68
NZ178997,67+68
NZ178998,67+68
NZ178999,68
NZ179997,67+68
NZ179998,67+68
NZ179999,68
NZ19Z,67+68
NZ1899,67+68
NZ180998,67+68
NZ180999,68
NZ181998,67+68
NZ181999,67+68
NZ182999,67+68
NT,0+67+68+72+77+78+79+80+81+82+83+84+85+87
NT70,67+68+80
NT70NE,67+68+80
NT70Y,67+68+80
NT7907,67+68
NT795078,67+68
NT795079,67+68
NT796077,67+68
NT796078,67+68
NT796079,68
NT797076,67+68
NT797077,67+68
NT797078,68
NT797079,68
NT798076,67+68
NT798077,68
NT798078,68
NT798079,68
NT799075,67+68
NT799076,67+68
NT799077,68
NT799078,68
NT799079,68
NT70Z,67+68+80
NT7808,67+68+80
NT781087,68+80
NT781088,68+80
NT782086,68+80
NT782087,68+80
NT782088,68+80
NT782089,68+80
NT783085,68+80
NT783086,68+80
NT783087,68
NT783088,68
NT783089,68+80
NT784084,68+80
NT784085,68+80
NT784086,68
NT784087,68
NT784088,68
NT784089,68
NT785083,68+80
NT785084,68+80
NT785085,68
NT785086,68
NT785087,68
NT785088,68
NT785089,68
NT786081,67+68+80
NT786082,68+80
NT786083,68+80
NT786084,68
NT786085,68
NT786086,68
NT786087,68
NT786088,68
NT786089,68
NT787081,67+68+80
NT787082,67+68
NT787083,68
NT787084,68
NT787085,68
NT787086,68
NT787087,68
NT787088,68
NT787089,68
NT788082,67+68
NT788083,68
NT788084,68
NT788085,68
NT788086,68
NT788087,68
NT788088,68
NT788089,68
NT789082,67+68
NT789083,68
NT789084,68
NT789085,68
NT789086,68
NT789087,68
NT789088,68
NT789089,68
NT7809,68+80
NT783090,68+80
NT784090,68+80
NT785090,68+80
NT785091,68+80
NT786090,68
NT786091,68+80
NT786092,68+80
NT787090,68
NT787091,68
NT787092,68+80
NT787093,68+80
NT788090,68
NT788091,68
NT788092,68
NT788093,68+80
NT788094,68+80
NT788099,68+80
NT789090,68
NT789091,68
NT789092,68
NT789093,68
NT789094,68+80
NT789095,68+80
NT789098,68+80
NT789099,68+80
NT7908,67+68
NT790082,67+68
NT790083,68
NT790084,68
NT790085,68
NT790086,68
NT790087,68
NT790088,68
NT790089,68
NT791082,67+68
NT791083,68
NT791084,68
NT791085,68
NT791086,68
NT791087,68
NT791088,68
NT791089,68
NT792081,67+68
NT792082,67+68
NT792083,68
NT792084,68
NT792085,68
NT792086,68
NT792087,68
NT792088,68
NT792089,68
NT793081,67+68
NT793082,68
NT793083,68
NT793084,68
NT793085,68
NT793086,68
NT793087,68
NT793088,68
NT793089,68
NT794080,67+68
NT794081,67+68
NT794082,68
NT794083,68
NT794084,68
NT794085,68
NT794086,68
NT794087,68
NT794088,68
NT794089,68
NT795080,67+68
NT795081,68
NT795082,68
NT795083,68
NT795084,68
NT795085,68
NT795086,68
NT795087,68
NT795088,68
NT795089,68
NT796080,68
NT796081,68
NT796082,68
NT796083,68
NT796084,68
NT796085,68
NT796086,68
NT796087,68
NT796088,68
NT796089,68
NT797080,68
NT797081,68
NT797082,68
NT797083,68
NT797084,68
NT797085,68
NT797086,68
NT797087,68
NT797088,68
NT797089,68
NT798080,68
NT798081,68
NT798082,68
NT798083,68
NT798084,68
NT798085,68
NT798086,68
NT798087,68
NT798088,68
NT798089,68
NT799080,68
NT799081,68
NT799082,68
NT799083,68
NT799084,68
NT799085,68
NT799086,68
NT799087,68
NT799088,68
NT799089,68
NT7909,68+80
NT790090,68
NT790091,68
NT790092,68
NT790093,68
NT790094,68
NT790095,68+80
NT790096,68+80
NT790097,68+80
NT790098,68+80
NT790099,68
NT791090,68
NT791091,68
NT791092,68
NT791093,68
NT791094,68
NT791095,68
NT791096,68+80
NT791097,68+80
NT791098,68
NT791099,68
NT792090,68
NT792091,68
NT792092,68
NT792093,68
NT792094,68
NT792095,68
NT792096,68
NT792097,68
NT792098,68
NT792099,68
NT793090,68
NT793091,68
NT793092,68
NT793093,68
NT793094,68
NT793095,68
NT793096,68
NT793097,68
NT793098,68
NT793099,68
NT794090,68
NT794091,68
NT794092,68
NT794093,68
NT794094,68
NT794095,68
NT794096,68
NT794097,68
NT794098,68
NT794099,68
NT795090,68
NT795091,68
NT795092,68
NT795093,68
NT795094,68
NT795095,68
NT795096,68
NT795097,68
NT795098,68
NT795099,68
NT796090,68
NT796091,68
NT796092,68
NT796093,68
NT796094,68
NT796095,68
NT796096,68
NT796097,68
NT796098,68
NT796099,68
NT797090,68
NT797091,68
NT797092,68
NT797093,68
NT797094,68
NT797095,68
NT797096,68
NT797097,68
NT797098,68
NT797099,68
NT798090,68
NT798091,68
NT798092,68
NT798093,68
NT798094,68
NT798095,68
NT798096,68
NT798097,68
NT798098,68
NT798099,68
NT799090,68
NT799091,68
NT799092,68
NT799093,68
NT799094,68
NT799095,68
NT799096,68
NT799097,68
NT799098,68
NT799099,68
NT71,68+80
NT71SE,68+80
NT71V,68+80
NT7810,68+80
NT788100,68+80
NT788101,68+80
NT788102,68+80
NT788103,68+80
NT788104,68+80
NT788105,68+80
NT788106,68+80
NT788107,68+80
NT788108,68+80
NT788109,68+80
NT789100,68
NT789101,68
NT789102,68
NT789103,68
NT789104,68
NT789105,68
NT789106,68
NT789107,68
NT789108,68
NT789109,68
NT7811,68+80
NT782116,68+80
NT782117,68+80
NT782118,68+80
NT783114,68+80
NT783115,68+80
NT783116,68+80
NT783117,68
NT783118,68+80
NT784113,68+80
NT784114,68+80
NT784115,68
NT784116,68
NT784117,68
NT784118,68+80
NT784119,68+80
NT785112,68+80
NT785113,68+80
NT785114,68
NT785115,68
NT785116,68
NT785117,68
NT785118,68
NT785119,68+80
NT786111,68+80
NT786112,68+80
NT786113,68
NT786114,68
NT786115,68
NT786116,68
NT786117,68
NT786118,68
NT786119,68+80
NT787110,68+80
NT787111,68+80
NT787112,68
NT787113,68
NT787114,68
NT787115,68
NT787116,68
NT787117,68
NT787118,68
NT787119,68+80
NT788110,68+80
NT788111,68
NT788112,68
NT788113,68
NT788114,68
NT788115,68
NT788116,68
NT788117,68
NT788118,68
NT788119,68
NT789110,68
NT789111,68
NT789112,68
NT789113,68
NT789114,68
NT789115,68
NT789116,68
NT789117,68
NT789118,68
NT789119,68
NT7910,68
NT7911,68
NT71W,68+80
NT7812,68+80
NT787120,68+80
NT788120,68+80
NT788126,68+80
NT788127,68+80
NT789120,68+80
NT789121,68+80
NT789123,68+80
NT789124,68+80
NT789125,68+80
NT789126,68+80
NT789127,68+80
NT789128,68+80
NT7912,68+80
NT790120,68
NT790121,68+80
NT790122,68+80
NT790123,68+80
NT790124,68
NT790125,68
NT790126,68
NT790127,68
NT790128,68+80
NT790129,68+80
NT791120,68
NT791121,68
NT791122,68
NT791123,68
NT791124,68
NT791125,68
NT791126,68
NT791127,68
NT791128,68+80
NT791129,68+80
NT792120,68
NT792121,68
NT792122,68
NT792123,68
NT792124,68
NT792125,68
NT792126,68
NT792127,68+80
NT792128,68+80
NT793120,68
NT793121,68
NT793122,68
NT793123,68
NT793124,68
NT793125,68
NT793126,68
NT793127,68+80
NT794120,68
NT794121,68
NT794122,68
NT794123,68
NT794124,68
NT794125,68
NT794126,68
NT794127,68+80
NT795120,68
NT795121,68
NT795122,68
NT795123,68
NT795124,68
NT795125,68
NT795126,68+80
NT795127,68+80
NT796120,68
NT796121,68
NT796122,68
NT796123,68
NT796124,68
NT796125,68
NT796126,68+80
NT797120,68
NT797121,68
NT797122,68
NT797123,68
NT797124,68
NT797125,68
NT797126,68+80
NT797127,68+80
NT798120,68
NT798121,68
NT798122,68
NT798123,68
NT798124,68
NT798125,68
NT798126,68+80
NT798127,68+80
NT799120,68
NT799121,68
NT799122,68
NT799123,68
NT799124,68
NT799125,68
NT799126,68+80
NT73,68+80+81
NT73NE,68+80+81
NT73Y,68+80+81
NT7837,68+80+81
NT789376,68+80
NT789377,68+80
NT789378,68+80
NT789379,68+80+81
NT7936,68+80
NT797369,68+80
NT798369,68+80
NT7937,68+80+81
NT790374,68+80
NT790375,68+80
NT790376,68+80
NT790377,68+80
NT790378,68+80
NT790379,68+80+81
NT791374,68+80
NT791375,68
NT791376,68
NT791377,68
NT791378,68
NT791379,68+81
NT792373,68+80
NT792374,68+80
NT792375,68
NT792376,68
NT792377,68
NT792378,68
NT792379,68+81
NT793372,68+80
NT793373,68+80
NT793374,68
NT793375,68
NT793376,68
NT793377,68
NT793378,68
NT793379,68
NT794371,68+80
NT794372,68+80
NT794373,68
NT794374,68
NT794375,68
NT794376,68
NT794377,68
NT794378,68
NT794379,68
NT795370,68+80
NT795371,68+80
NT795372,68
NT795373,68
NT795374,68
NT795375,68
NT795376,68
NT795377,68
NT795378,68
NT795379,68
NT796370,68+80
NT796371,68
NT796372,68
NT796373,68
NT796374,68
NT796375,68
NT796376,68
NT796377,68
NT796378,68
NT796379,68
NT797370,68+80
NT797371,68
NT797372,68
NT797373,68
NT797374,68
NT797375,68
NT797376,68
NT797377,68
NT797378,68
NT797379,68
NT798370,68+80
NT798371,68
NT798372,68
NT798373,68
NT798374,68
NT798375,68
NT798376,68
NT798377,68
NT798378,68
NT798379,68
NT799370,68+80
NT799371,68+80
NT799372,68
NT799373,68
NT799374,68
NT799375,68
NT799376,68
NT799377,68
NT799378,68
NT799379,68
NT73Z,68+80+81
NT7938,68+81
NT792380,68+81
NT793380,68+81
NT794380,68+81
NT794381,68+81
NT795380,68
NT795381,68+81
NT795382,68+81
NT795383,68+81
NT795384,68+81
NT795385,68+81
NT795386,68+81
NT795387,68+81
NT796380,68
NT796381,68
NT796382,68
NT796383,68+81
NT796384,68
NT796385,68
NT796386,68
NT796387,68+81
NT796388,68+81
NT796389,68+81
NT797380,68
NT797381,68
NT797382,68
NT797383,68
NT797384,68
NT797385,68
NT797386,68
NT797387,68
NT797388,68
NT797389,68+81
NT798380,68
NT798381,68
NT798382,68
NT798383,68
NT798384,68
NT798385,68
NT798386,68
NT798387,68
NT798388,68
NT798389,68+81
NT799380,68
NT799381,68
NT799382,68
NT799383,68
NT799384,68
NT799385,68
NT799386,68
NT799387,68
NT799388,68+81
NT799389,68+81
NT80,67+68
NT80SW,67+68
NT80NW,67+68
NT80SE,67+68
NT80NE,67+68
NT80C,67+68
NT8104,67+68
NT818046,67+68
NT818047,67+68
NT818048,67+68
NT818049,67+68
NT819045,67+68
NT819046,67+68
NT819047,68
NT819048,68
NT819049,68
NT8105,67+68
NT814059,67+68
NT815058,67+68
NT815059,67+68
NT816056,67+68
NT816057,67+68
NT816058,67+68
NT816059,68
NT817051,67+68
NT817052,67+68
NT817053,67+68
NT817054,67+68
NT817055,67+68
NT817056,67+68
NT817057,68
NT817058,68
NT817059,68
NT818050,67+68
NT818051,67+68
NT818052,68
NT818053,68
NT818054,68
NT818055,68
NT818056,68
NT818057,68
NT818058,68
NT818059,68
NT819050,68
NT819051,68
NT819052,68
NT819053,68
NT819054,68
NT819055,68
NT819056,68
NT819057,68
NT819058,68
NT819059,68
NT80D,67+68
NT8006,67+68
NT806069,67+68
NT807068,67+68
NT807069,67+68
NT808067,67+68
NT808068,67+68
NT808069,68
NT809065,67+68
NT809066,67+68
NT809067,67+68
NT809068,68
NT809069,68
NT8007,67+68
NT800074,67+68
NT800075,67+68
NT800076,68
NT800077,68
NT800078,68
NT800079,68
NT801074,67+68
NT801075,68
NT801076,68
NT801077,68
NT801078,68
NT801079,68
NT802073,67+68
NT802074,67+68
NT802075,68
NT802076,68
NT802077,68
NT802078,68
NT802079,68
NT803072,67+68
NT803073,67+68
NT803074,68
NT803075,68
NT803076,68
NT803077,68
NT803078,68
NT803079,68
NT804071,67+68
NT804072,67+68
NT804073,68
NT804074,68
NT804075,68
NT804076,68
NT804077,68
NT804078,68
NT804079,68
NT805070,67+68
NT805071,67+68
NT805072,68
NT805073,68
NT805074,68
NT805075,68
NT805076,68
NT805077,68
NT805078,68
NT805079,68
NT806070,67+68
NT806071,68
NT806072,68
NT806073,68
NT806074,68
NT806075,68
NT806076,68
NT806077,68
NT806078,68
NT806079,68
NT807070,68
NT807071,68
NT807072,68
NT807073,68
NT807074,68
NT807075,68
NT807076,68
NT807077,68
NT807078,68
NT807079,68
NT808070,68
NT808071,68
NT808072,68
NT808073,68
NT808074,68
NT808075,68
NT808076,68
NT808077,68
NT808078,68
NT808079,68
NT809070,68
NT809071,68
NT809072,68
NT809073,68
NT809074,68
NT809075,68
NT809076,68
NT809077,68
NT809078,68
NT809079,68
NT8106,67+68
NT810064,67+68
NT810065,67+68
NT810066,68
NT810067,68
NT810068,68
NT810069,68
NT811063,67+68
NT811064,67+68
NT811065,68
NT811066,68
NT811067,68
NT811068,68
NT811069,68
NT812062,67+68
NT812063,67+68
NT812064,68
NT812065,68
NT812066,68
NT812067,68
NT812068,68
NT812069,68
NT813061,67+68
NT813062,67+68
NT813063,68
NT813064,68
NT813065,68
NT813066,68
NT813067,68
NT813068,68
NT813069,68
NT814060,67+68
NT814061,67+68
NT814062,68
NT814063,68
NT814064,68
NT814065,68
NT814066,68
NT814067,68
NT814068,68
NT814069,68
NT815060,68
NT815061,68
NT815062,68
NT815063,68
NT815064,68
NT815065,68
NT815066,68
NT815067,68
NT815068,68
NT815069,68
NT816060,68
NT816061,68
NT816062,68
NT816063,68
NT816064,68
NT816065,68
NT816066,68
NT816067,68
NT816068,68
NT816069,68
NT817060,68
NT817061,68
NT817062,68
NT817063,68
NT817064,68
NT817065,68
NT817066,68
NT817067,68
NT817068,68
NT817069,68
NT818060,68
NT818061,68
NT818062,68
NT818063,68
NT818064,68
NT818065,68
NT818066,68
NT818067,68
NT818068,68
NT818069,68
NT819060,68
NT819061,68
NT819062,68
NT819063,68
NT819064,68
NT819065,68
NT819066,68
NT819067,68
NT819068,68
NT819069,68
NT8107,68
NT80E,68
NT80H,67+68
NT8204,67+68
NT820044,67+68
NT820045,67+68
NT820046,68
NT820047,68
NT820048,68
NT820049,68
NT821043,67+68
NT821044,67+68
NT821045,68
NT821046,68
NT821047,68
NT821048,68
NT821049,68
NT822042,67+68
NT822043,67+68
NT822044,68
NT822045,68
NT822046,68
NT822047,68
NT822048,68
NT822049,68
NT823042,67+68
NT823043,68
NT823044,68
NT823045,68
NT823046,68
NT823047,68
NT823048,68
NT823049,68
NT824042,67+68
NT824043,68
NT824044,68
NT824045,68
NT824046,68
NT824047,68
NT824048,68
NT824049,68
NT825042,67+68
NT825043,68
NT825044,68
NT825045,68
NT825046,68
NT825047,68
NT825048,68
NT825049,68
NT826042,67+68
NT826043,68
NT826044,68
NT826045,68
NT826046,68
NT826047,68
NT826048,68
NT826049,68
NT827042,67+68
NT827043,68
NT827044,68
NT827045,68
NT827046,68
NT827047,68
NT827048,68
NT827049,68
NT828042,67+68
NT828043,68
NT828044,68
NT828045,68
NT828046,68
NT828047,68
NT828048,68
NT828049,68
NT829042,67+68
NT829043,68
NT829044,68
NT829045,68
NT829046,68
NT829047,68
NT829048,68
NT829049,68
NT8205,68
NT8304,67+68
NT830041,67+68
NT830042,67+68
NT830043,68
NT830044,68
NT830045,68
NT830046,68
NT830047,68
NT830048,68
NT830049,68
NT831041,67+68
NT831042,68
NT831043,68
NT831044,68
NT831045,68
NT831046,68
NT831047,68
NT831048,68
NT831049,68
NT832041,67+68
NT832042,68
NT832043,68
NT832044,68
NT832045,68
NT832046,68
NT832047,68
NT832048,68
NT832049,68
NT833041,67+68
NT833042,68
NT833043,68
NT833044,68
NT833045,68
NT833046,68
NT833047,68
NT833048,68
NT833049,68
NT834041,67+68
NT834042,68
NT834043,68
NT834044,68
NT834045,68
NT834046,68
NT834047,68
NT834048,68
NT834049,68
NT835041,67+68
NT835042,68
NT835043,68
NT835044,68
NT835045,68
NT835046,68
NT835047,68
NT835048,68
NT835049,68
NT836041,67+68
NT836042,67+68
NT836043,68
NT836044,68
NT836045,68
NT836046,68
NT836047,68
NT836048,68
NT836049,68
NT837042,67+68
NT837043,68
NT837044,68
NT837045,68
NT837046,68
NT837047,68
NT837048,68
NT837049,68
NT838042,67+68
NT838043,68
NT838044,68
NT838045,68
NT838046,68
NT838047,68
NT838048,68
NT838049,68
NT839042,67+68
NT839043,68
NT839044,68
NT839045,68
NT839046,68
NT839047,68
NT839048,68
NT839049,68
NT8305,68
NT80I,68
NT80J,68
NT80M,67+68
NT8404,67+68
NT840042,67+68
NT840043,68
NT840044,68
NT840045,68
NT840046,68
NT840047,68
NT840048,68
NT840049,68
NT841042,67+68
NT841043,67+68
NT841044,68
NT841045,68
NT841046,68
NT841047,68
NT841048,68
NT841049,68
NT842043,67+68
NT842044,68
NT842045,68
NT842046,68
NT842047,68
NT842048,68
NT842049,68
NT843043,67+68
NT843044,68
NT843045,68
NT843046,68
NT843047,68
NT843048,68
NT843049,68
NT844043,67+68
NT844044,67+68
NT844045,68
NT844046,68
NT844047,68
NT844048,68
NT844049,68
NT845044,67+68
NT845045,68
NT845046,68
NT845047,68
NT845048,68
NT845049,68
NT846044,67+68
NT846045,67+68
NT846046,68
NT846047,68
NT846048,68
NT846049,68
NT847045,67+68
NT847046,67+68
NT847047,68
NT847048,68
NT847049,68
NT848046,67+68
NT848047,67+68
NT848048,68
NT848049,68
NT849047,67+68
NT849048,67+68
NT849049,68
NT8405,68
NT8504,67+68
NT850048,67+68
NT850049,67+68
NT851049,67+68
NT8505,67+68
NT850050,68
NT850051,68
NT850052,68
NT850053,68
NT850054,68
NT850055,68
NT850056,68
NT850057,68
NT850058,68
NT850059,68
NT851050,67+68
NT851051,68
NT851052,68
NT851053,68
NT851054,68
NT851055,68
NT851056,68
NT851057,68
NT851058,68
NT851059,68
NT852050,67+68
NT852051,68
NT852052,68
NT852053,68
NT852054,68
NT852055,68
NT852056,68
NT852057,68
NT852058,68
NT852059,68
NT853050,67+68
NT853051,68
NT853052,68
NT853053,68
NT853054,68
NT853055,68
NT853056,68
NT853057,68
NT853058,68
NT853059,68
NT854050,67+68
NT854051,68
NT854052,68
NT854053,68
NT854054,68
NT854055,68
NT854056,68
NT854057,68
NT854058,68
NT854059,68
NT855050,67+68
NT855051,68
NT855052,68
NT855053,68
NT855054,68
NT855055,68
NT855056,68
NT855057,68
NT855058,68
NT855059,68
NT856050,67+68
NT856051,68
NT856052,68
NT856053,68
NT856054,68
NT856055,68
NT856056,68
NT856057,68
NT856058,68
NT856059,68
NT857050,67+68
NT857051,68
NT857052,68
NT857053,68
NT857054,68
NT857055,68
NT857056,68
NT857057,68
NT857058,68
NT857059,68
NT858050,67+68
NT858051,68
NT858052,68
NT858053,68
NT858054,68
NT858055,68
NT858056,68
NT858057,68
NT858058,68
NT858059,68
NT859050,67+68
NT859051,68
NT859052,68
NT859053,68
NT859054,68
NT859055,68
NT859056,68
NT859057,68
NT859058,68
NT859059,68
NT80N,68
NT80P,68
NT80S,67+68
NT8605,67+68
NT860050,67+68
NT860051,68
NT860052,68
NT860053,68
NT860054,68
NT860055,68
NT860056,68
NT860057,68
NT860058,68
NT860059,68
NT861050,67+68
NT861051,68
NT861052,68
NT861053,68
NT861054,68
NT861055,68
NT861056,68
NT861057,68
NT861058,68
NT861059,68
NT862050,67+68
NT862051,68
NT862052,68
NT862053,68
NT862054,68
NT862055,68
NT862056,68
NT862057,68
NT862058,68
NT862059,68
NT863050,67+68
NT863051,68
NT863052,68
NT863053,68
NT863054,68
NT863055,68
NT863056,68
NT863057,68
NT863058,68
NT863059,68
NT864050,67+68
NT864051,68
NT864052,68
NT864053,68
NT864054,68
NT864055,68
NT864056,68
NT864057,68
NT864058,68
NT864059,68
NT865050,67+68
NT865051,68
NT865052,68
NT865053,68
NT865054,68
NT865055,68
NT865056,68
NT865057,68
NT865058,68
NT865059,68
NT866050,67+68
NT866051,68
NT866052,68
NT866053,68
NT866054,68
NT866055,68
NT866056,68
NT866057,68
NT866058,68
NT866059,68
NT867050,67+68
NT867051,68
NT867052,68
NT867053,68
NT867054,68
NT867055,68
NT867056,68
NT867057,68
NT867058,68
NT867059,68
NT868050,67+68
NT868051,67+68
NT868052,68
NT868053,68
NT868054,68
NT868055,68
NT868056,68
NT868057,68
NT868058,68
NT868059,68
NT869051,67+68
NT869052,68
NT869053,68
NT869054,68
NT869055,68
NT869056,68
NT869057,68
NT869058,68
NT869059,68
NT8705,67+68
NT870051,67+68
NT870052,68
NT870053,68
NT870054,68
NT870055,68
NT870056,68
NT870057,68
NT870058,68
NT870059,68
NT871051,67+68
NT871052,68
NT871053,68
NT871054,68
NT871055,68
NT871056,68
NT871057,68
NT871058,68
NT871059,68
NT872051,67+68
NT872052,68
NT872053,68
NT872054,68
NT872055,68
NT872056,68
NT872057,68
NT872058,68
NT872059,68
NT873051,67+68
NT873052,68
NT873053,68
NT873054,68
NT873055,68
NT873056,68
NT873057,68
NT873058,68
NT873059,68
NT874051,67+68
NT874052,68
NT874053,68
NT874054,68
NT874055,68
NT874056,68
NT874057,68
NT874058,68
NT874059,68
NT875051,67+68
NT875052,67+68
NT875053,68
NT875054,68
NT875055,68
NT875056,68
NT875057,68
NT875058,68
NT875059,68
NT876052,67+68
NT876053,68
NT876054,68
NT876055,68
NT876056,68
NT876057,68
NT876058,68
NT876059,68
NT877052,67+68
NT877053,68
NT877054,68
NT877055,68
NT877056,68
NT877057,68
NT877058,68
NT877059,68
NT878052,67+68
NT878053,68
NT878054,68
NT878055,68
NT878056,68
NT878057,68
NT878058,68
NT878059,68
NT879052,67+68
NT879053,68
NT879054,68
NT879055,68
NT879056,68
NT879057,68
NT879058,68
NT879059,68
NT80T,68
NT80U,68
NT80X,67+68
NT8805,67+68
NT880052,67+68
NT880053,67+68
NT880054,68
NT880055,68
NT880056,68
NT880057,68
NT880058,68
NT880059,68
NT881053,67+68
NT881054,68
NT881055,68
NT881056,68
NT881057,68
NT881058,68
NT881059,68
NT882053,67+68
NT882054,68
NT882055,68
NT882056,68
NT882057,68
NT882058,68
NT882059,68
NT883053,67+68
NT883054,67+68
NT883055,68
NT883056,68
NT883057,68
NT883058,68
NT883059,68
NT884054,67+68
NT884055,67+68
NT884056,68
NT884057,68
NT884058,68
NT884059,68
NT885055,67+68
NT885056,67+68
NT885057,68
NT885058,68
NT885059,68
NT886056,67+68
NT886057,67+68
NT886058,68
NT886059,68
NT887057,67+68
NT887058,67+68
NT887059,67+68
NT8905,67+68
NT895059,67+68
NT896059,67+68
NT80Y,67+68
NT8806,67+68
NT880060,68
NT880061,68
NT880062,68
NT880063,68
NT880064,68
NT880065,68
NT880066,68
NT880067,68
NT880068,68
NT880069,68
NT881060,68
NT881061,68
NT881062,68
NT881063,68
NT881064,68
NT881065,68
NT881066,68
NT881067,68
NT881068,68
NT881069,68
NT882060,68
NT882061,68
NT882062,68
NT882063,68
NT882064,68
NT882065,68
NT882066,68
NT882067,68
NT882068,68
NT882069,68
NT883060,68
NT883061,68
NT883062,68
NT883063,68
NT883064,68
NT883065,68
NT883066,68
NT883067,68
NT883068,68
NT883069,68
NT884060,68
NT884061,68
NT884062,68
NT884063,68
NT884064,68
NT884065,68
NT884066,68
NT884067,68
NT884068,68
NT884069,68
NT885060,68
NT885061,68
NT885062,68
NT885063,68
NT885064,68
NT885065,68
NT885066,68
NT885067,68
NT885068,68
NT885069,68
NT886060,68
NT886061,68
NT886062,68
NT886063,68
NT886064,68
NT886065,68
NT886066,68
NT886067,68
NT886068,68
NT886069,68
NT887060,67+68
NT887061,68
NT887062,68
NT887063,68
NT887064,68
NT887065,68
NT887066,68
NT887067,68
NT887068,68
NT887069,68
NT888060,67+68
NT888061,67+68
NT888062,68
NT888063,68
NT888064,68
NT888065,68
NT888066,68
NT888067,68
NT888068,68
NT888069,68
NT889061,67+68
NT889062,68
NT889063,68
NT889064,68
NT889065,68
NT889066,68
NT889067,68
NT889068,68
NT889069,68
NT8807,68
NT8906,67+68
NT890061,67+68
NT890062,68
NT890063,68
NT890064,68
NT890065,68
NT890066,68
NT890067,68
NT890068,68
NT890069,68
NT891061,67+68
NT891062,68
NT891063,68
NT891064,68
NT891065,68
NT891066,68
NT891067,68
NT891068,68
NT891069,68
NT892061,67+68
NT892062,68
NT892063,68
NT892064,68
NT892065,68
NT892066,68
NT892067,68
NT892068,68
NT892069,68
NT893061,67+68
NT893062,68
NT893063,68
NT893064,68
NT893065,68
NT893066,68
NT893067,68
NT893068,68
NT893069,68
NT894060,67+68
NT894061,67+68
NT894062,68
NT894063,68
NT894064,68
NT894065,68
NT894066,68
NT894067,68
NT894068,68
NT894069,68
NT895060,67+68
NT895061,68
NT895062,68
NT895063,68
NT895064,68
NT895065,68
NT895066,68
NT895067,68
NT895068,68
NT895069,68
NT896060,67+68
NT896061,68
NT896062,68
NT896063,68
NT896064,68
NT896065,68
NT896066,68
NT896067,68
NT896068,68
NT896069,68
NT897060,67+68
NT897061,67+68
NT897062,68
NT897063,68
NT897064,68
NT897065,68
NT897066,68
NT897067,68
NT897068,68
NT897069,68
NT898061,67+68
NT898062,68
NT898063,68
NT898064,68
NT898065,68
NT898066,68
NT898067,68
NT898068,68
NT898069,68
NT899061,67+68
NT899062,67+68
NT899063,68
NT899064,68
NT899065,68
NT899066,68
NT899067,68
NT899068,68
NT899069,68
NT8907,68
NT80Z,68
NT81,68+80
NT81SW,68+80
NT81NW,68+80
NT81SE,68+80
NT81NE,68+80
NT81A,68
NT81B,68+80
NT8012,68+80
NT800120,68
NT800121,68
NT800122,68
NT800123,68
NT800124,68
NT800125,68
NT800126,68+80
NT801120,68
NT801121,68
NT801122,68
NT801123,68
NT801124,68
NT801125,68
NT801126,68+80
