NU,0+67+68
NY717496,67
NY717497,67
NY717498,67
NY717499,67
NY718491,67+70
NY718492,67+70
NY718493,67
NY718494,67
NY718495,67
NY718496,67
NY718497,67
NY718498,67
NY718499,67
NY719492,67+70
NY719493,67+70
NY719494,67
NY719495,67
NY719496,67
NY719497,67
NY719498,67
NY719499,67
NY74J,67+70
NY7249,67+70
NY720493,67+70
NY720494,67+70
NY720495,67
NY720496,67
NY720497,67
NY720498,67
NY720499,67
NY721494,67+70
NY721495,67
NY721496,67
NY721497,67
NY721498,67
NY721499,67
NY722494,67+70
NY722495,67+70
NY722496,67
NY722497,67
NY722498,67
NY722499,67
NY723495,67+70
NY723496,67
NY723497,67
NY723498,67
NY723499,67
NY724495,67+70
NY724496,67+70
NY724497,67
NY724498,67
NY724499,67
NY725496,67+70
NY725497,67
NY725498,67
NY725499,67
NY726496,67+70
NY726497,67+70
NY726498,67
NY726499,67
NY727497,67+70
NY727498,67
NY727499,67
NY728497,67+70
NY728498,67+70
NY728499,67
NY729498,67+70
NY729499,67+70
NY7349,67+70
NY730499,67+70
NY74P,67+70
NY7448,67+70
NY748488,67+70
NY748489,67+70
NY749487,67+70
NY749488,67+70
NY749489,67
NY7449,67+70
NY745497,67+70
NY745498,67+70
NY745499,67+70
NY746494,67+70
NY746495,67+70
NY746496,67+70
NY746497,67+70
NY746498,67
NY746499,67
NY747491,67+70
NY747492,67+70
NY747493,67+70
NY747494,67+70
NY747495,67
NY747496,67
NY747497,67
NY747498,67
NY747499,67
NY748490,67+70
NY748491,67+70
NY748492,67
NY748493,67
NY748494,67
NY748495,67
NY748496,67
NY748497,67
NY748498,67
NY748499,67
NY749490,67
NY749491,67
NY749492,67
NY749493,67
NY749494,67
NY749495,67
NY749496,67
NY749497,67
NY749498,67
NY749499,67
NY7548,67+70
NY750486,67+70
NY750487,67+70
NY750488,67
NY750489,67
NY751486,67+70
NY751487,67
NY751488,67
NY751489,67
NY752485,67+70
NY752486,67+70
NY752487,67
NY752488,67
NY752489,67
NY753485,67+70
NY753486,67
NY753487,67
NY753488,67
NY753489,67
NY754485,67+70
NY754486,67
NY754487,67
NY754488,67
NY754489,67
NY755484,67+70
NY755485,67+70
NY755486,67
NY755487,67
NY755488,67
NY755489,67
NY756483,67+70
NY756484,67+70
NY756485,67
NY756486,67
NY756487,67
NY756488,67
NY756489,67
NY757483,67+70
NY757484,67
NY757485,67
NY757486,67
NY757487,67
NY757488,67
NY757489,67
NY758482,67+70
NY758483,67+70
NY758484,67
NY758485,67
NY758486,67
NY758487,67
NY758488,67
NY758489,67
NY759482,67+70
NY759483,67
NY759484,67
NY759485,67
NY759486,67
NY759487,67
NY759488,67
NY759489,67
NY7549,67
NY74S,67+70
NY7745,67+70
NY776459,67+70
NY777458,67+70
NY777459,67+70
NY778457,67+70
NY778458,67+70
NY778459,67
NY779457,67+70
NY779458,67
NY779459,67
NY74T,67+70
NY7646,67+70
NY768469,67+70
NY769468,67+70
NY769469,67+70
NY7647,67+70
NY760479,67+70
NY761478,67+70
NY761479,67+70
NY762477,67+70
NY762478,67+70
NY762479,67
NY763473,67+70
NY763474,67+70
NY763475,67+70
NY763476,67+70
NY763477,67+70
NY763478,67
NY763479,67
NY764472,67+70
NY764473,67+70
NY764474,67
NY764475,67
NY764476,67
NY764477,67
NY764478,67
NY764479,67
NY765472,67+70
NY765473,67
NY765474,67
NY765475,67
NY765476,67
NY765477,67
NY765478,67
NY765479,67
NY766471,67+70
NY766472,67+70
NY766473,67
NY766474,67
NY766475,67
NY766476,67
NY766477,67
NY766478,67
NY766479,67
NY767470,67+70
NY767471,67+70
NY767472,67
NY767473,67
NY767474,67
NY767475,67
NY767476,67
NY767477,67
NY767478,67
NY767479,67
NY768470,67+70
NY768471,67
NY768472,67
NY768473,67
NY768474,67
NY768475,67
NY768476,67
NY768477,67
NY768478,67
NY768479,67
NY769470,67
NY769471,67
NY769472,67
NY769473,67
NY769474,67
NY769475,67
NY769476,67
NY769477,67
NY769478,67
NY769479,67
NY7746,67+70
NY770467,67+70
NY770468,67+70
NY770469,67
NY771466,67+70
NY771467,67+70
NY771468,67
NY771469,67
NY772465,67+70
NY772466,67+70
NY772467,67
NY772468,67
NY772469,67
NY773463,67+70
NY773464,67+70
NY773465,67+70
NY773466,67
NY773467,67
NY773468,67
NY773469,67
NY774462,67+70
NY774463,67+70
NY774464,67
NY774465,67
NY774466,67
NY774467,67
NY774468,67
NY774469,67
NY775461,67+70
NY775462,67+70
NY775463,67
NY775464,67
NY775465,67
NY775466,67
NY775467,67
NY775468,67
NY775469,67
NY776460,67+70
NY776461,67+70
NY776462,67
NY776463,67
NY776464,67
NY776465,67
NY776466,67
NY776467,67
NY776468,67
NY776469,67
NY777460,67
NY777461,67
NY777462,67
NY777463,67
NY777464,67
NY777465,67
NY777466,67
NY777467,67
NY777468,67
NY777469,67
NY778460,67
NY778461,67
NY778462,67
NY778463,67
NY778464,67
NY778465,67
NY778466,67
NY778467,67
NY778468,67
NY778469,67
NY779460,67
NY779461,67
NY779462,67
NY779463,67
NY779464,67
NY779465,67
NY779466,67
NY779467,67
NY779468,67
NY779469,67
NY7747,67
NY74U,67+70
NY7648,67+70
NY760480,67+70
NY760481,67+70
NY760482,67+70
NY760483,67
NY760484,67
NY760485,67
NY760486,67
NY760487,67
NY760488,67
NY760489,67
NY761480,67+70
NY761481,67+70
NY761482,67
NY761483,67
NY761484,67
NY761485,67
NY761486,67
NY761487,67
NY761488,67
NY761489,67
NY762480,67
NY762481,67
NY762482,67
NY762483,67
NY762484,67
NY762485,67
NY762486,67
NY762487,67
NY762488,67
NY762489,67
NY763480,67
NY763481,67
NY763482,67
NY763483,67
NY763484,67
NY763485,67
NY763486,67
NY763487,67
NY763488,67
NY763489,67
NY764480,67
NY764481,67
NY764482,67
NY764483,67
NY764484,67
NY764485,67
NY764486,67
NY764487,67
NY764488,67
NY764489,67
NY765480,67
NY765481,67
NY765482,67
NY765483,67
NY765484,67
NY765485,67
NY765486,67
NY765487,67
NY765488,67
NY765489,67
NY766480,67
NY766481,67
NY766482,67
NY766483,67
NY766484,67
NY766485,67
NY766486,67
NY766487,67
NY766488,67
NY766489,67
NY767480,67
NY767481,67
NY767482,67
NY767483,67
NY767484,67
NY767485,67
NY767486,67
NY767487,67
NY767488,67
NY767489,67
NY768480,67
NY768481,67
NY768482,67
NY768483,67
NY768484,67
NY768485,67
NY768486,67
NY768487,67
NY768488,67
NY768489,67
NY769480,67
NY769481,67
NY769482,67
NY769483,67
NY769484,67
NY769485,67
NY769486,67
NY769487,67
NY769488,67
NY769489,67
NY7649,67
NY7748,67
NY7749,67
NY74X,66+67+70
NY7845,67+70
NY780457,67+70
NY780458,67+70
NY780459,67
NY781458,67+70
NY781459,67
NY782458,67+70
NY782459,67
NY783458,67+70
NY783459,67
NY784457,67+70
NY784458,67+70
NY784459,67
NY785456,67+70
NY785457,67+70
NY785458,67
NY785459,67
NY786455,67+70
NY786456,67+70
NY786457,67
NY786458,67
NY786459,67
NY787455,67+70
NY787456,67
NY787457,67
NY787458,67
NY787459,67
NY788455,67+70
NY788456,67+70
NY788457,67
NY788458,67
NY788459,67
NY789456,67+70
NY789457,67
NY789458,67
NY789459,67
NY7944,66+67+70
NY792445,67+70
NY792446,67+70
NY792447,67+70
NY792448,67+70
NY792449,67+70
NY793444,67+70
NY793445,67+70
NY793446,67+70
NY793447,67+70
NY793448,67
NY793449,67
NY794443,67+70
NY794444,67+70
NY794445,67
NY794446,67
NY794447,67
NY794448,67
NY794449,67
NY795443,67+70
NY795444,67
NY795445,67
NY795446,67
NY795447,67
NY795448,67
NY795449,67
NY796442,67+70
NY796443,67+70
NY796444,67
NY796445,67
NY796446,67
NY796447,67
NY796448,67
NY796449,67
NY797442,67+70
NY797443,67
NY797444,67
NY797445,67
NY797446,67
NY797447,67
NY797448,67
NY797449,67
NY798441,67+70
NY798442,67+70
NY798443,67
NY798444,67
NY798445,67
NY798446,67
NY798447,67
NY798448,67
NY798449,67
NY799440,66+67+70
NY799441,67+70
NY799442,67
NY799443,67
NY799444,67
NY799445,67
NY799446,67
NY799447,67
NY799448,67
NY799449,67
NY7945,67+70
NY790452,67+70
NY790453,67+70
NY790454,67+70
NY790455,67+70
NY790456,67+70
NY790457,67
NY790458,67
NY790459,67
NY791450,67+70
NY791451,67+70
NY791452,67+70
NY791453,67
NY791454,67
NY791455,67
NY791456,67
NY791457,67
NY791458,67
NY791459,67
NY792450,67+70
NY792451,67
NY792452,67
NY792453,67
NY792454,67
NY792455,67
NY792456,67
NY792457,67
NY792458,67
NY792459,67
NY793450,67
NY793451,67
NY793452,67
NY793453,67
NY793454,67
NY793455,67
NY793456,67
NY793457,67
NY793458,67
NY793459,67
NY794450,67
NY794451,67
NY794452,67
NY794453,67
NY794454,67
NY794455,67
NY794456,67
NY794457,67
NY794458,67
NY794459,67
NY795450,67
NY795451,67
NY795452,67
NY795453,67
NY795454,67
NY795455,67
NY795456,67
NY795457,67
NY795458,67
NY795459,67
NY796450,67
NY796451,67
NY796452,67
NY796453,67
NY796454,67
NY796455,67
NY796456,67
NY796457,67
NY796458,67
NY796459,67
NY797450,67
NY797451,67
NY797452,67
NY797453,67
NY797454,67
NY797455,67
NY797456,67
NY797457,67
NY797458,67
NY797459,67
NY798450,67
NY798451,67
NY798452,67
NY798453,67
NY798454,67
NY798455,67
NY798456,67
NY798457,67
NY798458,67
NY798459,67
NY799450,67
NY799451,67
NY799452,67
NY799453,67
NY799454,67
NY799455,67
NY799456,67
NY799457,67
NY799458,67
NY799459,67
NY74Y,67
NY74Z,67
NY75,67+70
NY75SW,67+70
NY75NW,67
NY75SE,67
NY75NE,67
NY75A,67
NY75B,67
NY75C,67
NY75D,67
NY75E,67
NY75F,67+70
NY7250,67
NY7251,67
NY7350,67+70
NY730500,67+70
NY730501,67
NY730502,67
NY730503,67
NY730504,67
NY730505,67
NY730506,67
NY730507,67
NY730508,67
NY730509,67
NY731500,67+70
NY731501,67+70
NY731502,67+70
NY731503,67
NY731504,67
NY731505,67
NY731506,67
NY731507,67
NY731508,67
NY731509,67
NY732502,67+70
NY732503,67+70
NY732504,67+70
NY732505,67
NY732506,67
NY732507,67
NY732508,67
NY732509,67
NY733504,67+70
NY733505,67+70
NY733506,67+70
NY733507,67
NY733508,67
NY733509,67
NY734506,67+70
NY734507,67+70
NY734508,67+70
NY734509,67
NY735508,67+70
NY735509,67+70
NY7351,67+70
NY730510,67
NY730511,67
NY730512,67
NY730513,67
NY730514,67
NY730515,67
NY730516,67
NY730517,67
NY730518,67
NY730519,67
NY731510,67
NY731511,67
NY731512,67
NY731513,67
NY731514,67
NY731515,67
NY731516,67
NY731517,67
NY731518,67
NY731519,67
NY732510,67
NY732511,67
NY732512,67
NY732513,67
NY732514,67
NY732515,67
NY732516,67
NY732517,67
NY732518,67
NY732519,67
NY733510,67
NY733511,67
NY733512,67
NY733513,67
NY733514,67
NY733515,67
NY733516,67
NY733517,67
NY733518,67
NY733519,67
NY734510,67
NY734511,67
NY734512,67
NY734513,67
NY734514,67
NY734515,67
NY734516,67
NY734517,67
NY734518,67
NY734519,67
NY735510,67+70
NY735511,67+70
NY735512,67
NY735513,67
NY735514,67
NY735515,67
NY735516,67
NY735517,67
NY735518,67
NY735519,67
NY736511,67+70
NY736512,67+70
NY736513,67+70
NY736514,67
NY736515,67
NY736516,67
NY736517,67
NY736518,67
NY736519,67
NY737512,67+70
NY737513,67+70
NY737514,67
NY737515,67
NY737516,67
NY737517,67
NY737518,67
NY737519,67
NY738511,67+70
NY738512,67+70
NY738513,67
NY738514,67
NY738515,67
NY738516,67
NY738517,67
NY738518,67
NY738519,67
NY739510,67+70
NY739511,67+70
NY739512,67
NY739513,67
NY739514,67
NY739515,67
NY739516,67
NY739517,67
NY739518,67
NY739519,67
NY75G,67
NY75H,67
NY75I,67
NY75J,67
NY75K,67+70
NY7450,67+70
NY740509,67+70
NY741509,67+70
NY742508,67+70
NY742509,67+70
NY743504,67+70
NY743505,67+70
NY743506,67+70
NY743507,67+70
NY743508,67+70
NY743509,67
NY744500,67+70
NY744501,67+70
NY744502,67+70
NY744503,67+70
NY744504,67+70
NY744505,67
NY744506,67
NY744507,67
NY744508,67
NY744509,67
NY745500,67+70
NY745501,67
NY745502,67
NY745503,67
NY745504,67
NY745505,67
NY745506,67
NY745507,67
NY745508,67
NY745509,67
NY746500,67
NY746501,67
NY746502,67
NY746503,67
NY746504,67
NY746505,67
NY746506,67
NY746507,67
NY746508,67
NY746509,67
NY747500,67
NY747501,67
NY747502,67
NY747503,67
NY747504,67
NY747505,67
NY747506,67
NY747507,67
NY747508,67
NY747509,67
NY748500,67
NY748501,67
NY748502,67
NY748503,67
NY748504,67
NY748505,67
NY748506,67
NY748507,67
NY748508,67
NY748509,67
NY749500,67
NY749501,67
NY749502,67
NY749503,67
NY749504,67
NY749505,67
NY749506,67
NY749507,67
NY749508,67
NY749509,67
NY7451,67+70
NY740510,67+70
NY740511,67
NY740512,67
NY740513,67
NY740514,67
NY740515,67
NY740516,67
NY740517,67
NY740518,67
NY740519,67
NY741510,67
NY741511,67
NY741512,67
NY741513,67
NY741514,67
NY741515,67
NY741516,67
NY741517,67
NY741518,67
NY741519,67
NY742510,67
NY742511,67
NY742512,67
NY742513,67
NY742514,67
NY742515,67
NY742516,67
NY742517,67
NY742518,67
NY742519,67
NY743510,67
NY743511,67
NY743512,67
NY743513,67
NY743514,67
NY743515,67
NY743516,67
NY743517,67
NY743518,67
NY743519,67
NY744510,67
NY744511,67
NY744512,67
NY744513,67
NY744514,67
NY744515,67
NY744516,67
NY744517,67
NY744518,67
NY744519,67
NY745510,67
NY745511,67
NY745512,67
NY745513,67
NY745514,67
NY745515,67
NY745516,67
NY745517,67
NY745518,67
NY745519,67
NY746510,67
NY746511,67
NY746512,67
NY746513,67
NY746514,67
NY746515,67
NY746516,67
NY746517,67
NY746518,67
NY746519,67
NY747510,67
NY747511,67
NY747512,67
NY747513,67
NY747514,67
NY747515,67
NY747516,67
NY747517,67
NY747518,67
NY747519,67
NY748510,67
NY748511,67
NY748512,67
NY748513,67
NY748514,67
NY748515,67
NY748516,67
NY748517,67
NY748518,67
NY748519,67
NY749510,67
NY749511,67
NY749512,67
NY749513,67
NY749514,67
NY749515,67
NY749516,67
NY749517,67
NY749518,67
NY749519,67
NY7550,67
NY7551,67
NY75L,67
NY75M,67
NY75N,67
NY75P,67
NY75Q,67
NY75R,67
NY75S,67
NY75T,67
NY75U,67
NY75V,67
NY75W,67
NY75X,67
NY75Y,67
NY75Z,67
NY76,67
NY77,67
NY78,67
NY79,67
NY84,66+67+70
NY84SW,66+67+70
NY84NW,67
NY84SE,66+67
NY84NE,66+67
NY84C,66+67+70
NY8044,66+67+70
NY800440,66+67+70
NY800441,67
NY800442,67
NY800443,67
NY800444,67
NY800445,67
NY800446,67
NY800447,67
NY800448,67
NY800449,67
NY801440,66+67
NY801441,67
NY801442,67
NY801443,67
NY801444,67
NY801445,67
NY801446,67
NY801447,67
NY801448,67
NY801449,67
NY802440,66+67
NY802441,66+67
NY802442,67
NY802443,67
NY802444,67
NY802445,67
NY802446,67
NY802447,67
NY802448,67
NY802449,67
NY803441,66+67
NY803442,67
NY803443,67
NY803444,67
NY803445,67
NY803446,67
NY803447,67
NY803448,67
NY803449,67
NY804441,66+67
NY804442,67
NY804443,67
NY804444,67
NY804445,67
NY804446,67
NY804447,67
NY804448,67
NY804449,67
NY805441,66+67
NY805442,66+67
NY805443,67
NY805444,67
NY805445,67
NY805446,67
NY805447,67
NY805448,67
NY805449,67
NY806442,66+67
NY806443,67
NY806444,67
NY806445,67
NY806446,67
NY806447,67
NY806448,67
NY806449,67
NY807442,66+67
NY807443,66+67
NY807444,67
NY807445,67
NY807446,67
NY807447,67
NY807448,67
NY807449,67
NY808442,66+67
NY808443,66+67
NY808444,67
NY808445,67
NY808446,67
NY808447,67
NY808448,67
NY808449,67
NY809442,66+67
NY809443,66+67
NY809444,67
NY809445,67
NY809446,67
NY809447,67
NY809448,67
NY809449,67
NY8045,67
NY8144,66+67
NY810443,66+67
NY810444,67
NY810445,67
NY810446,67
NY810447,67
NY810448,67
NY810449,67
NY811443,66+67
NY811444,67
NY811445,67
NY811446,67
NY811447,67
NY811448,67
NY811449,67
NY812442,66+67
NY812443,66+67
NY812444,67
NY812445,67
NY812446,67
NY812447,67
NY812448,67
NY812449,67
NY813443,66+67
NY813444,66+67
NY813445,66+67
NY813446,67
NY813447,67
NY813448,67
NY813449,67
NY814445,66+67
NY814446,66+67
NY814447,67
NY814448,67
NY814449,67
NY815446,66+67
NY815447,67
NY815448,67
NY815449,67
NY816446,66+67
NY816447,67
NY816448,67
NY816449,67
NY817446,66+67
NY817447,66+67
NY817448,67
NY817449,67
NY818447,66+67
NY818448,66+67
NY818449,67
NY819448,66+67
NY819449,67
NY8145,67
NY84D,67
NY84E,67
NY84G,66+67
NY8343,66+67
NY837439,66+67
NY838439,66+67
NY839438,66+67
NY839439,66+67
NY84H,66+67
NY8244,66+67
NY820447,66+67
NY820448,66+67
NY820449,67
NY821447,66+67
NY821448,67
NY821449,67
NY822446,66+67
NY822447,66+67
NY822448,67
NY822449,67
NY823446,66+67
NY823447,67
NY823448,67
NY823449,67
NY824445,66+67
NY824446,66+67
NY824447,67
NY824448,67
NY824449,67
NY825445,66+67
NY825446,67
NY825447,67
NY825448,67
NY825449,67
NY826445,66+67
NY826446,67
NY826447,67
NY826448,67
NY826449,67
NY827444,66+67
NY827445,66+67
NY827446,67
NY827447,67
NY827448,67
NY827449,67
NY828444,66+67
NY828445,67
NY828446,67
NY828447,67
NY828448,67
NY828449,67
NY829443,66+67
NY829444,66+67
NY829445,67
NY829446,67
NY829447,67
NY829448,67
NY829449,67
NY8245,67
NY8344,66+67
NY830442,66+67
NY830443,66+67
NY830444,67
NY830445,67
NY830446,67
NY830447,67
NY830448,67
NY830449,67
NY831442,66+67
NY831443,67
NY831444,67
NY831445,67
NY831446,67
NY831447,67
NY831448,67
NY831449,67
NY832442,66+67
NY832443,67
NY832444,67
NY832445,67
NY832446,67
NY832447,67
NY832448,67
NY832449,67
NY833440,66+67
NY833441,66+67
NY833442,66+67
NY833443,67
NY833444,67
NY833445,67
NY833446,67
NY833447,67
NY833448,67
NY833449,67
NY834440,66+67
NY834441,67
NY834442,67
NY834443,67
NY834444,67
NY834445,67
NY834446,67
NY834447,67
NY834448,67
NY834449,67
NY835440,66+67
NY835441,67
NY835442,67
NY835443,67
NY835444,67
NY835445,67
NY835446,67
NY835447,67
NY835448,67
NY835449,67
NY836440,66+67
NY836441,67
NY836442,67
NY836443,67
NY836444,67
NY836445,67
NY836446,67
NY836447,67
NY836448,67
NY836449,67
NY837440,66+67
NY837441,67
NY837442,67
NY837443,67
NY837444,67
NY837445,67
NY837446,67
NY837447,67
NY837448,67
NY837449,67
NY838440,67
NY838441,67
NY838442,67
NY838443,67
NY838444,67
NY838445,67
NY838446,67
NY838447,67
NY838448,67
NY838449,67
NY839440,67
NY839441,67
NY839442,67
NY839443,67
NY839444,67
NY839445,67
NY839446,67
NY839447,67
NY839448,67
NY839449,67
NY8345,67
NY84I,67
NY84J,67
NY84L,66+67
NY8443,66+67
NY840437,66+67
NY840438,66+67
NY840439,67
NY841436,66+67
NY841437,66+67
NY841438,67
NY841439,67
NY842436,66+67
NY842437,67
NY842438,67
NY842439,67
NY843436,66+67
NY843437,67
NY843438,67
NY843439,67
NY844436,66+67
NY844437,67
NY844438,67
NY844439,67
NY845436,66+67
NY845437,67
NY845438,67
NY845439,67
NY846436,66+67
NY846437,67
NY846438,67
NY846439,67
NY847435,66+67
NY847436,66+67
NY847437,67
NY847438,67
NY847439,67
NY848435,66+67
NY848436,67
NY848437,67
NY848438,67
NY848439,67
NY849433,66+67
NY849434,66+67
NY849435,66+67
NY849436,67
NY849437,67
NY849438,67
NY849439,67
NY8543,66+67
NY850432,66+67
NY850433,66+67
NY850434,67
NY850435,67
NY850436,67
NY850437,67
NY850438,67
NY850439,67
NY851432,66+67
NY851433,67
NY851434,67
NY851435,67
NY851436,67
NY851437,67
NY851438,67
NY851439,67
NY852432,66+67
NY852433,67
NY852434,67
NY852435,67
NY852436,67
NY852437,67
NY852438,67
NY852439,67
NY853431,66+67
NY853432,66+67
NY853433,67
NY853434,67
NY853435,67
NY853436,67
NY853437,67
NY853438,67
NY853439,67
NY854431,66+67
NY854432,67
NY854433,67
NY854434,67
NY854435,67
NY854436,67
NY854437,67
NY854438,67
NY854439,67
NY855431,66+67
NY855432,67
NY855433,67
NY855434,67
NY855435,67
NY855436,67
NY855437,67
NY855438,67
NY855439,67
NY856431,66+67
NY856432,67
NY856433,67
NY856434,67
NY856435,67
NY856436,67
NY856437,67
NY856438,67
NY856439,67
NY857431,66+67
NY857432,67
NY857433,67
NY857434,67
NY857435,67
NY857436,67
NY857437,67
NY857438,67
NY857439,67
NY858431,66+67
NY858432,67
NY858433,67
NY858434,67
NY858435,67
NY858436,67
NY858437,67
NY858438,67
NY858439,67
NY859431,66+67
NY859432,67
NY859433,67
NY859434,67
NY859435,67
NY859436,67
NY859437,67
NY859438,67
NY859439,67
NY84M,67
NY84N,67
NY84P,67
NY84R,66+67
NY8643,66+67
NY860430,66+67
NY860431,66+67
NY860432,67
NY860433,67
NY860434,67
NY860435,67
NY860436,67
NY860437,67
NY860438,67
NY860439,67
NY861431,66+67
NY861432,67
NY861433,67
