NG,0+97+104+105+110
NG128916,0
NG128917,0
NG128918,0+110
NG128919,0+110
NG129910,0+110
NG129911,0+110
NG129912,0
NG129913,0
NG129914,0
NG129915,0+110
NG129916,0+110
NG129917,0+110
NG129918,0+110
NG129919,110
NG1390,0+110
NG130900,0
NG130901,0
NG130902,0
NG130903,0
NG130904,0
NG130905,0
NG130906,0
NG130907,0+110
NG130908,0+110
NG130909,0+110
NG131900,0
NG131901,0
NG131902,0
NG131903,0
NG131904,0
NG131905,0
NG131906,0
NG131907,0
NG131908,0
NG131909,0
NG132900,0
NG132901,0
NG132902,0
NG132903,0+110
NG132904,0+110
NG132905,0+110
NG132906,0+110
NG132907,0+110
NG132908,0+110
NG132909,0+110
NG133900,0
NG133901,0+110
NG133902,0+110
NG133903,0+110
NG133904,110
NG133905,0+110
NG133906,0+110
NG133907,0
NG133908,0
NG133909,0+110
NG134900,0+110
NG134901,0+110
NG134902,0+110
NG134903,110
NG134904,110
NG134905,0+110
NG134906,0+110
NG134907,0
NG134908,0+110
NG134909,0+110
NG135900,110
NG135901,110
NG135902,110
NG135903,110
NG135904,110
NG135905,0+110
NG135906,0+110
NG135907,0+110
NG135908,0+110
NG135909,110
NG136900,110
NG136901,110
NG136902,110
NG136903,110
NG136904,0+110
NG136905,0+110
NG136906,0+110
NG136907,110
NG136908,110
NG136909,110
NG137900,110
NG137901,110
NG137902,110
NG137903,0+110
NG137904,0+110
NG137905,0+110
NG137906,110
NG137907,110
NG137908,110
NG137909,110
NG138900,110
NG138901,110
NG138902,0+110
NG138903,0+110
NG138904,0+110
NG138905,0+110
NG138906,0+110
NG138907,110
NG138908,110
NG138909,110
NG139900,110
NG139901,0+110
NG139902,0+110
NG139903,0+110
NG139904,0+110
NG139905,0+110
NG139906,0+110
NG139907,110
NG139908,110
NG139909,110
NG1391,0+110
NG130910,0+110
NG130911,0
NG130912,0+110
NG130913,0+110
NG130914,0+110
NG130915,0+110
NG130916,110
NG130917,110
NG130918,110
NG130919,110
NG131910,0
NG131911,0
NG131912,0+110
NG131913,110
NG131914,110
NG131915,110
NG131916,110
NG131917,110
NG131918,110
NG131919,110
NG132910,0+110
NG132911,0+110
NG132912,0+110
NG132913,110
NG132914,110
NG132915,110
NG132916,110
NG132917,110
NG132918,110
NG132919,110
NG133910,0+110
NG133911,110
NG133912,110
NG133913,110
NG133914,110
NG133915,110
NG133916,110
NG133917,110
NG133918,110
NG133919,110
NG134910,110
NG134911,110
NG134912,110
NG134913,110
NG134914,110
NG134915,110
NG134916,110
NG134917,110
NG134918,110
NG134919,110
NG135910,110
NG135911,110
NG135912,110
NG135913,110
NG135914,110
NG135915,110
NG135916,110
NG135917,110
NG135918,110
NG135919,110
NG136910,110
NG136911,110
NG136912,110
NG136913,110
NG136914,110
NG136915,110
NG136916,110
NG136917,110
NG136918,110
NG136919,110
NG137910,110
NG137911,110
NG137912,110
NG137913,110
NG137914,110
NG137915,110
NG137916,110
NG137917,110
NG137918,110
NG137919,110
NG138910,110
NG138911,110
NG138912,110
NG138913,110
NG138914,110
NG138915,110
NG138916,110
NG138917,110
NG138918,110
NG138919,110
NG139910,110
NG139911,110
NG139912,110
NG139913,110
NG139914,110
NG139915,110
NG139916,110
NG139917,110
NG139918,110
NG139919,110
NG19G,0+110
NG1292,0+110
NG120920,110
NG120921,110
NG120922,110
NG120923,110
NG120924,0+110
NG120925,0+110
NG120926,0+110
NG120927,0+110
NG120928,110
NG120929,110
NG121920,110
NG121921,110
NG121922,0+110
NG121923,0+110
NG121924,0+110
NG121925,0+110
NG121926,110
NG121927,110
NG121928,110
NG121929,110
NG122920,0+110
NG122921,0+110
NG122922,0+110
NG122923,0+110
NG122924,0+110
NG122925,110
NG122926,110
NG122927,110
NG122928,110
NG122929,110
NG123920,0+110
NG123921,0
NG123922,0+110
NG123923,0+110
NG123924,0+110
NG123925,0+110
NG123926,0+110
NG123927,110
NG123928,110
NG123929,110
NG124920,0
NG124921,0
NG124922,0
NG124923,0+110
NG124924,0
NG124925,0+110
NG124926,0+110
NG124927,0+110
NG124928,110
NG124929,110
NG125920,0
NG125921,0
NG125922,0
NG125923,0
NG125924,0
NG125925,0+110
NG125926,0+110
NG125927,0+110
NG125928,0+110
NG125929,110
NG126920,0
NG126921,0
NG126922,0
NG126923,0+110
NG126924,0+110
NG126925,0+110
NG126926,0+110
NG126927,0+110
NG126928,110
NG126929,110
NG127920,0
NG127921,0
NG127922,0+110
NG127923,0+110
NG127924,110
NG127925,110
NG127926,110
NG127927,110
NG127928,110
NG127929,110
NG128920,0+110
NG128921,0+110
NG128922,0+110
NG128923,110
NG128924,110
NG128925,110
NG128926,110
NG128927,110
NG128928,110
NG128929,110
NG129920,110
NG129921,110
NG129922,110
NG129923,110
NG129924,110
NG129925,110
NG129926,110
NG129927,110
NG129928,110
NG129929,110
NG1293,110
NG1392,110
NG1393,110
NG19H,110
NG19I,110
NG19J,110
NG19K,0+110
NG1490,0+110
NG140900,110
NG140901,0+110
NG140902,0
NG140903,0+110
NG140904,0+110
NG140905,110
NG140906,110
NG140907,110
NG140908,110
NG140909,110
NG141900,0+110
NG141901,0+110
NG141902,0+110
NG141903,0+110
NG141904,110
NG141905,110
NG141906,110
NG141907,110
NG141908,110
NG141909,110
NG142900,0+110
NG142901,0+110
NG142902,110
NG142903,110
NG142904,110
NG142905,110
NG142906,110
NG142907,110
NG142908,110
NG142909,110
NG143900,0
NG143901,0+110
NG143902,0+110
NG143903,110
NG143904,110
NG143905,110
NG143906,110
NG143907,110
NG143908,110
NG143909,110
NG144900,0
NG144901,0
NG144902,0+110
NG144903,0+110
NG144904,0+110
NG144905,0+110
NG144906,0+110
NG144907,0+110
NG144908,0+110
NG144909,110
NG145900,0
NG145901,0
NG145902,0+110
NG145903,0+110
NG145904,0+110
NG145905,0
NG145906,0+110
NG145907,0+110
NG145908,0+110
NG145909,110
NG146900,0
NG146901,0
NG146902,0
NG146903,0
NG146904,0
NG146905,0
NG146906,0+110
NG146907,0+110
NG146908,0+110
NG146909,110
NG147900,0
NG147901,0
NG147902,0
NG147903,0
NG147904,0+110
NG147905,0+110
NG147906,0+110
NG147907,110
NG147908,110
NG147909,110
NG148900,0
NG148901,0+110
NG148902,0
NG148903,0+110
NG148904,0+110
NG148905,0+110
NG148906,0+110
NG148907,110
NG148908,110
NG148909,110
NG149900,0+110
NG149901,0+110
NG149902,0+110
NG149903,0+110
NG149904,110
NG149905,110
NG149906,110
NG149907,110
NG149908,110
NG149909,110
NG1491,110
NG1590,0+110
NG150900,0+110
NG150901,0+110
NG150902,0+110
NG150903,110
NG150904,110
NG150905,110
NG150906,110
NG150907,110
NG150908,110
NG150909,110
NG151900,0+110
NG151901,110
NG151902,110
NG151903,110
NG151904,110
NG151905,110
NG151906,110
NG151907,110
NG151908,110
NG151909,110
NG152900,110
NG152901,110
NG152902,110
NG152903,110
NG152904,110
NG152905,110
NG152906,110
NG152907,110
NG152908,110
NG152909,110
NG153900,110
NG153901,110
NG153902,110
NG153903,110
NG153904,110
NG153905,110
NG153906,110
NG153907,110
NG153908,110
NG153909,110
NG154900,110
NG154901,110
NG154902,110
NG154903,110
NG154904,110
NG154905,110
NG154906,110
NG154907,110
NG154908,110
NG154909,110
NG155900,110
NG155901,110
NG155902,110
NG155903,110
NG155904,110
NG155905,110
NG155906,110
NG155907,110
NG155908,110
NG155909,110
NG156900,0+110
NG156901,0+110
NG156902,110
NG156903,110
NG156904,110
NG156905,110
NG156906,110
NG156907,110
NG156908,0+110
NG156909,0+110
NG157900,0+110
NG157901,0+110
NG157902,110
NG157903,110
NG157904,110
NG157905,110
NG157906,0+110
NG157907,0+110
NG157908,0+110
NG157909,0
NG158900,0
NG158901,0+110
NG158902,0+110
NG158903,0+110
NG158904,0+110
NG158905,0+110
NG158906,0+110
NG158907,0+110
NG158908,0
NG158909,0
NG159900,0
NG159901,0+110
NG159902,0+110
NG159903,0+110
NG159904,0+110
NG159905,0+110
NG159906,0+110
NG159907,0
NG159908,0
NG159909,0+110
NG1591,0+110
NG150910,110
NG150911,110
NG150912,110
NG150913,110
NG150914,110
NG150915,110
NG150916,110
NG150917,110
NG150918,110
NG150919,110
NG151910,110
NG151911,110
NG151912,110
NG151913,110
NG151914,110
NG151915,110
NG151916,110
NG151917,110
NG151918,110
NG151919,110
NG152910,110
NG152911,110
NG152912,110
NG152913,110
NG152914,110
NG152915,110
NG152916,110
NG152917,110
NG152918,110
NG152919,110
NG153910,110
NG153911,110
NG153912,0+110
NG153913,0+110
NG153914,110
NG153915,110
NG153916,110
NG153917,110
NG153918,110
NG153919,110
NG154910,0+110
NG154911,0+110
NG154912,0+110
NG154913,0+110
NG154914,110
NG154915,110
NG154916,110
NG154917,110
NG154918,110
NG154919,110
NG155910,0+110
NG155911,0+110
NG155912,0+110
NG155913,0+110
NG155914,110
NG155915,110
NG155916,110
NG155917,110
NG155918,110
NG155919,110
NG156910,0+110
NG156911,0+110
NG156912,110
NG156913,110
NG156914,110
NG156915,110
NG156916,110
NG156917,110
NG156918,0+110
NG156919,0+110
NG157910,0+110
NG157911,0+110
NG157912,0+110
NG157913,0+110
NG157914,0+110
NG157915,0+110
NG157916,0+110
NG157917,0+110
NG157918,0+110
NG157919,0
NG158910,0
NG158911,0
NG158912,0
NG158913,0
NG158914,0
NG158915,0
NG158916,0
NG158917,0
NG158918,0
NG158919,0
NG159910,0+110
NG159911,0
NG159912,0
NG159913,0
NG159914,0
NG159915,0
NG159916,0
NG159917,0+110
NG159918,0
NG159919,0
NG19L,0+110
NG1492,110
NG1493,110
NG1592,0+110
NG150920,110
NG150921,110
NG150922,110
NG150923,110
NG150924,110
NG150925,110
NG150926,110
NG150927,110
NG150928,110
NG150929,110
NG151920,110
NG151921,110
NG151922,110
NG151923,110
NG151924,110
NG151925,110
NG151926,110
NG151927,110
NG151928,110
NG151929,110
NG152920,110
NG152921,110
NG152922,110
NG152923,110
NG152924,0+110
NG152925,0+110
NG152926,0+110
NG152927,0+110
NG152928,110
NG152929,110
NG153920,110
NG153921,110
NG153922,0+110
NG153923,0+110
NG153924,0+110
NG153925,0
NG153926,0+110
NG153927,0+110
NG153928,0+110
NG153929,110
NG154920,110
NG154921,0+110
NG154922,0+110
NG154923,0
NG154924,0
NG154925,0
NG154926,0
NG154927,0+110
NG154928,0+110
NG154929,110
NG155920,0+110
NG155921,0+110
NG155922,0
NG155923,0
NG155924,0
NG155925,0+110
NG155926,0+110
NG155927,0+110
NG155928,0+110
NG155929,110
NG156920,0+110
NG156921,0
NG156922,0
NG156923,0
NG156924,0+110
NG156925,0+110
NG156926,0+110
NG156927,0+110
NG156928,0+110
NG156929,110
NG157920,0
NG157921,0
NG157922,0
NG157923,0
NG157924,0+110
NG157925,110
NG157926,110
NG157927,110
NG157928,110
NG157929,110
NG158920,0
NG158921,0
NG158922,0
NG158923,0+110
NG158924,0+110
NG158925,0+110
NG158926,110
NG158927,110
NG158928,110
NG158929,110
NG159920,0
NG159921,0+110
NG159922,0+110
NG159923,0+110
NG159924,110
NG159925,110
NG159926,110
NG159927,110
NG159928,110
NG159929,110
NG1593,110
NG19M,110
NG19N,0+110
NG1496,110
NG1497,0+110
NG140970,110
NG140971,110
NG140972,110
NG140973,110
NG140974,110
NG140975,110
NG140976,110
NG140977,110
NG140978,110
NG140979,110
NG141970,110
NG141971,110
NG141972,110
NG141973,110
NG141974,110
NG141975,110
NG141976,110
NG141977,110
NG141978,110
NG141979,110
NG142970,110
NG142971,110
NG142972,110
NG142973,110
NG142974,110
NG142975,110
NG142976,110
NG142977,110
NG142978,110
NG142979,110
NG143970,110
NG143971,110
NG143972,110
NG143973,110
NG143974,110
NG143975,110
NG143976,110
NG143977,110
NG143978,110
NG143979,110
NG144970,110
NG144971,110
NG144972,110
NG144973,110
NG144974,110
NG144975,110
NG144976,110
NG144977,110
NG144978,110
NG144979,110
NG145970,110
NG145971,110
NG145972,110
NG145973,110
NG145974,110
NG145975,110
NG145976,110
NG145977,110
NG145978,110
NG145979,110
NG146970,110
NG146971,110
NG146972,110
NG146973,110
NG146974,110
NG146975,110
NG146976,110
NG146977,110
NG146978,110
NG146979,110
NG147970,110
NG147971,110
NG147972,110
NG147973,110
NG147974,110
NG147975,110
NG147976,110
NG147977,110
NG147978,110
NG147979,110
NG148970,110
NG148971,110
NG148972,110
NG148973,110
NG148974,110
NG148975,110
NG148976,110
NG148977,110
NG148978,110
NG148979,0+110
NG149970,110
NG149971,110
NG149972,110
NG149973,110
NG149974,0+110
NG149975,0+110
NG149976,0+110
NG149977,0+110
NG149978,0+110
NG149979,0+110
NG1596,0+110
NG150960,110
NG150961,110
NG150962,110
NG150963,110
NG150964,110
NG150965,110
NG150966,110
NG150967,110
NG150968,110
NG150969,110
NG151960,110
NG151961,110
NG151962,110
NG151963,110
NG151964,110
NG151965,110
NG151966,110
NG151967,0+110
NG151968,0+110
NG151969,0+110
NG152960,110
NG152961,110
NG152962,110
NG152963,110
NG152964,110
NG152965,0+110
NG152966,0+110
NG152967,0+110
NG152968,0
NG152969,0
NG153960,110
NG153961,110
NG153962,110
NG153963,110
NG153964,110
NG153965,0+110
NG153966,0
NG153967,0+110
NG153968,0
NG153969,0
NG154960,110
NG154961,110
NG154962,110
NG154963,110
NG154964,110
NG154965,0+110
NG154966,0+110
NG154967,0+110
NG154968,0
NG154969,0
NG155960,110
NG155961,110
NG155962,110
NG155963,110
NG155964,110
NG155965,110
NG155966,0+110
NG155967,0+110
NG155968,0
NG155969,0
NG156960,110
NG156961,110
NG156962,110
NG156963,110
NG156964,110
NG156965,0+110
NG156966,0+110
NG156967,0+110
NG156968,0
NG156969,0
NG157960,110
NG157961,110
NG157962,110
NG157963,110
NG157964,0+110
NG157965,0+110
NG157966,0+110
NG157967,0+110
NG157968,0
NG157969,0
NG158960,110
NG158961,110
NG158962,110
NG158963,0+110
NG158964,0+110
NG158965,0+110
NG158966,0+110
NG158967,0+110
NG158968,0
NG158969,0
NG159960,110
NG159961,110
NG159962,0+110
NG159963,0+110
NG159964,0+110
NG159965,110
NG159966,0+110
NG159967,0+110
NG159968,0
NG159969,0
NG1597,0+110
NG150970,110
NG150971,0+110
NG150972,0+110
NG150973,0+110
NG150974,0+110
NG150975,0+110
NG150976,0+110
NG150977,0
NG150978,0
NG150979,0
NG151970,0+110
NG151971,0+110
NG151972,0
NG151973,0
NG151974,0
NG151975,0
NG151976,0
NG151977,0
NG151978,0
NG151979,0
NG152970,0
NG152971,0
NG152972,0
NG152973,0
NG152974,0
NG152975,0
NG152976,0
NG152977,0
NG152978,0
NG152979,0
NG153970,0
NG153971,0
NG153972,0
NG153973,0
NG153974,0
NG153975,0
NG153976,0
NG153977,0
NG153978,0
NG153979,0
NG154970,0
NG154971,0
NG154972,0
NG154973,0
NG154974,0
NG154975,0
NG154976,0
NG154977,0
NG154978,0
NG154979,0
NG155970,0
NG155971,0
NG155972,0
NG155973,0
NG155974,0
NG155975,0
NG155976,0
NG155977,0
NG155978,0
NG155979,0
NG156970,0
NG156971,0
NG156972,0
NG156973,0
NG156974,0
NG156975,0
NG156976,0
NG156977,0
NG156978,0
NG156979,0
NG157970,0
NG157971,0
NG157972,0
NG157973,0
NG157974,0
NG157975,0
NG157976,0
NG157977,0
NG157978,0
NG157979,0
NG158970,0
NG158971,0
NG158972,0
NG158973,0
NG158974,0
NG158975,0
NG158976,0
NG158977,0
NG158978,0+110
NG158979,0+110
NG159970,0
NG159971,0
NG159972,0
NG159973,0
NG159974,0
NG159975,0
NG159976,0
NG159977,0
NG159978,0+110
NG159979,0+110
NG19P,0+110
NG1498,0+110
NG140980,110
NG140981,110
NG140982,110
NG140983,110
NG140984,110
NG140985,110
NG140986,110
NG140987,110
NG140988,110
NG140989,110
NG141980,110
NG141981,110
NG141982,110
NG141983,110
NG141984,110
NG141985,110
NG141986,110
NG141987,110
NG141988,110
NG141989,110
NG142980,110
NG142981,110
NG142982,110
NG142983,110
NG142984,110
NG142985,110
NG142986,110
NG142987,110
NG142988,110
NG142989,110
NG143980,110
NG143981,110
NG143982,110
NG143983,110
NG143984,110
NG143985,110
NG143986,110
NG143987,110
NG143988,110
NG143989,110
NG144980,110
NG144981,110
NG144982,110
NG144983,110
NG144984,110
NG144985,110
NG144986,110
NG144987,110
NG144988,110
NG144989,110
NG145980,110
NG145981,110
NG145982,110
NG145983,110
NG145984,110
NG145985,110
NG145986,110
NG145987,110
NG145988,110
NG145989,110
NG146980,110
NG146981,110
NG146982,110
NG146983,110
NG146984,110
NG146985,110
NG146986,110
NG146987,110
NG146988,110
NG146989,110
NG147980,110
NG147981,110
NG147982,110
NG147983,110
NG147984,110
NG147985,110
NG147986,110
NG147987,110
NG147988,110
NG147989,110
NG148980,0+110
NG148981,0+110
NG148982,0+110
NG148983,110
NG148984,110
NG148985,110
NG148986,110
NG148987,110
NG148988,110
NG148989,110
NG149980,0
NG149981,0
NG149982,0+110
NG149983,110
NG149984,110
NG149985,110
NG149986,110
NG149987,110
NG149988,110
NG149989,110
NG1499,110
NG1598,0+110
NG150980,0
NG150981,0+110
NG150982,0+110
NG150983,110
NG150984,110
NG150985,110
NG150986,110
NG150987,110
NG150988,110
NG150989,110
NG151980,0
NG151981,0+110
NG151982,0+110
NG151983,110
NG151984,110
NG151985,110
NG151986,110
NG151987,110
NG151988,110
NG151989,110
NG152980,0
NG152981,0+110
NG152982,0+110
NG152983,110
NG152984,110
NG152985,110
NG152986,110
NG152987,110
NG152988,110
NG152989,110
NG153980,0
NG153981,0+110
NG153982,0+110
NG153983,0+110
NG153984,0+110
NG153985,110
NG153986,110
NG153987,110
NG153988,110
NG153989,110
NG154980,0
NG154981,0
NG154982,0+110
NG154983,0+110
NG154984,0+110
NG154985,0+110
NG154986,110
NG154987,110
NG154988,110
NG154989,110
NG155980,0
NG155981,0
NG155982,0+110
NG155983,0+110
NG155984,0+110
NG155985,0+110
NG155986,110
NG155987,110
NG155988,110
NG155989,110
NG156980,0+110
NG156981,0+110
NG156982,0+110
NG156983,110
NG156984,110
NG156985,110
NG156986,110
NG156987,110
NG156988,110
NG156989,110
NG157980,0+110
NG157981,110
NG157982,110
NG157983,110
NG157984,110
NG157985,110
NG157986,110
NG157987,110
NG157988,110
NG157989,110
NG158980,0+110
NG158981,110
NG158982,110
NG158983,110
NG158984,110
NG158985,110
NG158986,110
NG158987,110
NG158988,110
NG158989,110
NG159980,110
NG159981,110
NG159982,110
NG159983,110
NG159984,110
NG159985,110
NG159986,110
NG159987,110
NG159988,110
NG159989,110
NG1599,0+110
NG150990,110
NG150991,110
NG150992,110
NG150993,110
NG150994,110
NG150995,110
NG150996,110
NG150997,110
NG150998,110
NG150999,110
NG151990,110
NG151991,110
NG151992,110
NG151993,110
NG151994,110
NG151995,110
NG151996,110
NG151997,110
NG151998,110
NG151999,110
NG152990,110
NG152991,110
NG152992,110
NG152993,110
NG152994,110
NG152995,110
NG152996,110
NG152997,110
NG152998,110
NG152999,110
NG153990,110
NG153991,110
NG153992,110
NG153993,110
NG153994,110
NG153995,110
NG153996,110
NG153997,110
NG153998,110
NG153999,110
NG154990,110
NG154991,110
NG154992,110
NG154993,110
NG154994,110
NG154995,110
NG154996,110
NG154997,110
NG154998,110
NG154999,110
NG155990,110
NG155991,110
NG155992,110
NG155993,110
NG155994,110
NG155995,110
NG155996,110
NG155997,110
NG155998,0+110
NG155999,0+110
NG156990,110
NG156991,110
NG156992,110
NG156993,110
NG156994,110
NG156995,110
NG156996,110
NG156997,0+110
NG156998,0+110
NG156999,0+110
NG157990,110
NG157991,110
NG157992,110
NG157993,110
NG157994,110
NG157995,110
NG157996,0+110
NG157997,0+110
NG157998,0+110
NG157999,110
NG158990,110
NG158991,110
NG158992,110
NG158993,110
NG158994,110
NG158995,0+110
NG158996,0+110
NG158997,0+110
NG158998,0+110
NG158999,110
NG159990,110
NG159991,110
NG159992,110
NG159993,110
NG159994,0+110
NG159995,0+110
NG159996,0
NG159997,0+110
NG159998,0+110
NG159999,110
NG19Q,0+110
NG1690,0+110
NG160900,0
NG160901,0+110
NG160902,0+110
NG160903,0+110
NG160904,0+110
NG160905,0
NG160906,0
NG160907,0
NG160908,0
NG160909,0
NG161900,0
NG161901,0
NG161902,0+110
NG161903,0+110
NG161904,0
NG161905,0
NG161906,0
NG161907,0
NG161908,0
NG161909,0
NG162900,0
NG162901,0
NG162902,0
NG162903,0
NG162904,0
NG162905,0
NG162906,0
NG162907,0
NG162908,0+110
NG162909,0+110
NG163900,0
NG163901,0
NG163902,0
NG163903,0
NG163904,0
NG163905,0
NG163906,0
NG163907,0
NG163908,0+110
NG163909,0+110
NG164900,0
NG164901,0
NG164902,0
NG164903,0
NG164904,0
NG164905,0
NG164906,0
NG164907,0
NG164908,0
NG164909,0+110
NG165900,0
NG165901,0
NG165902,0
NG165903,0
NG165904,0
NG165905,0
NG165906,0
NG165907,0
NG165908,0
NG165909,0
NG166900,0
NG166901,0
NG166902,0
NG166903,0
NG166904,0
NG166905,0
NG166906,0
NG166907,0
NG166908,0
NG166909,0
NG167900,0
NG167901,0
NG167902,0
NG167903,0
NG167904,0
NG167905,0
NG167906,0
NG167907,0
NG167908,0
NG167909,0
NG168900,0
NG168901,0
NG168902,0
NG168903,0
NG168904,0
NG168905,0
NG168906,0
NG168907,0
NG168908,0
NG168909,0
NG169900,0
NG169901,0
NG169902,0
NG169903,0
NG169904,0
NG169905,0
NG169906,0
NG169907,0
NG169908,0
NG169909,0
NG1691,0+110
NG160910,0
NG160911,0
NG160912,0
NG160913,0
NG160914,0
NG160915,0
NG160916,0
NG160917,0
NG160918,0
NG160919,0
NG161910,0
NG161911,0
NG161912,0+110
NG161913,0+110
NG161914,0
NG161915,0
NG161916,0
NG161917,0
NG161918,0
NG161919,0
NG162910,0+110
NG162911,0+110
NG162912,0+110
NG162913,0+110
NG162914,0
NG162915,0
NG162916,0
NG162917,0
NG162918,0
NG162919,0
NG163910,0+110
NG163911,0+110
NG163912,0
NG163913,0
NG163914,0
NG163915,0
NG163916,0
NG163917,0
NG163918,0
NG163919,0+110
NG164910,0+110
NG164911,0
NG164912,0
NG164913,0
NG164914,0
NG164915,0
NG164916,0
NG164917,0
NG164918,0
NG164919,0+110
NG165910,0
NG165911,0
NG165912,0
NG165913,0
NG165914,0
NG165915,0
NG165916,0
NG165917,0
NG165918,0+110
NG165919,0+110
NG166910,0
NG166911,0
NG166912,0
NG166913,0
NG166914,0
NG166915,0
NG166916,0
NG166917,0+110
NG166918,0+110
NG166919,0+110
NG167910,0
NG167911,0
NG167912,0
NG167913,0
NG167914,0
NG167915,0
NG167916,0
NG167917,0+110
NG167918,0+110
NG167919,110
NG168910,0
NG168911,0
NG168912,0
NG168913,0
NG168914,0
NG168915,0
NG168916,0
NG168917,0+110
NG168918,0+110
NG168919,110
NG169910,0
NG169911,0
NG169912,0
NG169913,0
NG169914,0
NG169915,0+110
NG169916,0+110
NG169917,0+110
NG169918,0+110
NG169919,0+110
NG1790,0
NG1791,0+110
NG170910,0
NG170911,0
NG170912,0
NG170913,0+110
NG170914,0+110
NG170915,0+110
NG170916,0+110
NG170917,0+110
NG170918,0+110
NG170919,0+110
NG171910,0
NG171911,0
NG171912,0
NG171913,0
NG171914,0+110
NG171915,110
NG171916,110
NG171917,110
NG171918,110
NG171919,110
NG172910,0
NG172911,0
NG172912,0
NG172913,0+110
NG172914,0+110
NG172915,110
NG172916,110
NG172917,110
NG172918,110
NG172919,110
NG173910,0
NG173911,0
NG173912,0+110
NG173913,0+110
NG173914,110
NG173915,110
NG173916,110
NG173917,110
NG173918,110
NG173919,110
NG174910,0
NG174911,0
NG174912,0+110
NG174913,0+110
NG174914,0+110
NG174915,110
NG174916,110
NG174917,110
NG174918,110
NG174919,110
NG175910,0
NG175911,0
NG175912,0
NG175913,0+110
NG175914,0+110
NG175915,110
NG175916,0+110
NG175917,0+110
NG175918,0+110
NG175919,0+110
NG176910,0
NG176911,0
NG176912,0
NG176913,0+110
NG176914,0+110
NG176915,0+110
NG176916,0+110
NG176917,0+110
NG176918,0+110
NG176919,0+110
NG177910,0
NG177911,0
NG177912,0
NG177913,0
NG177914,0
NG177915,0
NG177916,0
NG177917,0
NG177918,0
NG177919,0
NG178910,0
NG178911,0
NG178912,0
NG178913,0
NG178914,0
NG178915,0
NG178916,0
NG178917,0
NG178918,0
NG178919,0
NG179910,0
NG179911,0
NG179912,0+110
NG179913,0+110
NG179914,0+110
NG179915,0+110
NG179916,0+110
NG179917,0+110
NG179918,0+110
NG179919,0+110
NG19R,0+110
NG1692,0+110
NG160920,0
NG160921,0+110
NG160922,0+110
NG160923,110
NG160924,110
NG160925,110
NG160926,110
NG160927,110
NG160928,110
NG160929,110
NG161920,0+110
NG161921,0+110
NG161922,110
NG161923,110
NG161924,110
NG161925,110
NG161926,110
NG161927,110
NG161928,110
NG161929,110
NG162920,0+110
NG162921,110
NG162922,110
NG162923,110
NG162924,110
NG162925,110
NG162926,110
NG162927,110
NG162928,110
NG162929,110
NG163920,0+110
