TG,0+25+27+28
TG012369,28
TG013360,28
TG013361,28
TG013362,28
TG013363,28
TG013364,28
TG013365,28
TG013366,28
TG013367,28
TG013368,28
TG013369,28
TG014360,28
TG014361,28
TG014362,28
TG014363,28
TG014364,28
TG014365,28
TG014366,28
TG014367,28
TG014368,28
TG014369,28
TG015360,28
TG015361,28
TG015362,28
TG015363,28
TG015364,28
TG015365,28
TG015366,28
TG015367,28
TG015368,28
TG015369,28
TG016360,28
TG016361,28
TG016362,28
TG016363,28
TG016364,28
TG016365,28
TG016366,28
TG016367,28
TG016368,28
TG016369,28
TG017360,28
TG017361,28
TG017362,28
TG017363,28
TG017364,28
TG017365,28
TG017366,28
TG017367,28
TG017368,28
TG017369,28
TG018360,27+28
TG018361,27+28
TG018362,27+28
TG018363,27+28
TG018364,27+28
TG018365,27+28
TG018366,27+28
TG018367,27+28
TG018368,27+28
TG018369,27+28
TG019360,27
TG019361,27
TG019362,27
TG019363,27
TG019364,27
TG019365,27
TG019366,27
TG019367,27
TG019368,27
TG019369,27
TG0137,27+28
TG010370,28
TG010371,28
TG010372,28
TG010373,28
TG010374,28
TG010375,28
TG010376,28
TG010377,28
TG010378,28
TG010379,28
TG011370,28
TG011371,28
TG011372,28
TG011373,28
TG011374,28
TG011375,28
TG011376,28
TG011377,28
TG011378,28
TG011379,28
TG012370,28
TG012371,28
TG012372,28
TG012373,28
TG012374,28
TG012375,28
TG012376,28
TG012377,28
TG012378,28
TG012379,28
TG013370,28
TG013371,28
TG013372,28
TG013373,28
TG013374,28
TG013375,28
TG013376,28
TG013377,28
TG013378,28
TG013379,28
TG014370,28
TG014371,28
TG014372,28
TG014373,28
TG014374,28
TG014375,28
TG014376,28
TG014377,28
TG014378,28
TG014379,28
TG015370,28
TG015371,28
TG015372,28
TG015373,28
TG015374,28
TG015375,28
TG015376,28
TG015377,28
TG015378,28
TG015379,28
TG016370,28
TG016371,28
TG016372,28
TG016373,28
TG016374,28
TG016375,28
TG016376,28
TG016377,28
TG016378,28
TG016379,28
TG017370,27+28
TG017371,27+28
TG017372,27+28
TG017373,27+28
TG017374,27+28
TG017375,27+28
TG017376,27+28
TG017377,27+28
TG017378,27+28
TG017379,27+28
TG018370,27+28
TG018371,27
TG018372,27
TG018373,27
TG018374,27
TG018375,27
TG018376,27
TG018377,27
TG018378,27
TG018379,27
TG019370,27
TG019371,27
TG019372,27
TG019373,27
TG019374,27
TG019375,27
TG019376,27
TG019377,27
TG019378,27
TG019379,27
TG03E,27+28
TG0038,28
TG0039,28
TG0138,27+28
TG010380,28
TG010381,28
TG010382,28
TG010383,28
TG010384,28
TG010385,28
TG010386,28
TG010387,28
TG010388,28
TG010389,28
TG011380,28
TG011381,28
TG011382,28
TG011383,28
TG011384,28
TG011385,28
TG011386,28
TG011387,28
TG011388,28
TG011389,28
TG012380,28
TG012381,28
TG012382,28
TG012383,28
TG012384,28
TG012385,28
TG012386,28
TG012387,28
TG012388,28
TG012389,28
TG013380,28
TG013381,28
TG013382,28
TG013383,28
TG013384,28
TG013385,28
TG013386,28
TG013387,28
TG013388,28
TG013389,28
TG014380,28
TG014381,28
TG014382,28
TG014383,28
TG014384,28
TG014385,28
TG014386,28
TG014387,28
TG014388,28
TG014389,28
TG015380,28
TG015381,28
TG015382,28
TG015383,28
TG015384,28
TG015385,28
TG015386,28
TG015387,28
TG015388,28
TG015389,28
TG016380,28
TG016381,28
TG016382,28
TG016383,28
TG016384,28
TG016385,28
TG016386,28
TG016387,28
TG016388,28
TG016389,27+28
TG017380,27+28
TG017381,27+28
TG017382,27+28
TG017383,27+28
TG017384,27+28
TG017385,27+28
TG017386,27+28
TG017387,27+28
TG017388,27+28
TG017389,27+28
TG018380,27
TG018381,27
TG018382,27
TG018383,27
TG018384,27
TG018385,27
TG018386,27
TG018387,27
TG018388,27
TG018389,27
TG019380,27
TG019381,27
TG019382,27
TG019383,27
TG019384,27
TG019385,27
TG019386,27
TG019387,27
TG019388,27
TG019389,27
TG0139,27+28
TG010390,28
TG010391,28
TG010392,28
TG010393,28
TG010394,28
TG010395,28
TG010396,28
TG010397,28
TG010398,28
TG010399,28
TG011390,28
TG011391,28
TG011392,28
TG011393,28
TG011394,28
TG011395,28
TG011396,28
TG011397,28
TG011398,28
TG011399,28
TG012390,28
TG012391,28
TG012392,28
TG012393,28
TG012394,28
TG012395,28
TG012396,28
TG012397,28
TG012398,28
TG012399,28
TG013390,28
TG013391,28
TG013392,28
TG013393,28
TG013394,28
TG013395,28
TG013396,28
TG013397,28
TG013398,28
TG013399,28
TG014390,28
TG014391,28
TG014392,28
TG014393,28
TG014394,28
TG014395,28
TG014396,28
TG014397,28
TG014398,28
TG014399,28
TG015390,28
TG015391,28
TG015392,28
TG015393,28
TG015394,28
TG015395,28
TG015396,28
TG015397,28
TG015398,28
TG015399,28
TG016390,27+28
TG016391,27+28
TG016392,27+28
TG016393,27+28
TG016394,27+28
TG016395,27+28
TG016396,27+28
TG016397,27+28
TG016398,27+28
TG016399,27+28
TG017390,27
TG017391,27
TG017392,27
TG017393,27
TG017394,27
TG017395,27
TG017396,27
TG017397,27
TG017398,27
TG017399,27
TG018390,27
TG018391,27
TG018392,27
TG018393,27
TG018394,27
TG018395,27
TG018396,27
TG018397,27
TG018398,27
TG018399,27
TG019390,27
TG019391,27
TG019392,27
TG019393,27
TG019394,27
TG019395,27
TG019396,27
TG019397,27
TG019398,27
TG019399,27
TG03F,27+28
TG0230,27+28
TG020300,27+28
TG020301,27+28
TG020302,27+28
TG020303,27+28
TG020304,27+28
TG020305,27+28
TG020306,27+28
TG020307,27+28
TG020308,27+28
TG020309,27+28
TG021300,27
TG021301,27
TG021302,27
TG021303,27
TG021304,27
TG021305,27
TG021306,27
TG021307,27
TG021308,27
TG021309,27
TG022300,27
TG022301,27
TG022302,27
TG022303,27
TG022304,27
TG022305,27
TG022306,27
TG022307,27
TG022308,27
TG022309,27
TG023300,27
TG023301,27
TG023302,27
TG023303,27
TG023304,27
TG023305,27
TG023306,27
TG023307,27
TG023308,27
TG023309,27
TG024300,27
TG024301,27
TG024302,27
TG024303,27
TG024304,27
TG024305,27
TG024306,27
TG024307,27
TG024308,27
TG024309,27
TG025300,27
TG025301,27
TG025302,27
TG025303,27
TG025304,27
TG025305,27
TG025306,27
TG025307,27
TG025308,27
TG025309,27
TG026300,27
TG026301,27
TG026302,27
TG026303,27
TG026304,27
TG026305,27
TG026306,27
TG026307,27
TG026308,27
TG026309,27
TG027300,27
TG027301,27
TG027302,27
TG027303,27
TG027304,27
TG027305,27
TG027306,27
TG027307,27
TG027308,27
TG027309,27
TG028300,27
TG028301,27
TG028302,27
TG028303,27
TG028304,27
TG028305,27
TG028306,27
TG028307,27
TG028308,27
TG028309,27
TG029300,27
TG029301,27
TG029302,27
TG029303,27
TG029304,27
TG029305,27
TG029306,27
TG029307,27
TG029308,27
TG029309,27
TG0231,27+28
TG020310,27+28
TG020311,27+28
TG020312,27+28
TG020313,27+28
TG020314,27+28
TG020315,27+28
TG020316,27
TG020317,27
TG020318,27
TG020319,27
TG021310,27
TG021311,27
TG021312,27
TG021313,27
TG021314,27
TG021315,27
TG021316,27
TG021317,27
TG021318,27
TG021319,27
TG022310,27
TG022311,27
TG022312,27
TG022313,27
TG022314,27
TG022315,27
TG022316,27
TG022317,27
TG022318,27
TG022319,27
TG023310,27
TG023311,27
TG023312,27
TG023313,27
TG023314,27
TG023315,27
TG023316,27
TG023317,27
TG023318,27
TG023319,27
TG024310,27
TG024311,27
TG024312,27
TG024313,27
TG024314,27
TG024315,27
TG024316,27
TG024317,27
TG024318,27
TG024319,27
TG025310,27
TG025311,27
TG025312,27
TG025313,27
TG025314,27
TG025315,27
TG025316,27
TG025317,27
TG025318,27
TG025319,27
TG026310,27
TG026311,27
TG026312,27
TG026313,27
TG026314,27
TG026315,27
TG026316,27
TG026317,27
TG026318,27
TG026319,27
TG027310,27
TG027311,27
TG027312,27
TG027313,27
TG027314,27
TG027315,27
TG027316,27
TG027317,27
TG027318,27
TG027319,27
TG028310,27
TG028311,27
TG028312,27
TG028313,27
TG028314,27
TG028315,27
TG028316,27
TG028317,27
TG028318,27
TG028319,27
TG029310,27
TG029311,27
TG029312,27
TG029313,27
TG029314,27
TG029315,27
TG029316,27
TG029317,27
TG029318,27
TG029319,27
TG0330,27
TG0331,27
TG03G,27
TG03H,27
TG03I,27
TG03J,27
TG03K,27
TG03L,27
TG03M,27
TG03N,27
TG03P,27
TG03Q,27
TG03R,27
TG03S,27
TG03T,27
TG03U,27
TG03V,27
TG03W,27
TG03X,27
TG03Y,27
TG03Z,27
TG04,0+27+28
TG04SW,27+28
TG04NW,0+27+28
TG04SE,0+27
TG04NE,0+27
TG04A,27+28
TG0040,28
TG0041,28
TG0140,27+28
TG010400,28
TG010401,28
TG010402,28
TG010403,28
TG010404,28
TG010405,28
TG010406,28
TG010407,28
TG010408,28
TG010409,28
TG011400,28
TG011401,28
TG011402,28
TG011403,28
TG011404,28
TG011405,28
TG011406,28
TG011407,28
TG011408,28
TG011409,28
TG012400,28
TG012401,28
TG012402,28
TG012403,28
TG012404,28
TG012405,28
TG012406,28
TG012407,28
TG012408,28
TG012409,28
TG013400,28
TG013401,28
TG013402,28
TG013403,28
TG013404,28
TG013405,28
TG013406,28
TG013407,28
TG013408,28
TG013409,28
TG014400,28
TG014401,28
TG014402,28
TG014403,28
TG014404,28
TG014405,28
TG014406,28
TG014407,28
TG014408,28
TG014409,28
TG015400,28
TG015401,28
TG015402,28
TG015403,28
TG015404,28
TG015405,28
TG015406,28
TG015407,27+28
TG015408,27+28
TG015409,28
TG016400,27+28
TG016401,27+28
TG016402,27+28
TG016403,27+28
TG016404,27+28
TG016405,27+28
TG016406,27+28
TG016407,27+28
TG016408,27+28
TG016409,27+28
TG017400,27
TG017401,27
TG017402,27
TG017403,27
TG017404,27
TG017405,27
TG017406,27
TG017407,27
TG017408,27
TG017409,27
TG018400,27
TG018401,27
TG018402,27
TG018403,27
TG018404,27
TG018405,27
TG018406,27
TG018407,27
TG018408,27
TG018409,27
TG019400,27
TG019401,27
TG019402,27
TG019403,27
TG019404,27
TG019405,27
TG019406,27
TG019407,27
TG019408,27
TG019409,27
TG0141,27+28
TG010410,28
TG010411,28
TG010412,28
TG010413,28
TG010414,28
TG010415,28
TG010416,28
TG010417,28
TG010418,28
TG010419,28
TG011410,28
TG011411,28
TG011412,28
TG011413,28
TG011414,28
TG011415,28
TG011416,28
TG011417,28
TG011418,28
TG011419,28
TG012410,28
TG012411,28
TG012412,28
TG012413,28
TG012414,28
TG012415,28
TG012416,28
TG012417,28
TG012418,28
TG012419,28
TG013410,28
TG013411,28
TG013412,28
TG013413,28
TG013414,28
TG013415,28
TG013416,28
TG013417,28
TG013418,28
TG013419,28
TG014410,28
TG014411,28
TG014412,28
TG014413,28
TG014414,28
TG014415,28
TG014416,28
TG014417,28
TG014418,28
TG014419,28
TG015410,28
TG015411,28
TG015412,28
TG015413,27+28
TG015414,27+28
TG015415,27+28
TG015416,27+28
TG015417,27+28
TG015418,27+28
TG015419,27+28
TG016410,27+28
TG016411,27+28
TG016412,27+28
TG016413,27+28
TG016414,27
TG016415,27
TG016416,27
TG016417,27
TG016418,27
TG016419,27
TG017410,27
TG017411,27
TG017412,27
TG017413,27
TG017414,27
TG017415,27
TG017416,27
TG017417,27
TG017418,27
TG017419,27
TG018410,27
TG018411,27
TG018412,27
TG018413,27
TG018414,27
TG018415,27
TG018416,27
TG018417,27
TG018418,27
TG018419,27
TG019410,27
TG019411,27
TG019412,27
TG019413,27
TG019414,27
TG019415,27
TG019416,27
TG019417,27
TG019418,27
TG019419,27
TG04B,27+28
TG0042,28
TG0043,28
TG0142,27+28
TG010420,28
TG010421,28
TG010422,28
TG010423,28
TG010424,28
TG010425,28
TG010426,28
TG010427,28
TG010428,28
TG010429,28
TG011420,28
TG011421,28
TG011422,28
TG011423,28
TG011424,28
TG011425,28
TG011426,28
TG011427,28
TG011428,28
TG011429,28
TG012420,28
TG012421,28
TG012422,28
TG012423,28
TG012424,28
TG012425,28
TG012426,28
TG012427,28
TG012428,28
TG012429,28
TG013420,28
TG013421,28
TG013422,28
TG013423,28
TG013424,28
TG013425,28
TG013426,28
TG013427,28
TG013428,28
TG013429,28
TG014420,28
TG014421,28
TG014422,28
TG014423,28
TG014424,28
TG014425,28
TG014426,28
TG014427,28
TG014428,28
TG014429,28
TG015420,27+28
TG015421,27+28
TG015422,27+28
TG015423,27+28
TG015424,27+28
TG015425,27+28
TG015426,27+28
TG015427,27+28
TG015428,27+28
TG015429,27+28
TG016420,27
TG016421,27
TG016422,27
TG016423,27
TG016424,27
TG016425,27
TG016426,27
TG016427,27
TG016428,27
TG016429,27
TG017420,27
TG017421,27
TG017422,27
TG017423,27
TG017424,27
TG017425,27
TG017426,27
TG017427,27
TG017428,27
TG017429,27
TG018420,27
TG018421,27
TG018422,27
TG018423,27
TG018424,27
TG018425,27
TG018426,27
TG018427,27
TG018428,27
TG018429,27
TG019420,27
TG019421,27
TG019422,27
TG019423,27
TG019424,27
TG019425,27
TG019426,27
TG019427,27
TG019428,27
TG019429,27
TG0143,27+28
TG010430,28
TG010431,28
TG010432,28
TG010433,28
TG010434,28
TG010435,28
TG010436,28
TG010437,28
TG010438,28
TG010439,28
TG011430,28
TG011431,28
TG011432,28
TG011433,28
TG011434,28
TG011435,28
TG011436,28
TG011437,28
TG011438,28
TG011439,28
TG012430,28
TG012431,28
TG012432,28
TG012433,28
TG012434,28
TG012435,28
TG012436,28
TG012437,28
TG012438,28
TG012439,28
TG013430,28
TG013431,28
TG013432,28
TG013433,28
TG013434,28
TG013435,28
TG013436,28
TG013437,28
TG013438,28
TG013439,28
TG014430,27+28
TG014431,27+28
TG014432,27+28
TG014433,27+28
TG014434,27+28
TG014435,27+28
TG014436,27+28
TG014437,27+28
TG014438,27+28
TG014439,27+28
TG015430,27+28
TG015431,27
TG015432,27
TG015433,27
TG015434,27
TG015435,27
TG015436,27
TG015437,27
TG015438,27
TG015439,27
TG016430,27
TG016431,27
TG016432,27
TG016433,27
TG016434,27
TG016435,27
TG016436,27
TG016437,27
TG016438,27
TG016439,27
TG017430,27
TG017431,27
TG017432,27
TG017433,27
TG017434,27
TG017435,27
TG017436,27
TG017437,27
TG017438,27
TG017439,27
TG018430,27
TG018431,27
TG018432,27
TG018433,27
TG018434,27
TG018435,27
TG018436,27
TG018437,27
TG018438,27
TG018439,27
TG019430,27
TG019431,27
TG019432,27
TG019433,27
TG019434,27
TG019435,27
TG019436,27
TG019437,27
TG019438,27
TG019439,27
TG04C,0+27+28
TG0044,28
TG0045,0+28
TG000450,28
TG000451,28
TG000452,0+28
TG000453,0+28
TG000454,0+28
TG000455,28
TG000456,28
TG000457,28
TG000458,28
TG000459,28
TG001450,28
TG001451,28
TG001452,0+28
TG001453,0+28
TG001454,0+28
TG001455,28
TG001456,28
TG001457,28
TG001458,28
TG001459,28
TG002450,28
TG002451,28
TG002452,0+28
TG002453,0
TG002454,0+28
TG002455,28
TG002456,28
TG002457,28
TG002458,28
TG002459,28
TG003450,28
TG003451,28
TG003452,0+28
TG003453,0
TG003454,0+28
TG003455,28
TG003456,28
TG003457,28
TG003458,28
TG003459,28
TG004450,28
TG004451,0+28
TG004452,0+28
TG004453,0+28
TG004454,0+28
TG004455,28
TG004456,28
TG004457,28
TG004458,28
TG004459,28
TG005450,28
TG005451,0+28
TG005452,0
TG005453,0+28
TG005454,28
TG005455,28
TG005456,28
TG005457,28
TG005458,28
TG005459,28
TG006450,28
TG006451,0+28
TG006452,0+28
TG006453,0+28
TG006454,28
TG006455,28
TG006456,28
TG006457,28
TG006458,28
TG006459,28
TG007450,28
TG007451,0+28
TG007452,0+28
TG007453,0+28
TG007454,28
TG007455,28
TG007456,28
TG007457,28
TG007458,28
TG007459,28
TG008450,28
TG008451,0+28
TG008452,0+28
TG008453,0+28
TG008454,0+28
TG008455,28
TG008456,28
TG008457,28
TG008458,28
TG008459,28
TG009450,28
TG009451,0+28
TG009452,0+28
TG009453,0+28
TG009454,0+28
TG009455,28
TG009456,28
TG009457,28
TG009458,28
TG009459,28
TG0144,27+28
TG010440,28
TG010441,28
TG010442,28
TG010443,28
TG010444,28
TG010445,28
TG010446,28
TG010447,28
TG010448,28
TG010449,28
TG011440,28
TG011441,28
TG011442,28
TG011443,28
TG011444,28
TG011445,28
TG011446,28
TG011447,28
TG011448,28
TG011449,28
TG012440,28
TG012441,28
TG012442,28
TG012443,28
TG012444,28
TG012445,28
TG012446,28
TG012447,28
TG012448,28
TG012449,28
TG013440,28
TG013441,28
TG013442,28
TG013443,28
TG013444,28
TG013445,28
TG013446,28
TG013447,28
TG013448,28
TG013449,28
TG014440,27+28
TG014441,27+28
TG014442,27+28
TG014443,27+28
TG014444,27+28
TG014445,27+28
TG014446,27+28
TG014447,27+28
TG014448,27+28
TG014449,27+28
TG015440,27
TG015441,27
TG015442,27
TG015443,27
TG015444,27
TG015445,27
TG015446,27
TG015447,27
TG015448,27
TG015449,27
TG016440,27
TG016441,27
TG016442,27
TG016443,27
TG016444,27
TG016445,27
TG016446,27
TG016447,27
TG016448,27
TG016449,27
TG017440,27
TG017441,27
TG017442,27
TG017443,27
TG017444,27
TG017445,27
TG017446,27
TG017447,27
TG017448,27
TG017449,27
TG018440,27
TG018441,27
TG018442,27
TG018443,27
TG018444,27
TG018445,27
TG018446,27
TG018447,27
TG018448,27
TG018449,27
TG019440,27
TG019441,27
TG019442,27
TG019443,27
TG019444,27
TG019445,27
TG019446,27
TG019447,27
TG019448,27
TG019449,27
TG0145,0+27+28
TG010450,28
TG010451,0+28
TG010452,28
TG010453,28
TG010454,0+28
TG010455,0+28
TG010456,0+28
TG010457,28
TG010458,28
TG010459,28
TG011450,28
TG011451,28
TG011452,28
TG011453,28
TG011454,0+28
TG011455,0+28
TG011456,0+28
TG011457,28
TG011458,28
TG011459,28
TG012450,28
TG012451,28
TG012452,28
TG012453,28
TG012454,0+28
TG012455,0+28
TG012456,0+28
TG012457,28
TG012458,28
TG012459,28
TG013450,28
TG013451,28
TG013452,28
TG013453,28
TG013454,0+28
TG013455,0+28
TG013456,0+28
TG013457,28
TG013458,27+28
TG013459,27+28
TG014450,27+28
TG014451,27+28
TG014452,27+28
TG014453,27+28
TG014454,0+27+28
TG014455,0+27+28
TG014456,0+27+28
TG014457,27+28
TG014458,27+28
TG014459,27
TG015450,27
TG015451,27
TG015452,27
TG015453,27+28
TG015454,27+28
TG015455,27
TG015456,27
TG015457,27
TG015458,27
TG015459,27
TG016450,27
TG016451,27
TG016452,27
TG016453,27+28
TG016454,27+28
TG016455,27
TG016456,27
TG016457,27
TG016458,27
TG016459,27
TG017450,27
TG017451,27
TG017452,27
TG017453,27+28
TG017454,27+28
TG017455,27+28
TG017456,27
TG017457,27
TG017458,27
TG017459,27
TG018450,27
TG018451,27
TG018452,27
TG018453,27+28
TG018454,27+28
TG018455,27+28
TG018456,27
TG018457,27
TG018458,27
TG018459,27
TG019450,27
TG019451,27
TG019452,27
TG019453,27+28
TG019454,27+28
TG019455,27+28
TG019456,27
TG019457,27
TG019458,27
TG019459,27
TG04D,0+27+28
TG0046,0+28
TG000460,28
TG000461,28
TG000462,28
TG000463,28
TG000464,28
TG000465,28
TG000466,28
TG000467,28
TG000468,0+28
TG000469,0
TG001460,28
TG001461,28
TG001462,28
TG001463,28
TG001464,28
TG001465,28
TG001466,28
TG001467,0+28
TG001468,0+28
TG001469,0
TG002460,28
TG002461,28
TG002462,28
TG002463,28
TG002464,28
TG002465,28
TG002466,28
TG002467,0+28
TG002468,0
TG002469,0
TG003460,28
TG003461,28
TG003462,28
TG003463,28
TG003464,28
TG003465,28
TG003466,28
TG003467,0+28
TG003468,0
TG003469,0
TG004460,28
TG004461,28
TG004462,28
TG004463,28
TG004464,28
TG004465,28
TG004466,28
TG004467,0+28
TG004468,0
TG004469,0
TG005460,28
TG005461,28
TG005462,28
TG005463,28
TG005464,28
TG005465,28
TG005466,0+28
TG005467,0+28
TG005468,0
TG005469,0
TG006460,28
TG006461,28
TG006462,28
TG006463,28
TG006464,28
TG006465,28
TG006466,0+28
TG006467,0
TG006468,0
TG006469,0
TG007460,28
TG007461,28
TG007462,28
TG007463,28
TG007464,28
TG007465,28
TG007466,0+28
TG007467,0
TG007468,0
TG007469,0
TG008460,28
TG008461,28
TG008462,28
TG008463,28
TG008464,28
TG008465,0+28
TG008466,0+28
TG008467,0
TG008468,0
TG008469,0
TG009460,28
TG009461,28
TG009462,28
TG009463,28
TG009464,28
TG009465,0+28
TG009466,0+28
TG009467,0
TG009468,0
TG009469,0
TG0047,0
TG0146,0+27+28
TG010460,28
TG010461,28
TG010462,28
TG010463,28
TG010464,28
TG010465,0+28
TG010466,0
TG010467,0
TG010468,0
TG010469,0
TG011460,28
TG011461,28
TG011462,28
TG011463,28
TG011464,28
TG011465,0+28
TG011466,0
TG011467,0
TG011468,0
TG011469,0
TG012460,28
TG012461,28
TG012462,28
TG012463,28
TG012464,0+28
TG012465,0+28
TG012466,0
TG012467,0
TG012468,0
TG012469,0
TG013460,27+28
TG013461,27+28
TG013462,27+28
TG013463,27+28
TG013464,0+27+28
TG013465,0
TG013466,0
TG013467,0
TG013468,0
TG013469,0
TG014460,27
TG014461,27
TG014462,27
TG014463,27
TG014464,0+27
TG014465,0
TG014466,0
TG014467,0
TG014468,0
TG014469,0
TG015460,27
TG015461,27
TG015462,27
TG015463,0+27
TG015464,0+27
TG015465,0
TG015466,0
TG015467,0
TG015468,0
TG015469,0
TG016460,27
TG016461,27
TG016462,27
TG016463,0+27
TG016464,0
TG016465,0
TG016466,0
TG016467,0
TG016468,0
TG016469,0
TG017460,27
TG017461,27
TG017462,27
TG017463,0+27
TG017464,0
TG017465,0
TG017466,0
TG017467,0
TG017468,0
TG017469,0
TG018460,27
TG018461,27
TG018462,0+27
TG018463,0+27
TG018464,0
TG018465,0
TG018466,0
TG018467,0
TG018468,0
TG018469,0
TG019460,27
TG019461,27
TG019462,0+27
TG019463,0
TG019464,0
TG019465,0
TG019466,0
TG019467,0
TG019468,0
TG019469,0
TG0147,0
TG04E,0
TG04F,27
TG04G,27
TG04H,0+27+28
TG0244,27+28
TG020440,27
TG020441,27
TG020442,27
TG020443,27
TG020444,27
TG020445,27
TG020446,27
TG020447,27
TG020448,27
TG020449,27
TG021440,27
TG021441,27
TG021442,27
TG021443,27
TG021444,27
TG021445,27
TG021446,27
TG021447,27
TG021448,27
TG021449,27
TG022440,27
TG022441,27
TG022442,27
TG022443,27
TG022444,27
TG022445,27
TG022446,27
TG022447,27
TG022448,27
TG022449,27
TG023440,27
TG023441,27
TG023442,27
TG023443,27
TG023444,27
TG023445,27
TG023446,27
TG023447,27
TG023448,27
TG023449,27
TG024440,27
TG024441,27
TG024442,27
TG024443,27
TG024444,27
TG024445,27
TG024446,27
TG024447,27
TG024448,27
TG024449,27
TG025440,27
TG025441,27
TG025442,27
TG025443,27
TG025444,27
TG025445,27
TG025446,27
TG025447,27
TG025448,27
TG025449,27
TG026440,27
TG026441,27
TG026442,27
TG026443,27
TG026444,27
TG026445,27
TG026446,27
TG026447,27
TG026448,27+28
TG026449,27+28
TG027440,27
TG027441,27
TG027442,27
TG027443,27
TG027444,27
TG027445,27
TG027446,27
TG027447,27
TG027448,27
TG027449,27
TG028440,27
TG028441,27
TG028442,27
TG028443,27
TG028444,27
TG028445,27
TG028446,27
TG028447,27
TG028448,27
TG028449,27
TG029440,27
TG029441,27
TG029442,27
TG029443,27
TG029444,27
TG029445,27
TG029446,27
TG029447,27
TG029448,27
TG029449,27
TG0245,0+27+28
TG020450,27
TG020451,27
TG020452,27+28
TG020453,27+28
TG020454,27+28
TG020455,27+28
TG020456,27+28
TG020457,27
TG020458,27
TG020459,27
TG021450,27
TG021451,27
TG021452,27+28
TG021453,27
TG021454,27
TG021455,27+28
TG021456,27+28
TG021457,27
TG021458,27
TG021459,27
TG022450,27
TG022451,27
TG022452,27+28
TG022453,27
TG022454,27
TG022455,27
TG022456,27+28
TG022457,27
TG022458,27
TG022459,27
TG023450,27
TG023451,27
TG023452,27+28
TG023453,27
TG023454,27
TG023455,27
TG023456,27+28
TG023457,27
TG023458,27
TG023459,27
TG024450,27
TG024451,27+28
TG024452,27+28
TG024453,27
TG024454,27
TG024455,27
TG024456,27+28
TG024457,27
TG024458,27
TG024459,27
TG025450,27+28
TG025451,27+28
TG025452,27
TG025453,27
TG025454,27
TG025455,27
TG025456,27+28
TG025457,27
TG025458,27
TG025459,27
TG026450,27+28
TG026451,27+28
TG026452,27
TG026453,27
TG026454,27
TG026455,27
TG026456,27+28
TG026457,27
TG026458,27
TG026459,27
TG027450,27
TG027451,27
TG027452,27
TG027453,27
TG027454,27
TG027455,27+28
TG027456,27+28
TG027457,27
TG027458,27
TG027459,27
TG028450,27
TG028451,27
TG028452,27
TG028453,27
TG028454,27+28
TG028455,27+28
TG028456,27+28
TG028457,27
TG028458,27
TG028459,0+27
TG029450,27
TG029451,27
TG029452,27
TG029453,27+28
TG029454,27+28
TG029455,27+28
TG029456,27
TG029457,27
TG029458,27
TG029459,0+27
TG0344,27
TG0345,0+27+28
TG030450,27
TG030451,27
TG030452,27+28
TG030453,27+28
TG030454,27
TG030455,27
TG030456,27
TG030457,27
TG030458,27
TG030459,0+27
TG031450,27
TG031451,27
TG031452,27+28
TG031453,27+28
TG031454,27
TG031455,27
TG031456,27
TG031457,27
TG031458,0+27
TG031459,0+27
TG032450,27
TG032451,27
TG032452,27
TG032453,27+28
TG032454,27
TG032455,27
TG032456,27
TG032457,27
TG032458,0+27
TG032459,0
TG033450,27
TG033451,27
TG033452,27+28
TG033453,27+28
TG033454,27
TG033455,27
TG033456,27
TG033457,27
TG033458,0+27
TG033459,0
TG034450,27
TG034451,27
TG034452,27+28
TG034453,27+28
TG034454,27
TG034455,27
TG034456,27
TG034457,0+27
TG034458,0+27
TG034459,0
TG035450,27
TG035451,27
TG035452,27
TG035453,27+28
TG035454,27+28
TG035455,27
TG035456,27
TG035457,0+27
TG035458,0
TG035459,0
TG036450,27
TG036451,27
TG036452,27
TG036453,27+28
TG036454,27+28
TG036455,27
TG036456,27
TG036457,0+27
TG036458,0
TG036459,0
TG037450,27
TG037451,27
TG037452,27
TG037453,27+28
TG037454,27+28
TG037455,27
TG037456,0+27
TG037457,0+27
TG037458,0
TG037459,0
TG038450,27
TG038451,27
TG038452,27
TG038453,27
TG038454,27+28
TG038455,27
TG038456,0+27
TG038457,0
TG038458,0
TG038459,0
TG039450,27
TG039451,27
TG039452,27
TG039453,27
TG039454,27+28
TG039455,27
TG039456,0+27
TG039457,0
TG039458,0
TG039459,0
TG04I,0+27
TG0246,0+27
TG020460,27
TG020461,27
TG020462,0+27
TG020463,0
TG020464,0
TG020465,0
TG020466,0
TG020467,0
TG020468,0
TG020469,0
TG021460,27
TG021461,0+27
TG021462,0+27
TG021463,0
TG021464,0
TG021465,0
TG021466,0
TG021467,0
TG021468,0
TG021469,0
TG022460,27
TG022461,0+27
TG022462,0
TG022463,0
TG022464,0
TG022465,0
TG022466,0
TG022467,0
TG022468,0
TG022469,0
TG023460,27
TG023461,0+27
TG023462,0
TG023463,0
TG023464,0
TG023465,0
TG023466,0
TG023467,0
TG023468,0
TG023469,0
TG024460,27
TG024461,0+27
TG024462,0
TG024463,0
TG024464,0
TG024465,0
TG024466,0
TG024467,0
TG024468,0
TG024469,0
TG025460,0+27
TG025461,0+27
TG025462,0
TG025463,0
TG025464,0
TG025465,0
TG025466,0
TG025467,0
TG025468,0
TG025469,0
TG026460,0+27
TG026461,0
TG026462,0
TG026463,0
TG026464,0
TG026465,0
TG026466,0
TG026467,0
